Shape,Label,ShapeLoc,Condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,Exclude,StrangerShape,P1Shape,P2Shape,corr,Training,nCorr,trialinblock,BlankFrames,Block,Pair Number,Participant 1 Age,Participant 2 Age,Phase
Stranger,P2,Top,Mismatch,0,9,9,19,w,0.833479142,0,DIAMOND,TRIANGLE,PENTAGON,1,0,9,10,78,2,28,22,22,1
Stranger,P2,Top,Mismatch,0,10,10,19,w,0.93347251,0,DIAMOND,TRIANGLE,PENTAGON,1,0,10,11,78,2,28,22,22,1
P2,Stranger,Bottom,Mismatch,0,11,11,15,None,None,1,DIAMOND,TRIANGLE,PENTAGON,3,0,10,12,78,2,28,22,22,1
P1,P1,Top,Match,0,12,12,0,o,0.583508159,0,DIAMOND,TRIANGLE,PENTAGON,1,0,11,13,78,2,28,22,22,1
Stranger,P2,Bottom,Mismatch,0,13,13,23,w,0.666798395,0,DIAMOND,TRIANGLE,PENTAGON,1,0,12,14,78,2,28,22,22,1
P2,P2,Bottom,Match,0,14,14,13,o,0.750150217,0,DIAMOND,TRIANGLE,PENTAGON,1,0,13,15,78,2,28,22,22,1
P2,P2,Bottom,Match,0,15,15,13,o,0.717090973,0,DIAMOND,TRIANGLE,PENTAGON,1,0,14,16,78,2,28,22,22,1
Stranger,P1,Top,Mismatch,0,16,16,18,w,0.816814699,0,DIAMOND,TRIANGLE,PENTAGON,1,0,15,17,78,2,28,22,22,1
P1,P2,Top,Mismatch,0,17,17,3,w,0.783545822,0,DIAMOND,TRIANGLE,PENTAGON,1,0,16,18,78,2,28,22,22,1
Stranger,P2,Top,Mismatch,0,18,18,19,w,0.633497539,0,DIAMOND,TRIANGLE,PENTAGON,1,0,17,19,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,0,19,19,20,o,0.533501408,0,DIAMOND,TRIANGLE,PENTAGON,1,0,18,20,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,0,20,20,20,o,0.666821687,0,DIAMOND,TRIANGLE,PENTAGON,1,0,19,21,78,2,28,22,22,1
P2,Stranger,Top,Mismatch,0,21,21,11,w,1.000201342,0,DIAMOND,TRIANGLE,PENTAGON,1,0,20,22,78,2,28,22,22,1
P1,P1,Top,Match,0,22,22,1,o,0.566839374,0,DIAMOND,TRIANGLE,PENTAGON,1,0,21,23,78,2,28,22,22,1
P2,P2,Top,Match,0,23,23,9,o,0.750158903,0,DIAMOND,TRIANGLE,PENTAGON,1,0,22,24,78,2,28,22,22,1
P1,P1,Top,Match,1,0,24,0,o,0.583498684,0,DIAMOND,TRIANGLE,PENTAGON,1,0,23,25,78,2,28,22,22,1
P1,Stranger,Bottom,Mismatch,1,1,25,6,o,0.766819792,0,DIAMOND,TRIANGLE,PENTAGON,0,0,23,26,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,1,2,26,20,o,0.733479853,0,DIAMOND,TRIANGLE,PENTAGON,1,0,24,27,78,2,28,22,22,1
P2,P1,Top,Mismatch,1,3,27,10,w,0.733488143,0,DIAMOND,TRIANGLE,PENTAGON,1,0,25,28,78,2,28,22,22,1
Stranger,P2,Top,Mismatch,1,4,28,19,w,1.050142953,0,DIAMOND,TRIANGLE,PENTAGON,1,0,26,29,78,2,28,22,22,1
P1,P1,Bottom,Match,1,5,29,4,o,0.700167548,0,DIAMOND,TRIANGLE,PENTAGON,1,0,27,30,78,2,28,22,22,1
Stranger,Stranger,Top,Match,1,6,30,16,o,0.750164824,0,DIAMOND,TRIANGLE,PENTAGON,1,0,28,31,78,2,28,22,22,1
P2,P1,Bottom,Mismatch,1,7,31,14,w,1.383470101,0,DIAMOND,TRIANGLE,PENTAGON,1,0,29,32,78,2,28,22,22,1
P2,Stranger,Bottom,Mismatch,1,8,32,15,w,1.216783827,0,DIAMOND,TRIANGLE,PENTAGON,1,0,30,33,78,2,28,22,22,1
P1,P2,Bottom,Mismatch,1,9,33,7,w,0.650154876,0,DIAMOND,TRIANGLE,PENTAGON,1,0,31,34,78,2,28,22,22,1
P2,Stranger,Top,Mismatch,1,10,34,11,w,0.90012349,0,DIAMOND,TRIANGLE,PENTAGON,1,0,32,35,78,2,28,22,22,1
P1,P1,Bottom,Match,1,11,35,5,o,0.616820463,0,DIAMOND,TRIANGLE,PENTAGON,1,0,33,36,78,2,28,22,22,1
Stranger,Stranger,Top,Match,1,12,36,17,o,0.783479892,0,DIAMOND,TRIANGLE,PENTAGON,1,0,34,37,78,2,28,22,22,1
P2,Stranger,Top,Mismatch,1,13,37,11,w,0.833496513,0,DIAMOND,TRIANGLE,PENTAGON,1,0,35,38,78,2,28,22,22,1
Stranger,P2,Bottom,Mismatch,1,14,38,23,o,0.766816239,0,DIAMOND,TRIANGLE,PENTAGON,0,0,35,39,78,2,28,22,22,1
Stranger,P1,Top,Mismatch,1,15,39,18,w,0.800152625,0,DIAMOND,TRIANGLE,PENTAGON,1,0,36,40,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,1,16,40,21,w,0.733490907,0,DIAMOND,TRIANGLE,PENTAGON,0,0,36,41,78,2,28,22,22,1
P1,Stranger,Top,Mismatch,1,17,41,2,w,0.900132965,0,DIAMOND,TRIANGLE,PENTAGON,1,0,37,42,78,2,28,22,22,1
P2,Stranger,Top,Mismatch,1,18,42,11,w,0.93347172,0,DIAMOND,TRIANGLE,PENTAGON,1,0,38,43,78,2,28,22,22,1
Stranger,Stranger,Top,Match,1,19,43,17,o,0.733469983,0,DIAMOND,TRIANGLE,PENTAGON,1,0,39,44,78,2,28,22,22,1
P1,P1,Bottom,Match,1,20,44,5,o,0.51681999,0,DIAMOND,TRIANGLE,PENTAGON,1,0,40,45,78,2,28,22,22,1
P2,P2,Bottom,Match,1,21,45,12,o,0.716822516,0,DIAMOND,TRIANGLE,PENTAGON,1,0,41,46,78,2,28,22,22,1
Stranger,P2,Bottom,Mismatch,1,22,46,23,w,0.716811067,0,DIAMOND,TRIANGLE,PENTAGON,1,0,42,47,78,2,28,22,22,1
P2,P2,Bottom,Match,1,23,47,12,None,None,1,DIAMOND,TRIANGLE,PENTAGON,3,0,42,48,78,2,28,22,22,1
P2,P1,Top,Mismatch,2,0,48,10,w,1.100133912,0,DIAMOND,TRIANGLE,PENTAGON,1,0,43,49,78,2,28,22,22,1
P1,P1,Top,Match,2,1,49,1,w,0.700094513,0,DIAMOND,TRIANGLE,PENTAGON,0,0,43,50,78,2,28,22,22,1
P2,Stranger,Top,Mismatch,2,2,50,11,w,1.316803645,0,DIAMOND,TRIANGLE,PENTAGON,1,0,44,51,78,2,28,22,22,1
P2,P2,Top,Match,2,3,51,8,o,0.800163285,0,DIAMOND,TRIANGLE,PENTAGON,1,0,45,52,78,2,28,22,22,1
P1,Stranger,Bottom,Mismatch,2,4,52,6,w,0.966802579,0,DIAMOND,TRIANGLE,PENTAGON,1,0,46,53,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,2,5,53,21,o,0.650165535,0,DIAMOND,TRIANGLE,PENTAGON,1,0,47,54,78,2,28,22,22,1
P1,Stranger,Top,Mismatch,2,6,54,2,w,0.683478234,0,DIAMOND,TRIANGLE,PENTAGON,1,0,48,55,78,2,28,22,22,1
Stranger,P2,Bottom,Mismatch,2,7,55,23,w,0.666826425,0,DIAMOND,TRIANGLE,PENTAGON,1,0,49,56,78,2,28,22,22,1
P1,P1,Bottom,Match,2,8,56,4,o,0.583480919,0,DIAMOND,TRIANGLE,PENTAGON,1,0,50,57,78,2,28,22,22,1
Stranger,Stranger,Top,Match,2,9,57,17,o,1.016792749,0,DIAMOND,TRIANGLE,PENTAGON,1,0,51,58,78,2,28,22,22,1
P2,P1,Bottom,Mismatch,2,10,58,14,w,0.666787735,0,DIAMOND,TRIANGLE,PENTAGON,1,0,52,59,78,2,28,22,22,1
P2,P2,Bottom,Match,2,11,59,12,o,0.933474878,0,DIAMOND,TRIANGLE,PENTAGON,1,0,53,60,78,2,28,22,22,1
P2,P1,Top,Mismatch,2,12,60,10,w,0.650155665,0,DIAMOND,TRIANGLE,PENTAGON,1,0,54,61,78,2,28,22,22,1
Stranger,Stranger,Top,Match,2,13,61,16,o,0.716830412,0,DIAMOND,TRIANGLE,PENTAGON,1,0,55,62,78,2,28,22,22,1
Stranger,P1,Bottom,Mismatch,2,14,62,22,w,0.950170509,0,DIAMOND,TRIANGLE,PENTAGON,1,0,56,63,78,2,28,22,22,1
P1,P2,Top,Mismatch,2,15,63,3,w,0.616819279,0,DIAMOND,TRIANGLE,PENTAGON,1,0,57,64,78,2,28,22,22,1
P1,Stranger,Top,Mismatch,2,16,64,2,w,1.183464022,0,DIAMOND,TRIANGLE,PENTAGON,1,0,58,65,78,2,28,22,22,1
P2,P1,Bottom,Mismatch,2,17,65,14,w,0.866802895,0,DIAMOND,TRIANGLE,PENTAGON,1,0,59,66,78,2,28,22,22,1
P2,P2,Top,Match,2,18,66,9,o,0.816848256,0,DIAMOND,TRIANGLE,PENTAGON,1,0,60,67,78,2,28,22,22,1
P2,P2,Bottom,Match,2,19,67,12,o,1.233460113,0,DIAMOND,TRIANGLE,PENTAGON,1,0,61,68,78,2,28,22,22,1
Stranger,P1,Top,Mismatch,2,20,68,18,w,0.683473102,0,DIAMOND,TRIANGLE,PENTAGON,1,0,62,69,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,2,21,69,20,o,0.633472273,0,DIAMOND,TRIANGLE,PENTAGON,1,0,63,70,78,2,28,22,22,1
Stranger,P1,Top,Mismatch,2,22,70,18,w,0.950141295,0,DIAMOND,TRIANGLE,PENTAGON,1,0,64,71,78,2,28,22,22,1
P2,Stranger,Bottom,Mismatch,2,23,71,15,w,1.216799224,0,DIAMOND,TRIANGLE,PENTAGON,1,0,65,72,78,2,28,22,22,1
P1,P1,Top,Match,3,0,72,1,o,0.566831478,0,DIAMOND,TRIANGLE,PENTAGON,1,0,66,73,78,2,28,22,22,1
P1,P2,Bottom,Mismatch,3,1,73,7,w,0.666809844,0,DIAMOND,TRIANGLE,PENTAGON,1,0,67,74,78,2,28,22,22,1
Stranger,Stranger,Top,Match,3,2,74,16,o,0.63348609,0,DIAMOND,TRIANGLE,PENTAGON,1,0,68,75,78,2,28,22,22,1
P1,P2,Bottom,Mismatch,3,3,75,7,w,0.466828635,0,DIAMOND,TRIANGLE,PENTAGON,1,0,69,76,78,2,28,22,22,1
P1,P2,Bottom,Mismatch,3,4,76,7,w,0.550110186,0,DIAMOND,TRIANGLE,PENTAGON,1,0,70,77,78,2,28,22,22,1
P1,P1,Top,Match,3,5,77,0,o,0.633485301,0,DIAMOND,TRIANGLE,PENTAGON,1,0,71,78,78,2,28,22,22,1
P1,P2,Bottom,Mismatch,3,6,78,7,w,0.600210107,0,DIAMOND,TRIANGLE,PENTAGON,1,0,72,79,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,3,7,79,21,o,0.650125661,0,DIAMOND,TRIANGLE,PENTAGON,1,0,73,80,78,2,28,22,22,1
P2,P1,Top,Mismatch,3,8,80,10,w,0.716829622,0,DIAMOND,TRIANGLE,PENTAGON,1,0,74,81,78,2,28,22,22,1
P1,P1,Bottom,Match,3,9,81,4,o,0.616815331,0,DIAMOND,TRIANGLE,PENTAGON,1,0,75,82,78,2,28,22,22,1
P2,Stranger,Bottom,Mismatch,3,10,82,15,w,0.783425806,0,DIAMOND,TRIANGLE,PENTAGON,1,0,76,83,78,2,28,22,22,1
P1,Stranger,Bottom,Mismatch,3,11,83,6,w,1.15013711,0,DIAMOND,TRIANGLE,PENTAGON,1,0,77,84,78,2,28,22,22,1
P2,P2,Top,Match,3,12,84,8,o,0.683489683,0,DIAMOND,TRIANGLE,PENTAGON,1,0,78,85,78,2,28,22,22,1
P1,Stranger,Bottom,Mismatch,3,13,85,6,w,0.683493236,0,DIAMOND,TRIANGLE,PENTAGON,1,0,79,86,78,2,28,22,22,1
P1,Stranger,Bottom,Mismatch,3,14,86,6,w,0.73350433,0,DIAMOND,TRIANGLE,PENTAGON,1,0,80,87,78,2,28,22,22,1
P2,P2,Bottom,Match,3,15,87,13,o,0.816803645,0,DIAMOND,TRIANGLE,PENTAGON,1,0,81,88,78,2,28,22,22,1
P2,P2,Bottom,Match,3,16,88,13,o,0.750151007,0,DIAMOND,TRIANGLE,PENTAGON,1,0,82,89,78,2,28,22,22,1
P1,P1,Bottom,Match,3,17,89,5,o,0.516834202,0,DIAMOND,TRIANGLE,PENTAGON,1,0,83,90,78,2,28,22,22,1
P1,Stranger,Top,Mismatch,3,18,90,2,w,0.733485775,0,DIAMOND,TRIANGLE,PENTAGON,1,0,84,91,78,2,28,22,22,1
Stranger,P2,Top,Mismatch,3,19,91,19,w,1.067076247,0,DIAMOND,TRIANGLE,PENTAGON,1,0,85,92,78,2,28,22,22,1
P2,P2,Top,Match,3,20,92,9,o,0.916841624,0,DIAMOND,TRIANGLE,PENTAGON,1,0,86,93,78,2,28,22,22,1
P1,P1,Top,Match,3,21,93,0,o,0.650229491,0,DIAMOND,TRIANGLE,PENTAGON,1,0,87,94,78,2,28,22,22,1
P1,P2,Top,Mismatch,3,22,94,3,w,0.550227833,0,DIAMOND,TRIANGLE,PENTAGON,1,0,88,95,78,2,28,22,22,1
Stranger,Stranger,Top,Match,3,23,95,17,o,0.766873484,0,DIAMOND,TRIANGLE,PENTAGON,1,0,89,96,78,2,28,22,22,1
P2,P2,Bottom,Match,4,0,96,12,o,1.183504685,0,DIAMOND,TRIANGLE,PENTAGON,1,0,90,97,78,2,28,22,22,1
Stranger,Stranger,Top,Match,4,1,97,16,o,0.866856192,0,DIAMOND,TRIANGLE,PENTAGON,1,0,91,98,78,2,28,22,22,1
Stranger,P2,Bottom,Mismatch,4,2,98,23,o,0.800197631,0,DIAMOND,TRIANGLE,PENTAGON,0,0,91,99,78,2,28,22,22,1
P1,P1,Bottom,Match,4,3,99,4,o,0.600548046,0,DIAMOND,TRIANGLE,PENTAGON,1,0,92,100,78,2,28,22,22,1
Stranger,P1,Bottom,Mismatch,4,4,100,22,w,1.366840795,0,DIAMOND,TRIANGLE,PENTAGON,1,0,93,101,78,2,28,22,22,1
Stranger,P1,Bottom,Mismatch,4,5,101,22,w,1.250177852,0,DIAMOND,TRIANGLE,PENTAGON,1,0,94,102,78,2,28,22,22,1
P1,P1,Bottom,Match,4,6,102,4,o,0.533589841,0,DIAMOND,TRIANGLE,PENTAGON,1,0,95,103,78,2,28,22,22,1
P1,P1,Bottom,Match,4,7,103,5,o,0.566862666,0,DIAMOND,TRIANGLE,PENTAGON,1,0,96,104,78,2,28,22,22,1
P2,P2,Top,Match,4,8,104,9,o,0.683510607,0,DIAMOND,TRIANGLE,PENTAGON,1,0,97,105,78,2,28,22,22,1
P2,P1,Bottom,Mismatch,4,9,105,14,w,0.750185748,0,DIAMOND,TRIANGLE,PENTAGON,1,0,98,106,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,4,10,106,21,o,0.650198697,0,DIAMOND,TRIANGLE,PENTAGON,1,0,99,107,78,2,28,22,22,1
Stranger,Stranger,Top,Match,4,11,107,17,o,0.56685635,0,DIAMOND,TRIANGLE,PENTAGON,1,0,100,108,78,2,28,22,22,1
Stranger,P1,Top,Mismatch,4,12,108,18,w,0.750179432,0,DIAMOND,TRIANGLE,PENTAGON,1,0,101,109,78,2,28,22,22,1
P1,P2,Top,Mismatch,4,13,109,3,w,0.550222701,0,DIAMOND,TRIANGLE,PENTAGON,1,0,102,110,78,2,28,22,22,1
P1,P1,Bottom,Match,4,14,110,5,o,0.600199842,0,DIAMOND,TRIANGLE,PENTAGON,1,0,103,111,78,2,28,22,22,1
Stranger,Stranger,Top,Match,4,15,111,16,w,0.616874944,0,DIAMOND,TRIANGLE,PENTAGON,0,0,103,112,78,2,28,22,22,1
Stranger,Stranger,Bottom,Match,4,16,112,20,o,1.133502277,0,DIAMOND,TRIANGLE,PENTAGON,1,0,104,113,78,2,28,22,22,1
P1,P1,Top,Match,4,17,113,1,o,0.533533386,0,DIAMOND,TRIANGLE,PENTAGON,1,0,105,114,78,2,28,22,22,1
P2,P2,Top,Match,4,18,114,8,o,0.616834281,0,DIAMOND,TRIANGLE,PENTAGON,1,0,106,115,78,2,28,22,22,1
P2,Stranger,Bottom,Mismatch,4,19,115,15,w,0.700189657,0,DIAMOND,TRIANGLE,PENTAGON,1,0,107,116,78,2,28,22,22,1
P2,P2,Top,Match,4,20,116,8,o,0.833541519,0,DIAMOND,TRIANGLE,PENTAGON,1,0,108,117,78,2,28,22,22,1
Stranger,P1,Bottom,Mismatch,4,21,117,22,o,0.533548783,0,DIAMOND,TRIANGLE,PENTAGON,0,0,108,118,78,2,28,22,22,1
P1,P1,Top,Match,4,22,118,1,o,0.633539387,0,DIAMOND,TRIANGLE,PENTAGON,1,0,109,119,78,2,28,22,22,1
P2,P2,Top,Match,4,23,119,8,o,0.750202329,0,DIAMOND,TRIANGLE,PENTAGON,1,0,110,120,78,2,28,22,22,1
P1,Stranger,Bottom,Mismatch,0,0,0,6,w,1.416734241,1,TRIANGLE,PENTAGON,DIAMOND,1,0,1,1,78,3,28,22,22,2
P2,Stranger,Top,Mismatch,0,1,1,11,o,0.800128543,0,TRIANGLE,PENTAGON,DIAMOND,0,0,1,2,78,3,28,22,22,2
P2,P2,Top,Match,0,2,2,8,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,1,3,78,3,28,22,22,2
P1,Stranger,Top,Mismatch,0,3,3,2,w,0.76685177,0,TRIANGLE,PENTAGON,DIAMOND,1,0,2,4,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,0,4,4,20,o,0.700143861,0,TRIANGLE,PENTAGON,DIAMOND,1,0,3,5,78,3,28,22,22,2
Stranger,P1,Top,Mismatch,0,5,5,18,w,0.550159139,0,TRIANGLE,PENTAGON,DIAMOND,1,0,4,6,78,3,28,22,22,2
Stranger,P1,Top,Mismatch,0,6,6,18,w,0.533485222,0,TRIANGLE,PENTAGON,DIAMOND,1,0,5,7,78,3,28,22,22,2
Stranger,P2,Top,Mismatch,0,7,7,19,w,0.600200632,0,TRIANGLE,PENTAGON,DIAMOND,1,0,6,8,78,3,28,22,22,2
Stranger,Stranger,Top,Match,0,8,8,17,o,0.600114568,0,TRIANGLE,PENTAGON,DIAMOND,1,0,7,9,78,3,28,22,22,2
Stranger,P2,Bottom,Mismatch,0,9,9,23,w,0.566825161,0,TRIANGLE,PENTAGON,DIAMOND,1,0,8,10,78,3,28,22,22,2
Stranger,Stranger,Top,Match,0,10,10,16,w,0.466834557,0,TRIANGLE,PENTAGON,DIAMOND,0,0,8,11,78,3,28,22,22,2
P1,P2,Bottom,Mismatch,0,11,11,7,w,0.866805659,0,TRIANGLE,PENTAGON,DIAMOND,1,0,9,12,78,3,28,22,22,2
P1,P1,Top,Match,0,12,12,0,o,0.733482221,0,TRIANGLE,PENTAGON,DIAMOND,1,0,10,13,78,3,28,22,22,2
P2,P1,Top,Mismatch,0,13,13,10,w,0.716825675,0,TRIANGLE,PENTAGON,DIAMOND,1,0,11,14,78,3,28,22,22,2
Stranger,P1,Bottom,Mismatch,0,14,14,22,w,0.766829267,0,TRIANGLE,PENTAGON,DIAMOND,1,0,12,15,78,3,28,22,22,2
P1,P1,Bottom,Match,0,15,15,5,o,0.583494341,0,TRIANGLE,PENTAGON,DIAMOND,1,0,13,16,78,3,28,22,22,2
P2,P2,Top,Match,0,16,16,9,o,0.833475984,0,TRIANGLE,PENTAGON,DIAMOND,1,0,14,17,78,3,28,22,22,2
P1,P2,Top,Mismatch,0,17,17,3,w,0.800141571,0,TRIANGLE,PENTAGON,DIAMOND,1,0,15,18,78,3,28,22,22,2
Stranger,P2,Top,Mismatch,0,18,18,19,w,0.700154126,0,TRIANGLE,PENTAGON,DIAMOND,1,0,16,19,78,3,28,22,22,2
Stranger,P1,Bottom,Mismatch,0,19,19,22,w,0.733477879,0,TRIANGLE,PENTAGON,DIAMOND,1,0,17,20,78,3,28,22,22,2
Stranger,Stranger,Top,Match,0,20,20,17,o,0.766812291,0,TRIANGLE,PENTAGON,DIAMOND,1,0,18,21,78,3,28,22,22,2
P2,Stranger,Top,Mismatch,0,21,21,11,w,0.833460982,0,TRIANGLE,PENTAGON,DIAMOND,1,0,19,22,78,3,28,22,22,2
P2,P2,Bottom,Match,0,22,22,12,o,0.783481471,0,TRIANGLE,PENTAGON,DIAMOND,1,0,20,23,78,3,28,22,22,2
P1,Stranger,Top,Mismatch,0,23,23,2,w,0.766791367,0,TRIANGLE,PENTAGON,DIAMOND,1,0,21,24,78,3,28,22,22,2
P2,P2,Top,Match,1,0,24,8,o,0.800145914,0,TRIANGLE,PENTAGON,DIAMOND,1,0,22,25,78,3,28,22,22,2
P1,P2,Bottom,Mismatch,1,1,25,7,w,0.816808383,0,TRIANGLE,PENTAGON,DIAMOND,1,0,23,26,78,3,28,22,22,2
P1,P1,Bottom,Match,1,2,26,4,o,0.600158389,0,TRIANGLE,PENTAGON,DIAMOND,1,0,24,27,78,3,28,22,22,2
P2,Stranger,Bottom,Mismatch,1,3,27,15,w,0.700165575,0,TRIANGLE,PENTAGON,DIAMOND,1,0,25,28,78,3,28,22,22,2
P1,P1,Top,Match,1,4,28,0,o,0.683464022,0,TRIANGLE,PENTAGON,DIAMOND,1,0,26,29,78,3,28,22,22,2
P2,P1,Bottom,Mismatch,1,5,29,14,w,1.216808699,0,TRIANGLE,PENTAGON,DIAMOND,1,0,27,30,78,3,28,22,22,2
P1,P1,Top,Match,1,6,30,1,o,0.633481353,0,TRIANGLE,PENTAGON,DIAMOND,1,0,28,31,78,3,28,22,22,2
P2,P1,Bottom,Mismatch,1,7,31,14,w,0.73349446,0,TRIANGLE,PENTAGON,DIAMOND,1,0,29,32,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,1,8,32,21,o,0.666841032,0,TRIANGLE,PENTAGON,DIAMOND,1,0,30,33,78,3,28,22,22,2
P1,Stranger,Top,Mismatch,1,9,33,2,w,0.766798474,0,TRIANGLE,PENTAGON,DIAMOND,1,0,31,34,78,3,28,22,22,2
P2,P1,Bottom,Mismatch,1,10,34,14,w,0.766840321,0,TRIANGLE,PENTAGON,DIAMOND,1,0,32,35,78,3,28,22,22,2
P2,P1,Top,Mismatch,1,11,35,10,w,0.833476379,0,TRIANGLE,PENTAGON,DIAMOND,1,0,33,36,78,3,28,22,22,2
Stranger,Stranger,Top,Match,1,12,36,17,o,0.750154955,0,TRIANGLE,PENTAGON,DIAMOND,1,0,34,37,78,3,28,22,22,2
P2,P2,Top,Match,1,13,37,9,o,0.716822911,0,TRIANGLE,PENTAGON,DIAMOND,1,0,35,38,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,1,14,38,20,o,0.683496,0,TRIANGLE,PENTAGON,DIAMOND,1,0,36,39,78,3,28,22,22,2
P1,P1,Bottom,Match,1,15,39,4,o,0.583514871,0,TRIANGLE,PENTAGON,DIAMOND,1,0,37,40,78,3,28,22,22,2
P1,P1,Top,Match,1,16,40,1,o,0.650151323,0,TRIANGLE,PENTAGON,DIAMOND,1,0,38,41,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,1,17,41,20,o,0.683453362,0,TRIANGLE,PENTAGON,DIAMOND,1,0,39,42,78,3,28,22,22,2
P1,Stranger,Bottom,Mismatch,1,18,42,6,w,0.733483406,0,TRIANGLE,PENTAGON,DIAMOND,1,0,40,43,78,3,28,22,22,2
P1,P1,Top,Match,1,19,43,1,o,0.616827175,0,TRIANGLE,PENTAGON,DIAMOND,1,0,41,44,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,1,20,44,20,o,0.550154402,0,TRIANGLE,PENTAGON,DIAMOND,1,0,42,45,78,3,28,22,22,2
P2,P2,Top,Match,1,21,45,9,o,0.866807633,0,TRIANGLE,PENTAGON,DIAMOND,1,0,43,46,78,3,28,22,22,2
P1,P1,Bottom,Match,1,22,46,4,o,0.516844467,0,TRIANGLE,PENTAGON,DIAMOND,1,0,44,47,78,3,28,22,22,2
Stranger,P2,Bottom,Mismatch,1,23,47,23,w,0.666821292,0,TRIANGLE,PENTAGON,DIAMOND,1,0,45,48,78,3,28,22,22,2
Stranger,P1,Top,Mismatch,2,0,48,18,w,0.816846283,0,TRIANGLE,PENTAGON,DIAMOND,1,0,46,49,78,3,28,22,22,2
P1,P2,Top,Mismatch,2,1,49,3,w,0.583476181,0,TRIANGLE,PENTAGON,DIAMOND,1,0,47,50,78,3,28,22,22,2
Stranger,P1,Bottom,Mismatch,2,2,50,22,w,0.816829307,0,TRIANGLE,PENTAGON,DIAMOND,1,0,48,51,78,3,28,22,22,2
Stranger,P2,Bottom,Mismatch,2,3,51,23,w,0.51697909,0,TRIANGLE,PENTAGON,DIAMOND,1,0,49,52,78,3,28,22,22,2
P1,P2,Bottom,Mismatch,2,4,52,7,w,0.683502711,0,TRIANGLE,PENTAGON,DIAMOND,1,0,50,53,78,3,28,22,22,2
P2,Stranger,Bottom,Mismatch,2,5,53,15,o,0.700152941,0,TRIANGLE,PENTAGON,DIAMOND,0,0,50,54,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,2,6,54,21,o,0.716820937,0,TRIANGLE,PENTAGON,DIAMOND,1,0,51,55,78,3,28,22,22,2
P1,P2,Bottom,Mismatch,2,7,55,7,w,0.533549178,0,TRIANGLE,PENTAGON,DIAMOND,1,0,52,56,78,3,28,22,22,2
P1,P2,Top,Mismatch,2,8,56,3,w,0.60016589,0,TRIANGLE,PENTAGON,DIAMOND,1,0,53,57,78,3,28,22,22,2
Stranger,Stranger,Top,Match,2,9,57,17,o,0.933517516,0,TRIANGLE,PENTAGON,DIAMOND,1,0,54,58,78,3,28,22,22,2
P2,P1,Bottom,Mismatch,2,10,58,14,w,1.000140545,0,TRIANGLE,PENTAGON,DIAMOND,1,0,55,59,78,3,28,22,22,2
P2,P2,Bottom,Match,2,11,59,12,o,1.066815686,0,TRIANGLE,PENTAGON,DIAMOND,1,0,56,60,78,3,28,22,22,2
P2,Stranger,Top,Mismatch,2,12,60,11,w,0.766811896,0,TRIANGLE,PENTAGON,DIAMOND,1,0,57,61,78,3,28,22,22,2
P2,Stranger,Bottom,Mismatch,2,13,61,15,w,0.60016589,0,TRIANGLE,PENTAGON,DIAMOND,1,0,58,62,78,3,28,22,22,2
P2,P2,Top,Match,2,14,62,8,o,0.733489722,0,TRIANGLE,PENTAGON,DIAMOND,1,0,59,63,78,3,28,22,22,2
P2,P2,Bottom,Match,2,15,63,13,o,0.650064864,0,TRIANGLE,PENTAGON,DIAMOND,1,0,60,64,78,3,28,22,22,2
P2,P2,Top,Match,2,16,64,8,o,0.533504172,0,TRIANGLE,PENTAGON,DIAMOND,1,0,61,65,78,3,28,22,22,2
P1,P1,Top,Match,2,17,65,1,o,0.683513765,0,TRIANGLE,PENTAGON,DIAMOND,1,0,62,66,78,3,28,22,22,2
P2,P2,Top,Match,2,18,66,9,w,0.633488459,0,TRIANGLE,PENTAGON,DIAMOND,0,0,62,67,78,3,28,22,22,2
P2,P2,Bottom,Match,2,19,67,13,o,0.666815371,0,TRIANGLE,PENTAGON,DIAMOND,1,0,63,68,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,2,20,68,21,o,0.450157876,0,TRIANGLE,PENTAGON,DIAMOND,1,0,64,69,78,3,28,22,22,2
Stranger,Stranger,Bottom,Match,2,21,69,20,o,0.533493512,0,TRIANGLE,PENTAGON,DIAMOND,1,0,65,70,78,3,28,22,22,2
P2,P2,Bottom,Match,2,22,70,12,o,0.616833886,0,TRIANGLE,PENTAGON,DIAMOND,1,0,66,71,78,3,28,22,22,2
P2,Stranger,Bottom,Mismatch,2,23,71,15,None,None,1,TRIANGLE,PENTAGON,DIAMOND,3,0,66,72,78,3,28,22,22,2
