ExperimentName,Subject,Age,hand,Sex,Block,Bed[Block],Procedure[Block],Bed,flankerform,flanker.ACC,flanker.RT,MT4.ACC,MT4.RT,Procedure[Trial],target,flanker,targetform
FL_Personenaufg,1,25,right,female,54,,MT,bn,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mn,,,,1,1057,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nm,,,,0,85,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mn,,,,0,301,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nn,,,,0,20,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nm,,,,0,816,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bm,,,,1,255,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bn,,,,0,384,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mm,,,,1,619,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,in,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nn,,,,0,226,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,im,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bn,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bm,,,,1,189,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,im,,,,0,177,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,in,,,,1,326,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,im,,,,1,52,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nn,,,,1,222,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nm,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bm,,,,0,104,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mm,,,,1,256,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mn,,,,1,209,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,in,,,,0,156,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mm,,,,0,258,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mn,,,,0,219,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,im,,,,1,765,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mm,,,,0,270,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mn,,,,0,174,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,in,,,,0,594,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bm,,,,0,188,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bn,,,,0,160,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,im,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bm,,,,0,126,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bn,,,,0,149,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bn,,,,1,2,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mm,,,,1,511,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nm,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mn,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,in,,,,1,188,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nn,,,,0,360,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,in,,,,1,188,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,bm,,,,1,184,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,mm,,,,0,164,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nm,,,,1,218,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nn,,,,0,204,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nn,,,,0,1335,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,im,,,,0,0,MTproc,,,
FL_Personenaufg,1,25,right,female,54,,MT,nm,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,in,,,,1,847,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nn,,,,0,453,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,im,,,,1,597,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bn,,,,0,479,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nm,,,,0,1301,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nm,,,,1,1021,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,im,,,,1,419,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bm,,,,0,1020,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mm,,,,1,914,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mn,,,,1,837,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,in,,,,1,659,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nn,,,,0,1457,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nn,,,,1,1010,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nm,,,,1,1168,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mm,,,,1,1095,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bm,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bm,,,,0,1090,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mm,,,,1,700,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bn,,,,1,1265,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bn,,,,1,708,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mn,,,,1,871,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,im,,,,1,356,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,in,,,,1,544,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mn,,,,1,876,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nn,,,,1,736,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,in,,,,1,667,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mn,,,,1,593,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bn,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nn,,,,1,1219,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bn,,,,1,695,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mm,,,,1,571,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bm,,,,1,813,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nm,,,,1,1261,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nn,,,,1,648,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mm,,,,1,574,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bm,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,im,,,,1,689,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,in,,,,1,726,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bn,,,,1,705,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mn,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,im,,,,1,532,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,in,,,,1,528,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,bm,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nm,,,,0,965,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mm,,,,1,1214,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,im,,,,1,571,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,mn,,,,1,661,MTproc,,,
FL_Personenaufg,2,27,right,female,50,,MT,nm,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bn,,,,1,701,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bn,,,,1,825,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nm,,,,0,0,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,im,,,,1,568,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,in,,,,1,571,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mm,,,,1,389,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mn,,,,1,584,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nn,,,,1,593,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mn,,,,1,706,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mn,,,,1,622,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bm,,,,1,558,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nm,,,,0,562,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nn,,,,1,629,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nn,,,,1,853,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bm,,,,1,579,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,im,,,,1,677,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nm,,,,1,587,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bm,,,,1,692,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mm,,,,1,553,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,in,,,,1,764,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,in,,,,1,589,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bn,,,,0,862,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,im,,,,1,548,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mm,,,,1,688,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bn,,,,1,1189,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nm,,,,1,699,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bm,,,,1,359,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mm,,,,1,618,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bn,,,,1,610,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nm,,,,1,827,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bm,,,,1,370,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mm,,,,1,469,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nm,,,,1,676,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nn,,,,1,626,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bm,,,,1,554,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,bn,,,,1,605,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,in,,,,1,662,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,im,,,,1,365,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,im,,,,1,591,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mn,,,,1,545,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,im,,,,1,501,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nn,,,,1,634,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mn,,,,1,593,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mn,,,,1,707,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,in,,,,1,559,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,nn,,,,1,770,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,mm,,,,1,572,MTproc,,,
FL_Personenaufg,2,27,right,female,52,,MT,in,,,,1,581,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bm,,,,1,626,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bm,,,,1,354,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bn,,,,0,358,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nm,,,,1,851,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bm,,,,1,488,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bn,,,,1,734,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mm,,,,1,425,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mn,,,,1,593,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mm,,,,1,603,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nm,,,,0,468,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,im,,,,1,395,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bn,,,,1,613,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,im,,,,1,638,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nn,,,,0,813,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,in,,,,1,1005,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nn,,,,1,739,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,im,,,,1,526,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mn,,,,1,731,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,in,,,,1,597,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mn,,,,1,1023,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nn,,,,1,652,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nm,,,,1,747,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mm,,,,1,590,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,in,,,,1,519,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mn,,,,1,692,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,in,,,,0,585,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bm,,,,1,643,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nm,,,,1,650,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,im,,,,1,472,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mm,,,,1,519,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nm,,,,1,868,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bn,,,,1,472,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bm,,,,1,487,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bn,,,,1,565,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,im,,,,1,528,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nn,,,,1,660,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bn,,,,1,539,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mn,,,,1,622,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,in,,,,1,510,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mm,,,,1,667,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mn,,,,1,529,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,im,,,,1,518,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nn,,,,1,722,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,in,,,,1,494,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,bm,,,,1,508,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nm,,,,1,642,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,mm,,,,0,369,MTproc,,,
FL_Personenaufg,2,27,right,female,54,,MT,nn,,,,1,724,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bn,,,,0,1005,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mm,,,,0,604,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nm,,,,0,484,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,in,,,,1,315,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,im,,,,0,0,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mm,,,,1,425,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nm,,,,1,578,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mn,,,,0,339,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mm,,,,1,633,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bm,,,,1,832,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,im,,,,1,566,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mn,,,,1,568,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bn,,,,1,843,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nn,,,,1,513,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nn,,,,1,206,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nn,,,,1,490,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bn,,,,1,583,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mn,,,,1,648,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bm,,,,1,623,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nm,,,,0,735,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,in,,,,0,794,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,im,,,,1,506,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bm,,,,1,720,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,in,,,,1,924,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nn,,,,0,789,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nn,,,,1,790,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,in,,,,1,774,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bn,,,,1,791,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mn,,,,1,656,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mm,,,,0,790,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bm,,,,1,966,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bm,,,,1,870,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nn,,,,1,699,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bn,,,,1,655,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,im,,,,1,846,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mn,,,,1,876,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mn,,,,1,760,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,nm,,,,1,938,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,im,,,,1,668,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,in,,,,0,688,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,bn,,,,1,645,MTproc,,,
FL_Personenaufg,3,35,right,female,50,,MT,mm,,,,1,637,MTproc,,,
