subject,trialnum,shape,label,type,correct,latency,blocktype
694585541,1,self,self,match,1,603,blocked
694585541,2,self,stranger,nonmatch,1,512,blocked
694585541,3,self,stranger,nonmatch,1,483,blocked
694585541,4,self,stranger,nonmatch,1,420,blocked
694585541,5,self,self,match,1,528,blocked
694585541,6,self,friend,nonmatch,1,608,blocked
694585541,7,self,self,match,1,633,blocked
694585541,8,self,self,match,1,520,blocked
694585541,9,self,self,match,1,455,blocked
694585541,10,self,self,match,1,413,blocked
694585541,11,self,self,match,1,352,blocked
694585541,12,self,friend,nonmatch,1,378,blocked
694585541,13,self,self,match,1,440,blocked
694585541,14,self,friend,nonmatch,0,649,blocked
694585541,15,self,self,match,1,539,blocked
694585541,16,self,friend,nonmatch,1,681,blocked
694585541,17,self,stranger,nonmatch,1,608,blocked
694585541,18,self,self,match,1,462,blocked
694585541,19,self,stranger,nonmatch,1,516,blocked
694585541,20,self,self,match,1,894,blocked
694585541,21,self,self,match,1,541,blocked
694585541,22,self,stranger,nonmatch,1,478,blocked
694585541,23,self,self,match,1,399,blocked
694585541,24,self,self,match,1,435,blocked
694585541,25,self,friend,nonmatch,1,577,blocked
694585541,26,self,stranger,nonmatch,1,544,blocked
694585541,27,self,friend,nonmatch,1,653,blocked
694585541,28,self,self,match,1,704,blocked
694585541,29,self,self,match,1,508,blocked
694585541,30,self,self,match,1,333,blocked
694585541,31,self,stranger,nonmatch,1,408,blocked
694585541,32,self,self,match,1,370,blocked
694585541,33,self,self,match,1,470,blocked
694585541,34,self,self,match,1,491,blocked
694585541,35,self,self,match,1,382,blocked
694585541,36,self,friend,nonmatch,1,412,blocked
694585541,37,self,stranger,nonmatch,1,403,blocked
694585541,38,self,stranger,nonmatch,1,442,blocked
694585541,39,self,self,match,1,570,blocked
694585541,40,self,stranger,nonmatch,1,484,blocked
694585541,41,self,self,match,1,436,blocked
694585541,42,self,stranger,nonmatch,1,477,blocked
694585541,43,self,self,match,1,464,blocked
694585541,44,self,self,match,1,426,blocked
694585541,45,self,stranger,nonmatch,1,497,blocked
694585541,46,self,friend,nonmatch,1,624,blocked
694585541,47,self,self,match,1,472,blocked
694585541,48,self,self,match,1,545,blocked
694585541,49,self,friend,nonmatch,1,431,blocked
694585541,50,self,friend,nonmatch,1,486,blocked
694585541,51,self,self,match,1,411,blocked
694585541,52,self,friend,nonmatch,1,351,blocked
694585541,53,self,friend,nonmatch,1,578,blocked
694585541,54,self,friend,nonmatch,1,520,blocked
694585541,55,self,self,match,1,450,blocked
694585541,56,self,friend,nonmatch,1,481,blocked
694585541,57,self,stranger,nonmatch,1,480,blocked
694585541,58,self,self,match,1,449,blocked
694585541,59,self,friend,nonmatch,1,337,blocked
694585541,60,self,stranger,nonmatch,1,404,blocked
694585541,1,stranger,stranger,match,1,503,mixed
694585541,2,self,self,match,1,330,mixed
694585541,3,self,stranger,nonmatch,1,498,mixed
694585541,4,stranger,stranger,match,1,375,mixed
694585541,5,friend,friend,match,1,413,mixed
694585541,6,self,friend,nonmatch,1,442,mixed
694585541,7,self,self,match,1,448,mixed
694585541,8,friend,friend,match,1,420,mixed
694585541,9,stranger,stranger,match,1,611,mixed
694585541,10,stranger,self,nonmatch,1,631,mixed
694585541,11,self,stranger,nonmatch,1,543,mixed
694585541,12,friend,self,nonmatch,1,577,mixed
694585541,13,stranger,friend,nonmatch,1,604,mixed
694585541,14,stranger,stranger,match,1,548,mixed
694585541,15,friend,friend,match,1,435,mixed
694585541,16,self,self,match,1,392,mixed
694585541,17,friend,self,nonmatch,1,639,mixed
694585541,18,self,stranger,nonmatch,1,640,mixed
694585541,19,friend,stranger,nonmatch,1,515,mixed
694585541,20,friend,self,nonmatch,1,630,mixed
694585541,21,friend,stranger,nonmatch,1,507,mixed
694585541,22,friend,friend,match,0,518,mixed
694585541,23,friend,friend,match,1,464,mixed
694585541,24,stranger,stranger,match,1,374,mixed
694585541,25,stranger,stranger,match,1,470,mixed
694585541,26,stranger,stranger,match,1,446,mixed
694585541,27,self,self,match,1,392,mixed
694585541,28,friend,friend,match,1,374,mixed
694585541,29,friend,stranger,nonmatch,1,480,mixed
694585541,30,self,self,match,1,922,mixed
694585541,31,stranger,self,nonmatch,1,491,mixed
694585541,32,self,self,match,1,638,mixed
694585541,33,stranger,friend,nonmatch,1,545,mixed
694585541,34,friend,friend,match,1,638,mixed
694585541,35,friend,friend,match,1,456,mixed
694585541,36,stranger,stranger,match,0,448,mixed
694585541,37,friend,self,nonmatch,1,752,mixed
694585541,38,friend,friend,match,1,419,mixed
694585541,39,friend,friend,match,1,391,mixed
694585541,40,friend,self,nonmatch,1,489,mixed
694585541,41,self,friend,nonmatch,1,636,mixed
694585541,42,self,self,match,1,464,mixed
694585541,43,stranger,self,nonmatch,1,469,mixed
694585541,44,friend,stranger,nonmatch,1,543,mixed
694585541,45,stranger,self,nonmatch,1,574,mixed
694585541,46,stranger,friend,nonmatch,1,518,mixed
694585541,47,stranger,stranger,match,1,470,mixed
694585541,48,stranger,stranger,match,1,443,mixed
694585541,49,self,friend,nonmatch,1,820,mixed
694585541,50,self,friend,nonmatch,1,529,mixed
694585541,51,self,self,match,1,519,mixed
694585541,52,self,stranger,nonmatch,1,640,mixed
694585541,53,self,friend,nonmatch,1,668,mixed
694585541,54,stranger,friend,nonmatch,1,512,mixed
694585541,55,self,self,match,1,467,mixed
694585541,56,self,self,match,1,411,mixed
694585541,57,friend,stranger,nonmatch,1,439,mixed
694585541,58,self,stranger,nonmatch,1,464,mixed
694585541,59,stranger,friend,nonmatch,1,468,mixed
694585541,60,stranger,self,nonmatch,1,656,mixed
159880209,3,self,self,match,0,793,mixed
159880209,4,friend,friend,match,1,665,mixed
159880209,5,stranger,self,nonmatch,1,717,mixed
159880209,6,self,self,match,1,1128,mixed
159880209,7,friend,friend,match,1,889,mixed
159880209,9,stranger,stranger,match,1,766,mixed
159880209,10,friend,self,nonmatch,0,647,mixed
159880209,12,friend,friend,match,0,317,mixed
159880209,15,self,friend,nonmatch,1,587,mixed
159880209,16,friend,friend,match,1,796,mixed
159880209,17,stranger,self,nonmatch,0,844,mixed
159880209,18,self,self,match,1,757,mixed
159880209,19,stranger,self,nonmatch,1,896,mixed
159880209,20,friend,friend,match,0,770,mixed
159880209,22,self,self,match,0,1154,mixed
159880209,23,stranger,friend,nonmatch,0,545,mixed
159880209,26,self,self,match,0,350,mixed
159880209,27,stranger,self,nonmatch,1,926,mixed
159880209,28,stranger,stranger,match,1,812,mixed
159880209,29,friend,friend,match,1,1063,mixed
159880209,30,self,friend,nonmatch,1,731,mixed
159880209,31,stranger,stranger,match,1,584,mixed
159880209,32,stranger,friend,nonmatch,1,719,mixed
159880209,33,stranger,friend,nonmatch,1,824,mixed
159880209,34,stranger,self,nonmatch,0,777,mixed
159880209,35,self,stranger,nonmatch,1,966,mixed
159880209,36,stranger,stranger,match,1,507,mixed
159880209,38,stranger,friend,nonmatch,1,1107,mixed
159880209,39,self,self,match,1,885,mixed
159880209,40,friend,self,nonmatch,1,1079,mixed
159880209,41,friend,friend,match,1,503,mixed
159880209,42,friend,stranger,nonmatch,1,554,mixed
159880209,44,self,friend,nonmatch,1,408,mixed
159880209,45,self,self,match,0,883,mixed
159880209,46,self,stranger,nonmatch,0,1018,mixed
159880209,47,stranger,stranger,match,1,817,mixed
159880209,48,self,self,match,1,953,mixed
159880209,49,friend,stranger,nonmatch,1,843,mixed
159880209,50,friend,self,nonmatch,1,797,mixed
159880209,51,self,stranger,nonmatch,1,851,mixed
159880209,53,self,stranger,nonmatch,0,881,mixed
159880209,55,stranger,stranger,match,1,530,mixed
159880209,56,friend,friend,match,1,527,mixed
159880209,57,friend,stranger,nonmatch,1,758,mixed
159880209,58,self,stranger,nonmatch,1,845,mixed
159880209,59,self,self,match,0,633,mixed
159880209,3,self,friend,nonmatch,0,609,blocked
159880209,4,self,self,match,1,880,blocked
159880209,5,self,friend,nonmatch,1,552,blocked
159880209,6,self,stranger,nonmatch,1,747,blocked
159880209,7,self,self,match,1,663,blocked
159880209,8,self,friend,nonmatch,1,578,blocked
159880209,9,self,friend,nonmatch,0,846,blocked
159880209,10,self,stranger,nonmatch,1,893,blocked
159880209,11,self,self,match,1,518,blocked
159880209,12,self,self,match,0,587,blocked
159880209,14,self,self,match,1,415,blocked
159880209,15,self,self,match,1,448,blocked
159880209,16,self,self,match,1,401,blocked
159880209,17,self,self,match,1,329,blocked
159880209,19,self,stranger,nonmatch,1,684,blocked
159880209,20,self,stranger,nonmatch,1,541,blocked
159880209,21,self,self,match,1,648,blocked
159880209,22,self,self,match,1,641,blocked
159880209,23,self,self,match,1,368,blocked
159880209,24,self,stranger,nonmatch,1,326,blocked
159880209,26,self,stranger,nonmatch,1,759,blocked
159880209,27,self,self,match,1,580,blocked
159880209,28,self,self,match,1,490,blocked
159880209,29,self,self,match,1,390,blocked
159880209,30,self,self,match,1,488,blocked
159880209,31,self,self,match,1,348,blocked
159880209,32,self,stranger,nonmatch,1,656,blocked
159880209,33,self,friend,nonmatch,1,589,blocked
159880209,34,self,friend,nonmatch,1,540,blocked
159880209,35,self,friend,nonmatch,1,537,blocked
159880209,36,self,self,match,1,878,blocked
159880209,38,self,self,match,1,720,blocked
159880209,39,self,stranger,nonmatch,1,940,blocked
159880209,41,self,self,match,1,600,blocked
159880209,42,self,self,match,0,373,blocked
159880209,43,self,self,match,1,660,blocked
159880209,44,self,friend,nonmatch,1,522,blocked
159880209,45,self,stranger,nonmatch,1,696,blocked
159880209,46,self,friend,nonmatch,1,614,blocked
159880209,47,self,self,match,0,511,blocked
159880209,48,self,self,match,1,585,blocked
159880209,49,self,friend,nonmatch,1,529,blocked
159880209,50,self,self,match,1,438,blocked
159880209,51,self,self,match,1,496,blocked
159880209,52,self,self,match,1,567,blocked
159880209,53,self,self,match,1,507,blocked
159880209,54,self,self,match,1,483,blocked
159880209,55,self,friend,nonmatch,1,465,blocked
159880209,56,self,stranger,nonmatch,1,520,blocked
159880209,57,self,friend,nonmatch,1,585,blocked
159880209,58,self,self,match,1,629,blocked
159880209,59,self,self,match,1,421,blocked
159880209,60,self,stranger,nonmatch,1,446,blocked
159880209,2,friend,self,nonmatch,1,648,blocked
159880209,3,friend,friend,match,1,537,blocked
159880209,4,friend,friend,match,1,453,blocked
159880209,5,friend,stranger,nonmatch,1,741,blocked
159880209,6,friend,friend,match,1,486,blocked
159880209,7,friend,friend,match,1,523,blocked
159880209,8,friend,stranger,nonmatch,1,652,blocked
159880209,9,friend,friend,match,1,549,blocked
159880209,10,friend,stranger,nonmatch,1,658,blocked
159880209,11,friend,friend,match,0,715,blocked
159880209,13,friend,stranger,nonmatch,1,717,blocked
159880209,14,friend,friend,match,1,540,blocked
159880209,15,friend,friend,match,1,895,blocked
159880209,17,friend,stranger,nonmatch,1,747,blocked
159880209,18,friend,friend,match,0,645,blocked
159880209,19,friend,self,nonmatch,1,884,blocked
159880209,20,friend,stranger,nonmatch,0,468,blocked
159880209,21,friend,friend,match,1,607,blocked
159880209,22,friend,friend,match,1,709,blocked
159880209,23,friend,self,nonmatch,1,540,blocked
159880209,24,friend,stranger,nonmatch,1,699,blocked
159880209,25,friend,self,nonmatch,1,514,blocked
159880209,26,friend,stranger,nonmatch,1,658,blocked
159880209,27,friend,friend,match,0,439,blocked
159880209,28,friend,self,nonmatch,1,586,blocked
159880209,29,friend,self,nonmatch,1,446,blocked
159880209,30,friend,friend,match,1,413,blocked
159880209,31,friend,stranger,nonmatch,1,540,blocked
159880209,32,friend,stranger,nonmatch,1,574,blocked
159880209,33,friend,self,nonmatch,1,750,blocked
159880209,34,friend,friend,match,1,487,blocked
159880209,35,friend,friend,match,1,669,blocked
159880209,36,friend,friend,match,1,724,blocked
159880209,37,friend,friend,match,1,527,blocked
159880209,38,friend,self,nonmatch,1,489,blocked
159880209,39,friend,friend,match,1,467,blocked
159880209,40,friend,friend,match,1,398,blocked
159880209,42,friend,friend,match,1,546,blocked
159880209,43,friend,friend,match,1,475,blocked
159880209,44,friend,friend,match,1,410,blocked
159880209,45,friend,friend,match,1,392,blocked
159880209,46,friend,self,nonmatch,1,525,blocked
159880209,47,friend,self,nonmatch,1,468,blocked
159880209,48,friend,stranger,nonmatch,1,592,blocked
159880209,49,friend,stranger,nonmatch,1,684,blocked
159880209,50,friend,stranger,nonmatch,0,359,blocked
159880209,51,friend,self,nonmatch,1,545,blocked
159880209,52,friend,self,nonmatch,1,713,blocked
159880209,53,friend,friend,match,1,430,blocked
159880209,54,friend,stranger,nonmatch,0,292,blocked
159880209,55,friend,friend,match,1,485,blocked
159880209,56,friend,friend,match,1,524,blocked
159880209,57,friend,self,nonmatch,1,616,blocked
159880209,58,friend,friend,match,1,525,blocked
159880209,59,friend,self,nonmatch,1,659,blocked
159880209,60,friend,friend,match,1,618,blocked
159880209,2,self,stranger,nonmatch,1,1191,mixed
159880209,3,self,friend,nonmatch,1,1100,mixed
159880209,4,self,self,match,0,1093,mixed
159880209,5,stranger,self,nonmatch,1,875,mixed
159880209,6,stranger,self,nonmatch,1,607,mixed
159880209,7,stranger,self,nonmatch,1,497,mixed
159880209,8,stranger,friend,nonmatch,1,621,mixed
159880209,9,self,friend,nonmatch,1,731,mixed
159880209,10,self,friend,nonmatch,1,624,mixed
159880209,12,friend,stranger,nonmatch,1,1101,mixed
159880209,13,friend,self,nonmatch,0,644,mixed
159880209,14,friend,self,nonmatch,0,496,mixed
159880209,15,stranger,friend,nonmatch,1,575,mixed
159880209,17,friend,self,nonmatch,1,559,mixed
159880209,18,self,stranger,nonmatch,1,698,mixed
159880209,19,friend,friend,match,1,786,mixed
159880209,20,stranger,stranger,match,0,833,mixed
159880209,21,stranger,self,nonmatch,1,1134,mixed
159880209,22,stranger,stranger,match,1,606,mixed
159880209,23,self,friend,nonmatch,1,665,mixed
159880209,24,self,self,match,1,580,mixed
159880209,25,self,self,match,1,473,mixed
159880209,26,self,self,match,1,457,mixed
159880209,27,stranger,stranger,match,1,675,mixed
159880209,28,stranger,stranger,match,1,466,mixed
159880209,29,friend,friend,match,1,658,mixed
159880209,30,friend,friend,match,1,483,mixed
159880209,31,self,self,match,1,1060,mixed
159880209,32,stranger,friend,nonmatch,1,769,mixed
159880209,33,self,self,match,1,583,mixed
159880209,34,friend,friend,match,1,970,mixed
159880209,35,friend,self,nonmatch,1,1071,mixed
159880209,36,friend,stranger,nonmatch,1,1046,mixed
159880209,37,stranger,friend,nonmatch,1,1032,mixed
159880209,38,self,stranger,nonmatch,1,867,mixed
159880209,39,friend,friend,match,0,889,mixed
159880209,40,friend,stranger,nonmatch,1,848,mixed
159880209,41,friend,friend,match,1,1049,mixed
159880209,42,stranger,stranger,match,1,700,mixed
159880209,43,self,stranger,nonmatch,1,806,mixed
159880209,46,stranger,stranger,match,1,696,mixed
159880209,47,friend,friend,match,1,664,mixed
159880209,48,stranger,stranger,match,1,669,mixed
159880209,49,friend,stranger,nonmatch,1,847,mixed
159880209,50,self,self,match,1,860,mixed
159880209,51,stranger,friend,nonmatch,1,617,mixed
159880209,52,stranger,stranger,match,1,830,mixed
159880209,53,self,self,match,1,1016,mixed
159880209,54,stranger,stranger,match,1,722,mixed
159880209,55,friend,friend,match,1,496,mixed
159880209,56,self,self,match,1,784,mixed
159880209,57,self,stranger,nonmatch,1,759,mixed
159880209,58,friend,friend,match,1,913,mixed
159880209,59,stranger,self,nonmatch,1,614,mixed
159880209,60,self,self,match,1,820,mixed
159880209,1,stranger,friend,nonmatch,1,940,mixed
159880209,2,stranger,stranger,match,1,607,mixed
159880209,3,friend,friend,match,0,497,mixed
159880209,4,self,self,match,1,631,mixed
159880209,5,self,self,match,1,553,mixed
159880209,6,friend,friend,match,1,1171,mixed
159880209,8,friend,friend,match,0,1011,mixed
159880209,9,self,friend,nonmatch,1,1056,mixed
159880209,10,self,friend,nonmatch,1,720,mixed
159880209,11,self,stranger,nonmatch,0,760,mixed
159880209,12,self,self,match,0,1071,mixed
159880209,13,self,self,match,1,521,mixed
159880209,14,stranger,friend,nonmatch,1,663,mixed
159880209,15,stranger,stranger,match,1,623,mixed
159880209,16,stranger,self,nonmatch,1,543,mixed
159880209,17,stranger,friend,nonmatch,1,1111,mixed
159880209,18,stranger,stranger,match,1,538,mixed
159880209,19,friend,friend,match,1,894,mixed
159880209,20,self,friend,nonmatch,1,741,mixed
159880209,21,stranger,friend,nonmatch,1,723,mixed
159880209,22,friend,self,nonmatch,1,657,mixed
159880209,23,stranger,self,nonmatch,1,681,mixed
159880209,24,self,self,match,1,704,mixed
159880209,25,self,self,match,1,801,mixed
159880209,26,self,self,match,1,557,mixed
159880209,27,self,self,match,1,557,mixed
159880209,28,friend,self,nonmatch,1,802,mixed
159880209,29,friend,friend,match,1,670,mixed
159880209,30,self,stranger,nonmatch,1,1197,mixed
159880209,32,friend,self,nonmatch,0,931,mixed
159880209,33,self,self,match,1,444,mixed
159880209,34,friend,stranger,nonmatch,1,668,mixed
159880209,35,stranger,stranger,match,1,572,mixed
159880209,36,self,friend,nonmatch,1,1222,mixed
159880209,37,self,stranger,nonmatch,1,810,mixed
159880209,38,self,stranger,nonmatch,1,689,mixed
159880209,39,friend,friend,match,0,672,mixed
159880209,40,stranger,stranger,match,1,645,mixed
159880209,41,self,friend,nonmatch,1,1011,mixed
159880209,42,self,self,match,1,430,mixed
159880209,43,stranger,stranger,match,1,622,mixed
159880209,44,stranger,self,nonmatch,1,603,mixed
159880209,45,friend,self,nonmatch,1,1152,mixed
159880209,46,friend,stranger,nonmatch,1,801,mixed
159880209,47,stranger,self,nonmatch,1,994,mixed
159880209,48,friend,stranger,nonmatch,1,1207,mixed
159880209,49,stranger,friend,nonmatch,1,701,mixed
159880209,50,friend,stranger,nonmatch,1,948,mixed
159880209,51,friend,self,nonmatch,1,910,mixed
159880209,52,stranger,stranger,match,1,1035,mixed
159880209,53,friend,friend,match,0,1106,mixed
159880209,54,friend,friend,match,1,947,mixed
159880209,55,friend,friend,match,1,466,mixed
159880209,56,friend,stranger,nonmatch,1,720,mixed
159880209,57,stranger,stranger,match,1,908,mixed
159880209,58,stranger,stranger,match,1,732,mixed
159880209,59,self,stranger,nonmatch,1,569,mixed
159880209,60,stranger,stranger,match,1,719,mixed
159880209,1,stranger,stranger,match,1,754,blocked
159880209,2,stranger,stranger,match,1,561,blocked
159880209,3,stranger,stranger,match,1,465,blocked
159880209,4,stranger,friend,nonmatch,1,669,blocked
159880209,5,stranger,stranger,match,1,861,blocked
159880209,6,stranger,stranger,match,1,517,blocked
159880209,7,stranger,friend,nonmatch,1,593,blocked
159880209,8,stranger,friend,nonmatch,1,670,blocked
159880209,9,stranger,self,nonmatch,1,717,blocked
159880209,10,stranger,self,nonmatch,1,545,blocked
159880209,11,stranger,self,nonmatch,1,616,blocked
159880209,12,stranger,stranger,match,1,572,blocked
159880209,13,stranger,stranger,match,1,460,blocked
159880209,14,stranger,self,nonmatch,1,1199,blocked
159880209,15,stranger,friend,nonmatch,1,809,blocked
159880209,16,stranger,friend,nonmatch,1,551,blocked
159880209,17,stranger,friend,nonmatch,1,559,blocked
159880209,19,stranger,self,nonmatch,1,591,blocked
159880209,20,stranger,friend,nonmatch,1,551,blocked
159880209,21,stranger,stranger,match,0,1046,blocked
159880209,22,stranger,stranger,match,1,605,blocked
159880209,23,stranger,friend,nonmatch,1,617,blocked
159880209,24,stranger,friend,nonmatch,1,648,blocked
159880209,25,stranger,stranger,match,1,745,blocked
159880209,26,stranger,stranger,match,1,517,blocked
159880209,27,stranger,stranger,match,1,455,blocked
159880209,28,stranger,self,nonmatch,1,396,blocked
159880209,29,stranger,stranger,match,1,505,blocked
159880209,30,stranger,stranger,match,1,625,blocked
159880209,31,stranger,self,nonmatch,1,562,blocked
159880209,32,stranger,self,nonmatch,1,564,blocked
159880209,33,stranger,self,nonmatch,1,658,blocked
159880209,34,stranger,stranger,match,1,601,blocked
159880209,35,stranger,stranger,match,1,441,blocked
159880209,36,stranger,stranger,match,1,465,blocked
159880209,37,stranger,friend,nonmatch,1,534,blocked
159880209,38,stranger,stranger,match,1,546,blocked
159880209,39,stranger,friend,nonmatch,1,615,blocked
159880209,40,stranger,stranger,match,1,551,blocked
159880209,41,stranger,stranger,match,1,463,blocked
159880209,42,stranger,stranger,match,1,415,blocked
159880209,43,stranger,self,nonmatch,1,584,blocked
159880209,44,stranger,stranger,match,1,592,blocked
159880209,45,stranger,stranger,match,1,450,blocked
159880209,46,stranger,stranger,match,1,583,blocked
159880209,47,stranger,stranger,match,1,349,blocked
159880209,48,stranger,self,nonmatch,1,587,blocked
159880209,49,stranger,friend,nonmatch,1,834,blocked
159880209,50,stranger,stranger,match,1,680,blocked
159880209,51,stranger,friend,nonmatch,1,627,blocked
159880209,52,stranger,self,nonmatch,1,881,blocked
159880209,53,stranger,stranger,match,1,585,blocked
159880209,54,stranger,friend,nonmatch,1,609,blocked
159880209,55,stranger,stranger,match,1,648,blocked
159880209,56,stranger,friend,nonmatch,1,702,blocked
159880209,57,stranger,self,nonmatch,1,676,blocked
159880209,58,stranger,stranger,match,1,511,blocked
159880209,59,stranger,self,nonmatch,1,706,blocked
159880209,60,stranger,stranger,match,1,470,blocked
573337679,1,self,friend,nonmatch,1,604,blocked
573337679,2,self,stranger,nonmatch,1,767,blocked
573337679,3,self,friend,nonmatch,0,901,blocked
573337679,4,self,friend,nonmatch,1,852,blocked
573337679,5,self,self,match,1,485,blocked
573337679,6,self,self,match,1,896,blocked
573337679,7,self,stranger,nonmatch,1,442,blocked
573337679,8,self,stranger,nonmatch,1,558,blocked
573337679,9,self,self,match,1,625,blocked
573337679,10,self,friend,nonmatch,1,536,blocked
573337679,11,self,self,match,0,444,blocked
573337679,12,self,self,match,1,407,blocked
573337679,13,self,friend,nonmatch,1,432,blocked
573337679,14,self,self,match,1,486,blocked
573337679,15,self,self,match,1,408,blocked
573337679,16,self,self,match,1,523,blocked
573337679,17,self,self,match,1,478,blocked
573337679,18,self,friend,nonmatch,1,562,blocked
573337679,19,self,self,match,1,629,blocked
573337679,20,self,friend,nonmatch,1,541,blocked
573337679,21,self,self,match,1,547,blocked
573337679,22,self,self,match,1,611,blocked
573337679,23,self,stranger,nonmatch,1,418,blocked
573337679,24,self,stranger,nonmatch,1,715,blocked
573337679,25,self,self,match,1,394,blocked
573337679,26,self,self,match,1,457,blocked
573337679,27,self,stranger,nonmatch,1,513,blocked
573337679,28,self,stranger,nonmatch,1,619,blocked
573337679,29,self,friend,nonmatch,0,389,blocked
573337679,30,self,self,match,1,346,blocked
573337679,31,self,self,match,1,559,blocked
573337679,32,self,friend,nonmatch,1,542,blocked
573337679,33,self,self,match,1,386,blocked
573337679,34,self,self,match,1,508,blocked
573337679,35,self,self,match,1,645,blocked
573337679,36,self,self,match,1,533,blocked
573337679,37,self,self,match,1,395,blocked
573337679,38,self,stranger,nonmatch,1,445,blocked
573337679,39,self,friend,nonmatch,1,633,blocked
573337679,40,self,self,match,1,331,blocked
573337679,41,self,friend,nonmatch,1,491,blocked
573337679,42,self,stranger,nonmatch,1,508,blocked
573337679,43,self,stranger,nonmatch,1,563,blocked
573337679,44,self,self,match,1,519,blocked
573337679,45,self,stranger,nonmatch,1,490,blocked
573337679,46,self,stranger,nonmatch,1,519,blocked
573337679,47,self,self,match,1,369,blocked
573337679,48,self,stranger,nonmatch,1,402,blocked
573337679,49,self,self,match,1,728,blocked
573337679,50,self,stranger,nonmatch,1,409,blocked
573337679,51,self,friend,nonmatch,1,445,blocked
573337679,52,self,friend,nonmatch,1,541,blocked
573337679,53,self,friend,nonmatch,1,456,blocked
573337679,54,self,self,match,1,436,blocked
573337679,55,self,stranger,nonmatch,1,513,blocked
573337679,56,self,self,match,1,572,blocked
573337679,57,self,self,match,1,635,blocked
573337679,58,self,self,match,1,527,blocked
573337679,59,self,friend,nonmatch,1,489,blocked
573337679,60,self,self,match,1,407,blocked
573337679,1,self,self,match,1,521,mixed
573337679,2,friend,stranger,nonmatch,1,775,mixed
573337679,3,self,friend,nonmatch,0,341,mixed
573337679,4,self,friend,nonmatch,1,594,mixed
573337679,5,stranger,friend,nonmatch,1,824,mixed
573337679,6,friend,self,nonmatch,1,671,mixed
573337679,7,self,stranger,nonmatch,1,750,mixed
573337679,8,stranger,friend,nonmatch,1,903,mixed
573337679,9,stranger,stranger,match,1,399,mixed
573337679,10,stranger,self,nonmatch,1,745,mixed
573337679,11,stranger,stranger,match,1,650,mixed
573337679,12,self,self,match,1,416,mixed
573337679,13,self,friend,nonmatch,1,683,mixed
573337679,14,friend,friend,match,0,554,mixed
573337679,15,friend,friend,match,1,349,mixed
573337679,16,friend,self,nonmatch,1,559,mixed
573337679,17,self,self,match,1,404,mixed
573337679,18,self,stranger,nonmatch,1,890,mixed
573337679,19,friend,friend,match,1,1200,mixed
573337679,20,stranger,stranger,match,1,590,mixed
573337679,21,self,self,match,1,343,mixed
573337679,22,friend,self,nonmatch,1,555,mixed
573337679,24,friend,friend,match,0,704,mixed
573337679,25,self,self,match,1,320,mixed
573337679,26,friend,stranger,nonmatch,1,761,mixed
573337679,27,self,self,match,1,335,mixed
573337679,28,self,self,match,1,388,mixed
573337679,29,stranger,friend,nonmatch,1,620,mixed
573337679,30,stranger,stranger,match,1,742,mixed
573337679,31,friend,friend,match,1,478,mixed
573337679,32,stranger,self,nonmatch,1,630,mixed
573337679,33,friend,stranger,nonmatch,0,924,mixed
573337679,34,stranger,stranger,match,1,908,mixed
573337679,35,friend,friend,match,1,395,mixed
573337679,36,stranger,stranger,match,1,565,mixed
573337679,37,stranger,friend,nonmatch,1,541,mixed
573337679,38,stranger,stranger,match,1,509,mixed
573337679,39,stranger,self,nonmatch,0,230,mixed
573337679,40,stranger,stranger,match,0,707,mixed
573337679,41,stranger,self,nonmatch,0,486,mixed
573337679,42,friend,stranger,nonmatch,0,1112,mixed
573337679,43,friend,friend,match,0,439,mixed
573337679,44,friend,friend,match,1,329,mixed
573337679,45,self,stranger,nonmatch,1,945,mixed
573337679,46,stranger,stranger,match,1,835,mixed
573337679,47,self,self,match,1,384,mixed
573337679,48,friend,friend,match,1,745,mixed
573337679,49,friend,self,nonmatch,0,263,mixed
573337679,50,stranger,stranger,match,1,451,mixed
573337679,51,self,self,match,1,411,mixed
573337679,52,self,stranger,nonmatch,1,552,mixed
573337679,53,self,friend,nonmatch,1,640,mixed
573337679,54,stranger,self,nonmatch,0,541,mixed
573337679,55,self,self,match,1,383,mixed
573337679,56,friend,self,nonmatch,1,680,mixed
573337679,57,self,friend,nonmatch,1,622,mixed
573337679,58,stranger,friend,nonmatch,1,564,mixed
573337679,59,self,stranger,nonmatch,1,479,mixed
573337679,60,friend,friend,match,1,876,mixed
573337679,1,self,stranger,nonmatch,1,529,mixed
573337679,2,friend,friend,match,1,790,mixed
573337679,3,friend,friend,match,1,339,mixed
573337679,4,self,self,match,1,369,mixed
573337679,5,self,self,match,1,553,mixed
573337679,6,friend,friend,match,1,529,mixed
573337679,7,friend,stranger,nonmatch,1,938,mixed
573337679,8,friend,stranger,nonmatch,1,524,mixed
573337679,9,stranger,stranger,match,1,1079,mixed
573337679,10,stranger,stranger,match,1,444,mixed
573337679,11,stranger,stranger,match,1,392,mixed
573337679,12,self,friend,nonmatch,1,632,mixed
573337679,13,friend,self,nonmatch,1,812,mixed
573337679,14,stranger,self,nonmatch,1,611,mixed
573337679,15,stranger,stranger,match,1,389,mixed
573337679,16,self,self,match,1,460,mixed
573337679,17,stranger,self,nonmatch,1,725,mixed
573337679,18,stranger,stranger,match,0,1054,mixed
573337679,19,self,friend,nonmatch,1,1203,mixed
573337679,20,friend,friend,match,1,473,mixed
573337679,21,self,friend,nonmatch,1,602,mixed
573337679,22,friend,self,nonmatch,1,651,mixed
