subject,shape,label,type,correct,latency,blocktype
120276743,Self,Stranger,nonmatch,1,726,blocked
120276743,Self,Friend,nonmatch,0,940,blocked
120276743,Self,Friend,nonmatch,0,474,blocked
120276743,Self,Self,match,1,714,blocked
120276743,Self,Friend,nonmatch,1,506,blocked
120276743,Self,Friend,nonmatch,1,475,blocked
120276743,Self,Self,match,0,567,blocked
120276743,Self,Stranger,nonmatch,1,489,blocked
120276743,Self,Stranger,nonmatch,0,462,blocked
120276743,Self,Self,match,1,603,blocked
120276743,Self,Friend,nonmatch,1,685,blocked
120276743,Self,Stranger,nonmatch,1,802,blocked
120276743,Self,Self,match,1,529,blocked
120276743,Self,Self,match,1,645,blocked
120276743,Self,Self,match,1,531,blocked
120276743,Self,Friend,nonmatch,1,463,blocked
120276743,Self,Self,match,1,589,blocked
120276743,Self,Stranger,nonmatch,1,775,blocked
120276743,Self,Stranger,nonmatch,1,589,blocked
120276743,Self,Self,match,1,349,blocked
120276743,Self,Friend,nonmatch,1,468,blocked
120276743,Self,Self,match,1,413,blocked
120276743,Self,Self,match,1,466,blocked
120276743,Self,Self,match,1,411,blocked
120276743,Self,Self,match,1,453,blocked
120276743,Self,Stranger,nonmatch,1,621,blocked
120276743,Self,Self,match,1,566,blocked
120276743,Self,Stranger,nonmatch,0,576,blocked
120276743,Self,Stranger,nonmatch,1,581,blocked
120276743,Self,Self,match,1,440,blocked
120276743,Self,Friend,nonmatch,1,599,blocked
120276743,Self,Self,match,1,570,blocked
120276743,Self,Friend,nonmatch,1,466,blocked
120276743,Self,Friend,nonmatch,1,338,blocked
120276743,Self,Friend,nonmatch,0,553,blocked
120276743,Self,Stranger,nonmatch,1,521,blocked
120276743,Self,Self,match,1,367,blocked
120276743,Self,Self,match,1,419,blocked
120276743,Self,Friend,nonmatch,1,424,blocked
120276743,Self,Stranger,nonmatch,1,469,blocked
120276743,Self,Self,match,0,839,blocked
120276743,Self,Stranger,nonmatch,1,546,blocked
120276743,Self,Self,match,0,1143,blocked
120276743,Self,Stranger,nonmatch,1,446,blocked
120276743,Self,Self,match,1,494,blocked
120276743,Self,Friend,nonmatch,0,418,blocked
120276743,Self,Friend,nonmatch,1,665,blocked
120276743,Self,Stranger,nonmatch,1,627,blocked
120276743,Self,Self,match,0,354,blocked
120276743,Self,Stranger,nonmatch,1,437,blocked
120276743,Self,Friend,nonmatch,1,426,blocked
120276743,Self,Self,match,1,438,blocked
120276743,Self,Self,match,1,392,blocked
120276743,Self,Self,match,1,474,blocked
120276743,Self,Self,match,1,368,blocked
120276743,Stranger,Self,nonmatch,0,450,mixed
120276743,Stranger,Stranger,match,0,218,mixed
120276743,Self,Self,match,0,280,mixed
120276743,Stranger,Self,nonmatch,1,254,mixed
120276743,Friend,Friend,match,0,342,mixed
120276743,Stranger,Stranger,match,1,379,mixed
120276743,Stranger,Stranger,match,0,559,mixed
120276743,Stranger,Friend,nonmatch,0,577,mixed
120276743,Friend,Friend,match,1,354,mixed
120276743,Stranger,Stranger,match,0,213,mixed
120276743,Self,Stranger,nonmatch,1,395,mixed
120276743,Friend,Stranger,nonmatch,1,504,mixed
120276743,Stranger,Friend,nonmatch,1,746,mixed
120276743,Friend,Friend,match,0,464,mixed
120276743,Stranger,Stranger,match,0,632,mixed
120276743,Friend,Friend,match,0,473,mixed
120276743,Self,Stranger,nonmatch,1,524,mixed
120276743,Stranger,Stranger,match,1,685,mixed
120276743,Self,Friend,nonmatch,0,580,mixed
120276743,Stranger,Self,nonmatch,0,755,mixed
120276743,Self,Stranger,nonmatch,1,243,mixed
120276743,Friend,Stranger,nonmatch,1,587,mixed
120276743,Self,Self,match,1,697,mixed
120276743,Friend,Stranger,nonmatch,1,683,mixed
120276743,Self,Friend,nonmatch,0,610,mixed
120276743,Stranger,Stranger,match,0,659,mixed
120276743,Stranger,Self,nonmatch,0,220,mixed
120276743,Self,Self,match,0,235,mixed
120276743,Self,Friend,nonmatch,0,243,mixed
120276743,Self,Self,match,1,337,mixed
120276743,Friend,Self,nonmatch,0,655,mixed
120276743,Friend,Friend,match,1,588,mixed
120276743,Friend,Friend,match,1,374,mixed
120276743,Stranger,Stranger,match,0,692,mixed
120276743,Friend,Stranger,nonmatch,1,585,mixed
120276743,Self,Stranger,nonmatch,1,408,mixed
120276743,Stranger,Friend,nonmatch,1,388,mixed
120276743,Friend,Friend,match,1,936,mixed
120276743,Friend,Friend,match,1,632,mixed
120276743,Friend,Stranger,nonmatch,1,603,mixed
120276743,Stranger,Self,nonmatch,0,212,mixed
120276743,Self,Self,match,0,285,mixed
120276743,Friend,Friend,match,1,497,mixed
120276743,Stranger,Friend,nonmatch,1,720,mixed
120276743,Self,Friend,nonmatch,1,539,mixed
120276743,Self,Friend,nonmatch,1,461,mixed
120276743,Stranger,Stranger,match,0,576,mixed
120276743,Stranger,Friend,nonmatch,1,721,mixed
120276743,Stranger,Stranger,match,1,945,mixed
120276743,Self,Stranger,nonmatch,1,552,mixed
120276743,Stranger,Friend,nonmatch,0,847,mixed
120276743,Friend,Stranger,nonmatch,1,749,mixed
120276743,Stranger,Friend,nonmatch,1,708,mixed
120276743,Friend,Self,nonmatch,1,605,mixed
120276743,Friend,Friend,match,1,718,mixed
120276743,Friend,Friend,match,1,466,mixed
120276743,Friend,Stranger,nonmatch,1,478,mixed
120276743,Self,Self,match,1,738,mixed
120276743,Stranger,Stranger,match,0,591,mixed
120276743,Self,Stranger,nonmatch,1,390,mixed
120276743,Stranger,Self,nonmatch,0,595,mixed
120276743,Stranger,Stranger,match,1,740,mixed
120276743,Friend,Self,nonmatch,0,639,mixed
120276743,Self,Self,match,1,922,mixed
120276743,Stranger,Friend,nonmatch,1,547,mixed
120276743,Stranger,Self,nonmatch,1,739,mixed
120276743,Stranger,Self,nonmatch,1,543,mixed
120276743,Stranger,Self,nonmatch,1,492,mixed
120276743,Self,Stranger,nonmatch,1,804,mixed
120276743,Stranger,Self,nonmatch,1,629,mixed
120276743,Self,Self,match,1,976,mixed
120276743,Friend,Stranger,nonmatch,1,521,mixed
120276743,Friend,Friend,match,1,547,mixed
120276743,Stranger,Friend,nonmatch,1,846,mixed
120276743,Friend,Friend,match,1,845,mixed
120276743,Stranger,Stranger,match,0,737,mixed
120276743,Self,Stranger,nonmatch,1,734,mixed
120276743,Self,Self,match,1,321,mixed
120276743,Self,Friend,nonmatch,1,573,mixed
120276743,Self,Self,match,0,450,mixed
120276743,Friend,Self,nonmatch,1,532,mixed
120276743,Self,Friend,nonmatch,0,439,mixed
120276743,Self,Self,match,1,364,mixed
120276743,Stranger,Stranger,match,0,512,mixed
120276743,Friend,Friend,match,0,455,mixed
120276743,Friend,Self,nonmatch,1,665,mixed
120276743,Friend,Self,nonmatch,1,545,mixed
120276743,Self,Friend,nonmatch,1,799,mixed
120276743,Self,Stranger,nonmatch,1,658,mixed
120276743,Stranger,Stranger,match,0,805,mixed
120276743,Self,Friend,nonmatch,0,331,mixed
120276743,Friend,Friend,match,0,580,mixed
120276743,Self,Friend,nonmatch,1,678,mixed
120276743,Friend,Friend,match,0,499,mixed
120276743,Friend,Friend,match,1,432,mixed
120276743,Stranger,Stranger,match,0,580,mixed
120276743,Stranger,Friend,nonmatch,0,724,mixed
120276743,Self,Self,match,1,603,mixed
120276743,Friend,Friend,match,0,447,mixed
120276743,Friend,Stranger,nonmatch,1,535,mixed
120276743,Self,Self,match,1,625,mixed
120276743,Friend,Stranger,nonmatch,0,1044,mixed
120276743,Friend,Friend,match,1,412,mixed
120276743,Friend,Friend,match,0,714,blocked
120276743,Friend,Friend,match,0,801,blocked
120276743,Friend,Friend,match,0,672,blocked
120276743,Friend,Stranger,nonmatch,1,612,blocked
120276743,Friend,Stranger,nonmatch,1,571,blocked
120276743,Friend,Friend,match,1,461,blocked
120276743,Friend,Stranger,nonmatch,1,951,blocked
120276743,Friend,Friend,match,1,369,blocked
120276743,Friend,Self,nonmatch,1,799,blocked
120276743,Friend,Friend,match,1,393,blocked
120276743,Friend,Friend,match,1,347,blocked
120276743,Friend,Stranger,nonmatch,1,650,blocked
120276743,Friend,Self,nonmatch,1,452,blocked
120276743,Friend,Stranger,nonmatch,1,557,blocked
120276743,Friend,Friend,match,1,322,blocked
120276743,Friend,Friend,match,1,317,blocked
120276743,Friend,Stranger,nonmatch,1,399,blocked
120276743,Friend,Stranger,nonmatch,1,281,blocked
120276743,Friend,Friend,match,1,308,blocked
120276743,Friend,Stranger,nonmatch,1,280,blocked
120276743,Friend,Friend,match,0,421,blocked
120276743,Friend,Friend,match,1,341,blocked
120276743,Friend,Friend,match,1,284,blocked
120276743,Friend,Self,nonmatch,1,498,blocked
120276743,Friend,Self,nonmatch,1,535,blocked
120276743,Friend,Self,nonmatch,1,440,blocked
120276743,Friend,Friend,match,1,587,blocked
120276743,Friend,Self,nonmatch,1,565,blocked
120276743,Friend,Self,nonmatch,1,1004,blocked
120276743,Friend,Self,nonmatch,1,605,blocked
120276743,Friend,Friend,match,1,557,blocked
120276743,Friend,Self,nonmatch,1,872,blocked
120276743,Friend,Friend,match,0,634,blocked
120276743,Friend,Stranger,nonmatch,0,339,blocked
120276743,Friend,Friend,match,1,396,blocked
120276743,Friend,Self,nonmatch,0,431,blocked
120276743,Friend,Friend,match,1,273,blocked
120276743,Friend,Friend,match,1,350,blocked
120276743,Friend,Stranger,nonmatch,1,393,blocked
120276743,Friend,Stranger,nonmatch,1,490,blocked
120276743,Friend,Friend,match,0,451,blocked
120276743,Friend,Friend,match,1,432,blocked
120276743,Friend,Stranger,nonmatch,1,419,blocked
120276743,Friend,Stranger,nonmatch,1,403,blocked
120276743,Friend,Stranger,nonmatch,1,402,blocked
120276743,Friend,Friend,match,1,723,blocked
120276743,Friend,Friend,match,1,744,blocked
120276743,Friend,Self,nonmatch,1,569,blocked
120276743,Friend,Friend,match,1,345,blocked
120276743,Friend,Friend,match,1,632,blocked
120276743,Friend,Self,nonmatch,1,859,blocked
120276743,Friend,Self,nonmatch,1,420,blocked
120276743,Friend,Friend,match,0,730,blocked
120276743,Friend,Self,nonmatch,0,691,blocked
120276743,Friend,Friend,match,1,270,blocked
120276743,Friend,Friend,match,1,434,blocked
120276743,Friend,Self,nonmatch,1,519,blocked
120276743,Friend,Stranger,nonmatch,1,502,blocked
120276743,Friend,Friend,match,1,273,blocked
120276743,Friend,Friend,match,1,483,blocked
120276743,Stranger,Stranger,match,0,804,blocked
120276743,Stranger,Self,nonmatch,0,677,blocked
120276743,Stranger,Stranger,match,1,625,blocked
120276743,Stranger,Stranger,match,1,477,blocked
120276743,Stranger,Self,nonmatch,1,641,blocked
120276743,Stranger,Stranger,match,1,599,blocked
120276743,Stranger,Stranger,match,1,325,blocked
120276743,Stranger,Stranger,match,1,342,blocked
120276743,Stranger,Friend,nonmatch,1,315,blocked
120276743,Stranger,Friend,nonmatch,1,716,blocked
120276743,Stranger,Stranger,match,1,432,blocked
120276743,Stranger,Friend,nonmatch,1,878,blocked
120276743,Stranger,Friend,nonmatch,1,553,blocked
120276743,Stranger,Stranger,match,1,436,blocked
120276743,Stranger,Friend,nonmatch,1,394,blocked
120276743,Stranger,Self,nonmatch,1,425,blocked
120276743,Stranger,Self,nonmatch,0,246,blocked
120276743,Stranger,Stranger,match,1,389,blocked
120276743,Stranger,Stranger,match,1,232,blocked
120276743,Stranger,Stranger,match,0,327,blocked
120276743,Stranger,Self,nonmatch,1,240,blocked
120276743,Stranger,Self,nonmatch,1,385,blocked
120276743,Stranger,Stranger,match,1,402,blocked
120276743,Stranger,Self,nonmatch,1,524,blocked
120276743,Stranger,Friend,nonmatch,1,580,blocked
120276743,Stranger,Friend,nonmatch,1,451,blocked
120276743,Stranger,Stranger,match,0,297,blocked
120276743,Stranger,Self,nonmatch,1,471,blocked
120276743,Stranger,Stranger,match,1,554,blocked
120276743,Stranger,Stranger,match,0,692,blocked
120276743,Stranger,Stranger,match,1,990,blocked
120276743,Stranger,Stranger,match,1,482,blocked
120276743,Stranger,Self,nonmatch,1,417,blocked
120276743,Stranger,Self,nonmatch,1,360,blocked
120276743,Stranger,Self,nonmatch,1,408,blocked
120276743,Stranger,Stranger,match,1,267,blocked
120276743,Stranger,Stranger,match,1,335,blocked
120276743,Stranger,Stranger,match,1,285,blocked
120276743,Stranger,Friend,nonmatch,1,442,blocked
120276743,Stranger,Stranger,match,1,442,blocked
120276743,Stranger,Stranger,match,1,370,blocked
120276743,Stranger,Self,nonmatch,1,341,blocked
120276743,Stranger,Stranger,match,0,291,blocked
120276743,Stranger,Friend,nonmatch,0,257,blocked
120276743,Stranger,Self,nonmatch,1,522,blocked
120276743,Stranger,Stranger,match,1,328,blocked
120276743,Stranger,Stranger,match,1,406,blocked
120276743,Stranger,Stranger,match,1,321,blocked
120276743,Stranger,Friend,nonmatch,1,425,blocked
120276743,Stranger,Stranger,match,1,386,blocked
120276743,Stranger,Stranger,match,1,396,blocked
120276743,Stranger,Friend,nonmatch,1,541,blocked
120276743,Stranger,Friend,nonmatch,1,513,blocked
120276743,Stranger,Friend,nonmatch,1,534,blocked
120276743,Stranger,Stranger,match,1,470,blocked
120276743,Stranger,Friend,nonmatch,1,419,blocked
120276743,Stranger,Self,nonmatch,1,534,blocked
120276743,Stranger,Friend,nonmatch,1,394,blocked
120276743,Stranger,Stranger,match,1,336,blocked
120276743,Stranger,Self,nonmatch,1,445,blocked
416399182,Friend,Stranger,nonmatch,1,1144,blocked
416399182,Friend,Friend,match,1,1037,blocked
416399182,Friend,Self,nonmatch,1,786,blocked
416399182,Friend,Friend,match,1,1099,blocked
416399182,Friend,Stranger,nonmatch,1,924,blocked
416399182,Friend,Self,nonmatch,1,714,blocked
416399182,Friend,Friend,match,1,678,blocked
416399182,Friend,Friend,match,1,783,blocked
416399182,Friend,Self,nonmatch,1,703,blocked
416399182,Friend,Self,nonmatch,1,768,blocked
416399182,Friend,Friend,match,1,893,blocked
416399182,Friend,Stranger,nonmatch,1,683,blocked
416399182,Friend,Friend,match,1,562,blocked
416399182,Friend,Friend,match,1,959,blocked
416399182,Friend,Friend,match,1,525,blocked
416399182,Friend,Stranger,nonmatch,1,755,blocked
416399182,Friend,Friend,match,1,558,blocked
416399182,Friend,Stranger,nonmatch,1,697,blocked
416399182,Friend,Self,nonmatch,0,649,blocked
416399182,Friend,Friend,match,1,575,blocked
416399182,Friend,Friend,match,1,888,blocked
416399182,Friend,Self,nonmatch,1,723,blocked
416399182,Friend,Self,nonmatch,1,796,blocked
416399182,Friend,Friend,match,1,610,blocked
416399182,Friend,Friend,match,1,837,blocked
416399182,Friend,Friend,match,1,715,blocked
416399182,Friend,Stranger,nonmatch,1,558,blocked
416399182,Friend,Self,nonmatch,1,755,blocked
416399182,Friend,Stranger,nonmatch,0,637,blocked
416399182,Friend,Friend,match,1,368,blocked
416399182,Friend,Friend,match,1,720,blocked
416399182,Friend,Friend,match,1,563,blocked
416399182,Friend,Stranger,nonmatch,1,516,blocked
416399182,Friend,Friend,match,1,402,blocked
416399182,Friend,Self,nonmatch,1,481,blocked
416399182,Friend,Stranger,nonmatch,1,842,blocked
416399182,Friend,Stranger,nonmatch,1,835,blocked
416399182,Friend,Friend,match,1,376,blocked
416399182,Friend,Stranger,nonmatch,1,563,blocked
416399182,Friend,Friend,match,1,377,blocked
416399182,Friend,Self,nonmatch,1,490,blocked
416399182,Friend,Self,nonmatch,1,544,blocked
416399182,Friend,Self,nonmatch,1,556,blocked
416399182,Friend,Friend,match,1,401,blocked
416399182,Friend,Stranger,nonmatch,1,418,blocked
416399182,Friend,Friend,match,1,407,blocked
416399182,Friend,Friend,match,1,449,blocked
416399182,Friend,Self,nonmatch,1,569,blocked
416399182,Friend,Friend,match,1,412,blocked
416399182,Friend,Friend,match,1,469,blocked
416399182,Friend,Friend,match,1,519,blocked
416399182,Friend,Self,nonmatch,1,393,blocked
416399182,Friend,Friend,match,1,382,blocked
416399182,Friend,Friend,match,1,439,blocked
416399182,Friend,Friend,match,1,371,blocked
416399182,Friend,Stranger,nonmatch,1,487,blocked
416399182,Friend,Stranger,nonmatch,1,586,blocked
416399182,Friend,Friend,match,1,581,blocked
416399182,Friend,Stranger,nonmatch,1,468,blocked
416399182,Self,Stranger,nonmatch,0,1116,mixed
416399182,Friend,Self,nonmatch,1,883,mixed
416399182,Self,Self,match,1,580,mixed
416399182,Friend,Stranger,nonmatch,1,950,mixed
416399182,Stranger,Friend,nonmatch,1,708,mixed
416399182,Stranger,Stranger,match,1,783,mixed
416399182,Stranger,Stranger,match,0,855,mixed
416399182,Stranger,Self,nonmatch,1,786,mixed
416399182,Friend,Friend,match,1,705,mixed
416399182,Friend,Friend,match,1,586,mixed
416399182,Stranger,Stranger,match,1,436,mixed
416399182,Friend,Self,nonmatch,0,919,mixed
416399182,Stranger,Stranger,match,1,838,mixed
416399182,Friend,Friend,match,1,501,mixed
416399182,Friend,Friend,match,1,472,mixed
416399182,Self,Friend,nonmatch,1,708,mixed
416399182,Self,Friend,nonmatch,1,620,mixed
416399182,Self,Friend,nonmatch,1,669,mixed
416399182,Self,Self,match,1,727,mixed
416399182,Friend,Stranger,nonmatch,0,667,mixed
416399182,Stranger,Self,nonmatch,1,934,mixed
416399182,Self,Self,match,1,676,mixed
416399182,Stranger,Stranger,match,1,898,mixed
416399182,Stranger,Self,nonmatch,1,863,mixed
416399182,Stranger,Stranger,match,1,833,mixed
416399182,Friend,Friend,match,1,840,mixed
416399182,Stranger,Friend,nonmatch,1,697,mixed
416399182,Self,Self,match,1,560,mixed
416399182,Friend,Stranger,nonmatch,1,955,mixed
416399182,Friend,Friend,match,1,687,mixed
416399182,Friend,Self,nonmatch,1,722,mixed
416399182,Stranger,Self,nonmatch,1,928,mixed
416399182,Stranger,Stranger,match,1,669,mixed
416399182,Self,Stranger,nonmatch,1,839,mixed
416399182,Stranger,Stranger,match,1,623,mixed
416399182,Friend,Self,nonmatch,1,901,mixed
416399182,Friend,Friend,match,1,790,mixed
416399182,Self,Self,match,1,635,mixed
416399182,Self,Self,match,0,1239,mixed
416399182,Friend,Self,nonmatch,1,630,mixed
416399182,Friend,Friend,match,1,720,mixed
416399182,Stranger,Friend,nonmatch,1,772,mixed
416399182,Self,Self,match,1,688,mixed
416399182,Self,Self,match,1,754,mixed
416399182,Self,Friend,nonmatch,1,1132,mixed
416399182,Self,Friend,nonmatch,1,914,mixed
416399182,Friend,Friend,match,1,417,mixed
416399182,Friend,Stranger,nonmatch,1,797,mixed
416399182,Stranger,Friend,nonmatch,1,699,mixed
416399182,Stranger,Stranger,match,1,456,mixed
416399182,Self,Stranger,nonmatch,1,648,mixed
416399182,Self,Stranger,nonmatch,1,582,mixed
416399182,Friend,Friend,match,1,756,mixed
416399182,Stranger,Stranger,match,1,719,mixed
416399182,Self,Stranger,nonmatch,1,724,mixed
416399182,Stranger,Friend,nonmatch,1,1003,mixed
416399182,Self,Self,match,1,812,mixed
416399182,Self,Self,match,1,513,mixed
416399182,Friend,Stranger,nonmatch,1,780,mixed
416399182,Stranger,Self,nonmatch,1,801,mixed
416399182,Stranger,Stranger,match,1,802,blocked
416399182,Stranger,Stranger,match,1,515,blocked
416399182,Stranger,Stranger,match,1,524,blocked
416399182,Stranger,Stranger,match,1,666,blocked
416399182,Stranger,Friend,nonmatch,1,758,blocked
416399182,Stranger,Self,nonmatch,1,709,blocked
416399182,Stranger,Friend,nonmatch,1,1143,blocked
416399182,Stranger,Stranger,match,1,800,blocked
416399182,Stranger,Stranger,match,1,440,blocked
416399182,Stranger,Friend,nonmatch,1,685,blocked
416399182,Stranger,Self,nonmatch,1,675,blocked
416399182,Stranger,Stranger,match,1,895,blocked
416399182,Stranger,Stranger,match,1,462,blocked
416399182,Stranger,Self,nonmatch,1,410,blocked
416399182,Stranger,Stranger,match,1,353,blocked
416399182,Stranger,Self,nonmatch,1,406,blocked
416399182,Stranger,Self,nonmatch,1,410,blocked
416399182,Stranger,Friend,nonmatch,1,638,blocked
416399182,Stranger,Stranger,match,1,464,blocked
416399182,Stranger,Stranger,match,1,446,blocked
416399182,Stranger,Self,nonmatch,1,480,blocked
416399182,Stranger,Friend,nonmatch,1,466,blocked
416399182,Stranger,Stranger,match,1,397,blocked
416399182,Stranger,Self,nonmatch,1,350,blocked
416399182,Stranger,Stranger,match,1,356,blocked
416399182,Stranger,Friend,nonmatch,1,537,blocked
416399182,Stranger,Stranger,match,1,431,blocked
416399182,Stranger,Stranger,match,0,414,blocked
416399182,Stranger,Stranger,match,1,428,blocked
416399182,Stranger,Stranger,match,1,437,blocked
416399182,Stranger,Friend,nonmatch,1,622,blocked
416399182,Stranger,Friend,nonmatch,1,566,blocked
416399182,Stranger,Self,nonmatch,1,482,blocked
416399182,Stranger,Stranger,match,1,374,blocked
416399182,Stranger,Friend,nonmatch,1,363,blocked
416399182,Stranger,Stranger,match,1,418,blocked
416399182,Stranger,Self,nonmatch,1,400,blocked
416399182,Stranger,Stranger,match,1,307,blocked
416399182,Stranger,Stranger,match,1,357,blocked
416399182,Stranger,Stranger,match,1,461,blocked
416399182,Stranger,Self,nonmatch,1,391,blocked
416399182,Stranger,Stranger,match,1,300,blocked
416399182,Stranger,Friend,nonmatch,1,385,blocked
416399182,Stranger,Self,nonmatch,0,382,blocked
416399182,Stranger,Stranger,match,1,377,blocked
416399182,Stranger,Friend,nonmatch,1,443,blocked
416399182,Stranger,Stranger,match,1,397,blocked
416399182,Stranger,Stranger,match,1,432,blocked
416399182,Stranger,Stranger,match,1,484,blocked
416399182,Stranger,Self,nonmatch,1,669,blocked
416399182,Stranger,Self,nonmatch,1,479,blocked
416399182,Stranger,Friend,nonmatch,1,367,blocked
416399182,Stranger,Friend,nonmatch,1,414,blocked
416399182,Stranger,Self,nonmatch,1,443,blocked
416399182,Stranger,Stranger,match,1,412,blocked
416399182,Stranger,Stranger,match,1,475,blocked
416399182,Stranger,Friend,nonmatch,1,495,blocked
416399182,Stranger,Friend,nonmatch,0,454,blocked
416399182,Stranger,Self,nonmatch,1,511,blocked
416399182,Stranger,Stranger,match,1,338,blocked
416399182,Stranger,Self,nonmatch,1,755,mixed
416399182,Self,Friend,nonmatch,0,908,mixed
416399182,Stranger,Friend,nonmatch,0,908,mixed
416399182,Self,Self,match,1,764,mixed
416399182,Friend,Friend,match,1,532,mixed
416399182,Stranger,Stranger,match,1,414,mixed
416399182,Self,Self,match,1,650,mixed
416399182,Self,Self,match,0,635,mixed
416399182,Friend,Self,nonmatch,1,931,mixed
416399182,Stranger,Friend,nonmatch,1,1020,mixed
416399182,Self,Stranger,nonmatch,1,814,mixed
416399182,Friend,Self,nonmatch,1,915,mixed
416399182,Self,Stranger,nonmatch,1,800,mixed
416399182,Self,Self,match,1,511,mixed
416399182,Friend,Stranger,nonmatch,1,663,mixed
416399182,Stranger,Self,nonmatch,1,817,mixed
416399182,Friend,Self,nonmatch,1,786,mixed
416399182,Stranger,Self,nonmatch,1,724,mixed
416399182,Friend,Self,nonmatch,1,670,mixed
416399182,Self,Self,match,1,738,mixed
416399182,Stranger,Stranger,match,1,957,mixed
416399182,Stranger,Friend,nonmatch,1,702,mixed
416399182,Friend,Friend,match,1,1033,mixed
416399182,Self,Stranger,nonmatch,1,1155,mixed
416399182,Friend,Stranger,nonmatch,1,993,mixed
416399182,Friend,Friend,match,1,744,mixed
416399182,Self,Friend,nonmatch,1,914,mixed
416399182,Stranger,Stranger,match,1,788,mixed
416399182,Stranger,Friend,nonmatch,1,654,mixed
416399182,Stranger,Stranger,match,1,1052,mixed
416399182,Stranger,Stranger,match,1,591,mixed
416399182,Stranger,Stranger,match,1,573,mixed
416399182,Friend,Friend,match,1,910,mixed
416399182,Friend,Friend,match,1,1109,mixed
416399182,Self,Self,match,1,710,mixed
416399182,Stranger,Friend,nonmatch,0,945,mixed
416399182,Self,Self,match,1,640,mixed
416399182,Self,Stranger,nonmatch,1,923,mixed
416399182,Self,Friend,nonmatch,0,935,mixed
416399182,Stranger,Self,nonmatch,1,855,mixed
416399182,Friend,Friend,match,1,828,mixed
416399182,Self,Friend,nonmatch,1,919,mixed
416399182,Friend,Stranger,nonmatch,1,843,mixed
416399182,Friend,Friend,match,0,717,mixed
416399182,Stranger,Stranger,match,1,1015,mixed
416399182,Friend,Stranger,nonmatch,1,671,mixed
416399182,Stranger,Self,nonmatch,1,736,mixed
416399182,Stranger,Stranger,match,1,771,mixed
416399182,Friend,Friend,match,1,686,mixed
416399182,Friend,Friend,match,1,637,mixed
416399182,Stranger,Stranger,match,0,762,mixed
416399182,Friend,Friend,match,1,921,mixed
416399182,Self,Stranger,nonmatch,1,1056,mixed
416399182,Self,Self,match,1,665,mixed
416399182,Self,Self,match,1,719,mixed
416399182,Friend,Stranger,nonmatch,1,753,mixed
416399182,Stranger,Stranger,match,1,796,mixed
416399182,Self,Friend,nonmatch,0,689,mixed
416399182,Friend,Self,nonmatch,1,828,mixed
416399182,Self,Self,match,1,642,mixed
416399182,Self,Self,match,1,861,blocked
416399182,Self,Stranger,nonmatch,1,948,blocked
416399182,Self,Self,match,1,612,blocked
