Subject,Age,Handedness,condition1correct,condition1level,Sex,respond3.ACC,respond3.RT
9,19,right,Self-shape_Mismatched,Alter cue,female,1,725
9,19,right,Familiar-shape_Mismatched,Alter cue,female,0,593
9,19,right,Familiar-shape_Matched,No cue,female,1,591
9,19,right,Self-shape_Mismatched,No cue,female,1,932
9,19,right,Familiar-shape_Matched,No cue,female,1,645
9,19,right,Self-shape_Mismatched,No cue,female,1,606
9,19,right,Familiar-shape_Mismatched,Alter cue,female,0,521
9,19,right,Self-shape_Matched,Alter cue,female,1,508
9,19,right,Self-shape_Matched,No cue,female,1,795
9,19,right,Familiar-shape_Matched,No cue,female,1,748
9,19,right,Familiar-shape_Matched,No cue,female,0,460
9,19,right,Self-shape_Matched,No cue,female,1,553
9,19,right,Self-shape_Matched,Alter cue,female,1,555
9,19,right,Familiar-shape_Matched,Alter cue,female,1,744
9,19,right,Familiar-shape_Mismatched,No cue,female,1,705
9,19,right,Familiar-shape_Mismatched,No cue,female,1,824
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,644
9,19,right,Familiar-shape_Mismatched,No cue,female,1,660
9,19,right,Familiar-shape_Mismatched,No cue,female,1,416
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,462
9,19,right,Self-shape_Matched,Alter cue,female,1,510
9,19,right,Familiar-shape_Matched,Alter cue,female,1,771
9,19,right,Familiar-shape_Mismatched,No cue,female,1,703
9,19,right,Self-shape_Matched,No cue,female,1,490
9,19,right,Self-shape_Matched,Alter cue,female,1,452
9,19,right,Familiar-shape_Matched,Alter cue,female,0,770
9,19,right,Familiar-shape_Matched,Alter cue,female,1,664
9,19,right,Self-shape_Mismatched,Alter cue,female,1,942
9,19,right,Self-shape_Mismatched,Alter cue,female,0,622
9,19,right,Familiar-shape_Mismatched,No cue,female,1,666
9,19,right,Self-shape_Mismatched,Alter cue,female,1,679
9,19,right,Familiar-shape_Matched,Alter cue,female,1,699
9,19,right,Familiar-shape_Mismatched,No cue,female,0,574
9,19,right,Familiar-shape_Mismatched,No cue,female,1,949
9,19,right,Self-shape_Mismatched,No cue,female,1,706
9,19,right,Self-shape_Matched,No cue,female,1,562
9,19,right,Self-shape_Mismatched,Alter cue,female,1,664
9,19,right,Self-shape_Mismatched,Alter cue,female,1,650
9,19,right,Self-shape_Mismatched,No cue,female,1,579
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,593
9,19,right,Self-shape_Matched,No cue,female,1,650
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,551
9,19,right,Familiar-shape_Matched,No cue,female,1,671
9,19,right,Self-shape_Mismatched,No cue,female,1,985
9,19,right,Self-shape_Matched,Alter cue,female,1,353
9,19,right,Familiar-shape_Mismatched,No cue,female,1,543
9,19,right,Self-shape_Mismatched,No cue,female,0,681
9,19,right,Self-shape_Matched,No cue,female,1,524
9,19,right,Self-shape_Mismatched,No cue,female,1,930
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,535
9,19,right,Self-shape_Mismatched,No cue,female,0,574
9,19,right,Familiar-shape_Mismatched,No cue,female,1,720
9,19,right,Self-shape_Mismatched,No cue,female,0,534
9,19,right,Self-shape_Matched,No cue,female,1,442
9,19,right,Self-shape_Matched,Alter cue,female,1,530
9,19,right,Self-shape_Matched,No cue,female,1,399
9,19,right,Self-shape_Mismatched,Alter cue,female,1,468
9,19,right,Familiar-shape_Matched,Alter cue,female,1,967
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,537
9,19,right,Familiar-shape_Matched,No cue,female,1,614
9,19,right,Self-shape_Matched,Alter cue,female,1,565
9,19,right,Self-shape_Matched,Alter cue,female,1,539
9,19,right,Familiar-shape_Mismatched,No cue,female,1,674
9,19,right,Self-shape_Mismatched,No cue,female,1,857
9,19,right,Self-shape_Matched,Alter cue,female,1,513
9,19,right,Familiar-shape_Matched,Alter cue,female,0,506
9,19,right,Familiar-shape_Matched,Alter cue,female,1,715
9,19,right,Self-shape_Matched,No cue,female,0,652
9,19,right,Self-shape_Mismatched,Alter cue,female,0,455
9,19,right,Self-shape_Matched,Alter cue,female,1,510
9,19,right,Self-shape_Matched,No cue,female,1,580
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,633
9,19,right,Self-shape_Matched,No cue,female,1,576
9,19,right,Familiar-shape_Matched,No cue,female,0,447
9,19,right,Familiar-shape_Mismatched,No cue,female,1,859
9,19,right,Self-shape_Mismatched,Alter cue,female,1,641
9,19,right,Familiar-shape_Matched,Alter cue,female,1,559
9,19,right,Familiar-shape_Matched,Alter cue,female,1,625
9,19,right,Self-shape_Matched,No cue,female,1,459
9,19,right,Self-shape_Matched,No cue,female,1,601
9,19,right,Familiar-shape_Matched,Alter cue,female,1,655
9,19,right,Self-shape_Mismatched,Alter cue,female,1,686
9,19,right,Familiar-shape_Mismatched,No cue,female,1,968
9,19,right,Familiar-shape_Matched,No cue,female,1,622
9,19,right,Familiar-shape_Mismatched,No cue,female,0,477
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,733
9,19,right,Familiar-shape_Matched,No cue,female,1,563
9,19,right,Self-shape_Matched,Alter cue,female,1,472
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,480
9,19,right,Self-shape_Matched,No cue,female,1,565
9,19,right,Familiar-shape_Matched,Alter cue,female,1,547
9,19,right,Self-shape_Mismatched,Alter cue,female,0,646
9,19,right,Self-shape_Matched,Alter cue,female,1,409
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,539
9,19,right,Familiar-shape_Matched,No cue,female,1,575
9,19,right,Familiar-shape_Mismatched,No cue,female,0,639
9,19,right,Self-shape_Mismatched,No cue,female,1,638
9,19,right,Familiar-shape_Mismatched,No cue,female,1,618
9,19,right,Familiar-shape_Mismatched,No cue,female,1,657
9,19,right,Familiar-shape_Matched,No cue,female,1,716
9,19,right,Self-shape_Mismatched,No cue,female,1,479
9,19,right,Self-shape_Mismatched,No cue,female,1,760
9,19,right,Self-shape_Mismatched,Alter cue,female,1,430
9,19,right,Familiar-shape_Matched,Alter cue,female,1,623
9,19,right,Self-shape_Matched,Alter cue,female,1,364
9,19,right,Self-shape_Mismatched,Alter cue,female,0,564
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,628
9,19,right,Self-shape_Mismatched,Alter cue,female,1,780
9,19,right,Self-shape_Mismatched,Alter cue,female,1,890
9,19,right,Self-shape_Mismatched,No cue,female,1,572
9,19,right,Familiar-shape_Matched,Alter cue,female,1,729
9,19,right,Familiar-shape_Matched,No cue,female,1,662
9,19,right,Self-shape_Mismatched,Alter cue,female,1,421
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,693
9,19,right,Self-shape_Matched,No cue,female,1,493
9,19,right,Familiar-shape_Matched,No cue,female,0,364
9,19,right,Self-shape_Mismatched,Alter cue,female,1,516
9,19,right,Familiar-shape_Mismatched,No cue,female,0,389
9,19,right,Familiar-shape_Matched,No cue,female,0,505
9,19,right,Self-shape_Mismatched,Alter cue,female,1,553
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,544
9,19,right,Self-shape_Mismatched,Alter cue,female,1,572
9,19,right,Self-shape_Mismatched,No cue,female,1,482
9,19,right,Self-shape_Matched,Alter cue,female,1,331
9,19,right,Self-shape_Matched,No cue,female,1,559
9,19,right,Self-shape_Matched,Alter cue,female,1,526
9,19,right,Familiar-shape_Matched,No cue,female,1,643
9,19,right,Self-shape_Matched,No cue,female,1,303
9,19,right,Self-shape_Matched,No cue,female,1,331
9,19,right,Familiar-shape_Matched,Alter cue,female,0,449
9,19,right,Familiar-shape_Mismatched,No cue,female,0,351
9,19,right,Self-shape_Matched,No cue,female,1,378
9,19,right,Self-shape_Matched,Alter cue,female,1,296
9,19,right,Self-shape_Mismatched,No cue,female,0,458
9,19,right,Familiar-shape_Mismatched,No cue,female,1,688
9,19,right,Self-shape_Mismatched,No cue,female,0,677
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,992
9,19,right,Self-shape_Mismatched,Alter cue,female,1,498
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,508
9,19,right,Familiar-shape_Mismatched,No cue,female,1,794
9,19,right,Self-shape_Mismatched,No cue,female,0,806
9,19,right,Self-shape_Matched,Alter cue,female,1,418
9,19,right,Self-shape_Mismatched,No cue,female,1,877
9,19,right,Self-shape_Matched,Alter cue,female,1,672
9,19,right,Familiar-shape_Matched,No cue,female,0,457
9,19,right,Familiar-shape_Matched,Alter cue,female,1,728
9,19,right,Self-shape_Matched,Alter cue,female,1,467
9,19,right,Self-shape_Matched,Alter cue,female,1,373
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,715
9,19,right,Familiar-shape_Matched,Alter cue,female,1,790
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,574
9,19,right,Familiar-shape_Matched,No cue,female,1,905
9,19,right,Self-shape_Matched,Alter cue,female,1,603
9,19,right,Self-shape_Matched,Alter cue,female,1,434
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,584
9,19,right,Familiar-shape_Matched,No cue,female,1,372
9,19,right,Familiar-shape_Matched,No cue,female,1,345
9,19,right,Familiar-shape_Matched,Alter cue,female,1,465
9,19,right,Self-shape_Mismatched,Alter cue,female,1,728
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,760
9,19,right,Self-shape_Mismatched,No cue,female,0,681
9,19,right,Self-shape_Matched,Alter cue,female,1,345
9,19,right,Self-shape_Matched,Alter cue,female,1,288
9,19,right,Self-shape_Mismatched,No cue,female,0,395
9,19,right,Self-shape_Matched,No cue,female,1,282
9,19,right,Self-shape_Matched,No cue,female,1,258
9,19,right,Self-shape_Mismatched,Alter cue,female,1,457
9,19,right,Familiar-shape_Mismatched,No cue,female,0,526
9,19,right,Self-shape_Mismatched,Alter cue,female,0,246
10,19,right,Self-shape_Matched,Alter cue,female,1,498
10,19,right,Self-shape_Matched,No cue,female,1,321
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,432
10,19,right,Self-shape_Matched,No cue,female,1,380
10,19,right,Familiar-shape_Matched,Alter cue,female,0,404
10,19,right,Self-shape_Mismatched,Alter cue,female,0,348
10,19,right,Familiar-shape_Mismatched,No cue,female,1,601
10,19,right,Familiar-shape_Mismatched,No cue,female,1,594
10,19,right,Self-shape_Matched,Alter cue,female,1,466
10,19,right,Familiar-shape_Mismatched,No cue,female,1,418
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,496
10,19,right,Familiar-shape_Mismatched,No cue,female,1,373
10,19,right,Self-shape_Mismatched,Alter cue,female,0,281
10,19,right,Self-shape_Matched,Alter cue,female,1,352
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,312
10,19,right,Self-shape_Matched,No cue,female,0,521
10,19,right,Self-shape_Mismatched,No cue,female,1,536
10,19,right,Self-shape_Matched,Alter cue,female,1,346
10,19,right,Self-shape_Mismatched,Alter cue,female,1,449
10,19,right,Self-shape_Matched,Alter cue,female,1,349
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,396
10,19,right,Familiar-shape_Matched,No cue,female,0,476
10,19,right,Familiar-shape_Mismatched,No cue,female,0,620
10,19,right,Self-shape_Matched,No cue,female,0,652
10,19,right,Self-shape_Mismatched,No cue,female,1,629
10,19,right,Self-shape_Matched,No cue,female,1,757
10,19,right,Self-shape_Mismatched,Alter cue,female,1,460
10,19,right,Self-shape_Matched,Alter cue,female,1,530
10,19,right,Self-shape_Matched,No cue,female,1,809
10,19,right,Self-shape_Mismatched,No cue,female,1,494
10,19,right,Familiar-shape_Matched,No cue,female,1,730
10,19,right,Familiar-shape_Matched,No cue,female,1,559
10,19,right,Self-shape_Mismatched,Alter cue,female,1,421
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,831
10,19,right,Familiar-shape_Matched,Alter cue,female,1,667
10,19,right,Familiar-shape_Matched,Alter cue,female,1,762
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,486
10,19,right,Familiar-shape_Mismatched,No cue,female,0,606
10,19,right,Familiar-shape_Mismatched,No cue,female,1,516
10,19,right,Familiar-shape_Mismatched,No cue,female,1,492
10,19,right,Self-shape_Matched,No cue,female,1,650
10,19,right,Familiar-shape_Matched,Alter cue,female,0,728
10,19,right,Familiar-shape_Mismatched,No cue,female,1,849
10,19,right,Familiar-shape_Mismatched,No cue,female,1,564
10,19,right,Self-shape_Mismatched,Alter cue,female,0,653
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,447
10,19,right,Self-shape_Mismatched,No cue,female,1,594
10,19,right,Familiar-shape_Matched,No cue,female,0,391
10,19,right,Self-shape_Mismatched,No cue,female,1,430
10,19,right,Self-shape_Mismatched,No cue,female,1,466
10,19,right,Familiar-shape_Mismatched,No cue,female,1,498
10,19,right,Self-shape_Mismatched,Alter cue,female,1,416
10,19,right,Self-shape_Mismatched,No cue,female,1,844
10,19,right,Self-shape_Matched,No cue,female,1,349
10,19,right,Familiar-shape_Mismatched,No cue,female,1,429
10,19,right,Familiar-shape_Matched,No cue,female,1,744
10,19,right,Self-shape_Mismatched,Alter cue,female,1,369
10,19,right,Self-shape_Matched,No cue,female,1,452
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,356
10,19,right,Self-shape_Matched,No cue,female,0,407
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,371
10,19,right,Familiar-shape_Mismatched,No cue,female,1,548
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,537
10,19,right,Familiar-shape_Matched,No cue,female,1,577
10,19,right,Self-shape_Matched,Alter cue,female,0,412
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,402
10,19,right,Familiar-shape_Mismatched,No cue,female,1,427
10,19,right,Self-shape_Matched,Alter cue,female,1,387
10,19,right,Self-shape_Mismatched,Alter cue,female,1,848
10,19,right,Familiar-shape_Matched,No cue,female,0,635
10,19,right,Self-shape_Mismatched,Alter cue,female,1,452
10,19,right,Familiar-shape_Mismatched,No cue,female,0,417
10,19,right,Self-shape_Matched,Alter cue,female,1,584
10,19,right,Self-shape_Mismatched,No cue,female,1,432
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,468
10,19,right,Familiar-shape_Matched,Alter cue,female,0,379
10,19,right,Familiar-shape_Matched,No cue,female,1,425
10,19,right,Self-shape_Matched,Alter cue,female,1,281
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,415
10,19,right,Self-shape_Matched,No cue,female,1,328
10,19,right,Self-shape_Matched,No cue,female,1,377
10,19,right,Self-shape_Mismatched,No cue,female,1,539
10,19,right,Self-shape_Mismatched,Alter cue,female,0,476
10,19,right,Familiar-shape_Mismatched,Alter cue,female,0,650
10,19,right,Familiar-shape_Matched,No cue,female,0,888
10,19,right,Self-shape_Mismatched,Alter cue,female,1,852
10,19,right,Self-shape_Matched,No cue,female,1,421
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,707
10,19,right,Self-shape_Mismatched,No cue,female,0,680
10,19,right,Self-shape_Matched,Alter cue,female,1,428
10,19,right,Self-shape_Matched,No cue,female,1,541
10,19,right,Self-shape_Matched,No cue,female,1,460
10,19,right,Familiar-shape_Matched,No cue,female,0,455
10,19,right,Self-shape_Matched,No cue,female,0,523
10,19,right,Self-shape_Mismatched,No cue,female,1,523
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,752
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,570
10,19,right,Self-shape_Mismatched,Alter cue,female,0,439
10,19,right,Self-shape_Matched,No cue,female,1,362
10,19,right,Self-shape_Mismatched,Alter cue,female,1,544
10,19,right,Self-shape_Matched,Alter cue,female,1,517
10,19,right,Self-shape_Mismatched,No cue,female,1,660
10,19,right,Self-shape_Mismatched,No cue,female,1,793
10,19,right,Familiar-shape_Matched,Alter cue,female,0,623
10,19,right,Self-shape_Matched,No cue,female,1,562
10,19,right,Self-shape_Matched,Alter cue,female,1,813
10,19,right,Self-shape_Matched,Alter cue,female,1,615
10,19,right,Familiar-shape_Matched,No cue,female,0,907
10,19,right,Self-shape_Matched,Alter cue,female,1,567
10,19,right,Familiar-shape_Matched,Alter cue,female,1,719
10,19,right,Self-shape_Matched,No cue,female,1,463
10,19,right,Self-shape_Matched,Alter cue,female,1,547
10,19,right,Self-shape_Mismatched,Alter cue,female,1,495
10,19,right,Familiar-shape_Matched,Alter cue,female,0,800
10,19,right,Familiar-shape_Matched,Alter cue,female,1,621
10,19,right,Familiar-shape_Matched,Alter cue,female,1,331
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,469
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,530
10,19,right,Self-shape_Matched,Alter cue,female,1,359
10,19,right,Familiar-shape_Matched,Alter cue,female,0,432
10,19,right,Familiar-shape_Matched,No cue,female,1,473
10,19,right,Self-shape_Mismatched,Alter cue,female,1,475
10,19,right,Familiar-shape_Matched,Alter cue,female,1,709
10,19,right,Self-shape_Matched,Alter cue,female,1,534
10,19,right,Familiar-shape_Matched,No cue,female,1,560
10,19,right,Self-shape_Mismatched,No cue,female,1,707
10,19,right,Familiar-shape_Mismatched,Alter cue,female,0,417
10,19,right,Self-shape_Matched,Alter cue,female,1,288
10,19,right,Self-shape_Matched,No cue,female,1,364
10,19,right,Self-shape_Matched,Alter cue,female,1,366
10,19,right,Familiar-shape_Mismatched,No cue,female,1,506
10,19,right,Self-shape_Matched,Alter cue,female,1,450
10,19,right,Self-shape_Mismatched,Alter cue,female,1,521
10,19,right,Self-shape_Matched,No cue,female,1,396
10,19,right,Self-shape_Mismatched,No cue,female,1,455
10,19,right,Familiar-shape_Mismatched,No cue,female,1,582
10,19,right,Familiar-shape_Matched,No cue,female,1,594
10,19,right,Self-shape_Mismatched,Alter cue,female,1,505
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,581
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,470
10,19,right,Familiar-shape_Matched,No cue,female,1,477
10,19,right,Self-shape_Mismatched,Alter cue,female,1,676
10,19,right,Familiar-shape_Mismatched,No cue,female,1,507
10,19,right,Self-shape_Mismatched,Alter cue,female,1,566
10,19,right,Familiar-shape_Matched,Alter cue,female,0,374
10,19,right,Self-shape_Mismatched,No cue,female,1,600
10,19,right,Familiar-shape_Mismatched,No cue,female,1,624
10,19,right,Self-shape_Mismatched,No cue,female,1,506
10,19,right,Self-shape_Mismatched,Alter cue,female,1,458
10,19,right,Self-shape_Mismatched,No cue,female,1,432
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,458
10,19,right,Familiar-shape_Matched,Alter cue,female,1,488
10,19,right,Self-shape_Mismatched,Alter cue,female,1,386
10,19,right,Familiar-shape_Matched,Alter cue,female,0,329
10,19,right,Familiar-shape_Mismatched,Alter cue,female,1,622
10,19,right,Self-shape_Mismatched,No cue,female,1,522
10,19,right,Self-shape_Matched,Alter cue,female,1,345
10,19,right,Self-shape_Mismatched,No cue,female,1,416
10,19,right,Self-shape_Mismatched,Alter cue,female,1,352
10,19,right,Familiar-shape_Matched,Alter cue,female,1,538
10,19,right,Self-shape_Mismatched,No cue,female,1,412
10,19,right,Familiar-shape_Mismatched,No cue,female,0,453
10,19,right,Self-shape_Mismatched,No cue,female,1,453
10,19,right,Self-shape_Matched,Alter cue,female,1,488
10,19,right,Familiar-shape_Matched,Alter cue,female,1,565
10,19,right,Familiar-shape_Matched,No cue,female,1,690
10,19,right,Familiar-shape_Matched,Alter cue,female,1,535
10,19,right,Familiar-shape_Mismatched,No cue,female,1,599
