Subject,Age,Handedness,condition1correct,condition1level,Sex,respond3.ACC,respond3.RT
5,18,right,Self-shape_Mismatched,No cue,male,1,455
5,18,right,Self-shape_Matched,No cue,male,1,465
5,18,right,Self-shape_Matched,No cue,male,1,410
5,18,right,Familiar-shape_Matched,Alter cue,male,0,494
5,18,right,Self-shape_Mismatched,No cue,male,0,497
5,18,right,Self-shape_Mismatched,No cue,male,0,614
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,705
5,18,right,Self-shape_Mismatched,No cue,male,1,706
5,18,right,Self-shape_Matched,Alter cue,male,1,472
5,18,right,Familiar-shape_Matched,No cue,male,0,461
5,18,right,Self-shape_Mismatched,No cue,male,1,793
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,596
5,18,right,Self-shape_Mismatched,No cue,male,1,625
5,18,right,Familiar-shape_Mismatched,No cue,male,1,721
5,18,right,Familiar-shape_Mismatched,No cue,male,1,507
5,18,right,Familiar-shape_Matched,Alter cue,male,1,701
5,18,right,Self-shape_Mismatched,No cue,male,1,442
5,18,right,Familiar-shape_Mismatched,No cue,male,0,611
5,18,right,Self-shape_Mismatched,No cue,male,1,495
5,18,right,Familiar-shape_Mismatched,No cue,male,1,767
5,18,right,Familiar-shape_Mismatched,No cue,male,1,462
5,18,right,Self-shape_Mismatched,Alter cue,male,1,889
5,18,right,Self-shape_Mismatched,Alter cue,male,1,346
5,18,right,Familiar-shape_Mismatched,No cue,male,1,584
5,18,right,Familiar-shape_Matched,No cue,male,1,529
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,422
5,18,right,Familiar-shape_Matched,Alter cue,male,0,598
5,18,right,Familiar-shape_Matched,Alter cue,male,1,619
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,646
5,18,right,Familiar-shape_Matched,No cue,male,1,572
5,18,right,Self-shape_Matched,Alter cue,male,1,607
5,18,right,Self-shape_Matched,No cue,male,1,420
5,18,right,Familiar-shape_Matched,Alter cue,male,0,498
5,18,right,Familiar-shape_Matched,Alter cue,male,1,442
5,18,right,Familiar-shape_Matched,No cue,male,1,905
5,18,right,Familiar-shape_Matched,No cue,male,1,432
5,18,right,Self-shape_Mismatched,No cue,male,1,512
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,765
5,18,right,Familiar-shape_Mismatched,No cue,male,1,562
5,18,right,Self-shape_Matched,Alter cue,male,1,558
5,18,right,Self-shape_Mismatched,Alter cue,male,1,464
5,18,right,Self-shape_Matched,No cue,male,1,403
5,18,right,Self-shape_Mismatched,Alter cue,male,1,548
5,18,right,Self-shape_Matched,No cue,male,1,462
5,18,right,Self-shape_Mismatched,Alter cue,male,1,514
5,18,right,Self-shape_Matched,Alter cue,male,1,384
5,18,right,Self-shape_Mismatched,No cue,male,0,502
5,18,right,Familiar-shape_Matched,Alter cue,male,1,704
5,18,right,Self-shape_Matched,Alter cue,male,1,533
5,18,right,Self-shape_Mismatched,No cue,male,0,424
5,18,right,Self-shape_Mismatched,No cue,male,1,467
5,18,right,Familiar-shape_Matched,Alter cue,male,1,561
5,18,right,Self-shape_Mismatched,Alter cue,male,1,538
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,511
5,18,right,Familiar-shape_Mismatched,Alter cue,male,0,539
5,18,right,Familiar-shape_Mismatched,No cue,male,1,440
5,18,right,Self-shape_Mismatched,No cue,male,0,622
5,18,right,Self-shape_Matched,No cue,male,1,451
5,18,right,Self-shape_Mismatched,No cue,male,1,562
5,18,right,Self-shape_Matched,No cue,male,1,469
5,18,right,Familiar-shape_Mismatched,No cue,male,1,684
5,18,right,Familiar-shape_Mismatched,No cue,male,0,583
5,18,right,Self-shape_Matched,Alter cue,male,1,639
5,18,right,Self-shape_Matched,Alter cue,male,1,355
5,18,right,Familiar-shape_Matched,No cue,male,0,348
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,460
5,18,right,Familiar-shape_Mismatched,Alter cue,male,0,484
5,18,right,Familiar-shape_Matched,No cue,male,0,541
5,18,right,Self-shape_Matched,Alter cue,male,1,420
5,18,right,Self-shape_Matched,Alter cue,male,1,375
5,18,right,Familiar-shape_Mismatched,No cue,male,1,582
6,18,right,Self-shape_Mismatched,No cue,female,0,300
6,18,right,Familiar-shape_Mismatched,No cue,female,0,712
6,18,right,Self-shape_Mismatched,No cue,female,0,410
6,18,right,Self-shape_Matched,No cue,female,1,344
6,18,right,Familiar-shape_Matched,Alter cue,female,0,584
6,18,right,Familiar-shape_Mismatched,No cue,female,1,596
6,18,right,Familiar-shape_Matched,No cue,female,0,873
6,18,right,Self-shape_Mismatched,Alter cue,female,1,788
6,18,right,Self-shape_Matched,Alter cue,female,1,578
6,18,right,Self-shape_Mismatched,Alter cue,female,1,578
6,18,right,Self-shape_Matched,Alter cue,female,1,515
6,18,right,Self-shape_Mismatched,No cue,female,1,519
6,18,right,Familiar-shape_Mismatched,No cue,female,1,565
6,18,right,Self-shape_Matched,No cue,female,1,529
6,18,right,Familiar-shape_Matched,Alter cue,female,0,705
6,18,right,Familiar-shape_Matched,Alter cue,female,1,556
6,18,right,Self-shape_Mismatched,Alter cue,female,1,765
6,18,right,Self-shape_Matched,Alter cue,female,1,423
6,18,right,Familiar-shape_Matched,Alter cue,female,0,683
6,18,right,Familiar-shape_Mismatched,No cue,female,1,569
6,18,right,Familiar-shape_Matched,No cue,female,1,555
6,18,right,Self-shape_Mismatched,No cue,female,1,666
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,695
6,18,right,Familiar-shape_Matched,No cue,female,0,481
6,18,right,Self-shape_Matched,No cue,female,1,790
6,18,right,Familiar-shape_Matched,No cue,female,1,348
6,18,right,Familiar-shape_Matched,Alter cue,female,1,583
6,18,right,Self-shape_Matched,No cue,female,1,465
6,18,right,Familiar-shape_Matched,Alter cue,female,1,494
6,18,right,Self-shape_Matched,Alter cue,female,1,636
6,18,right,Self-shape_Matched,Alter cue,female,1,438
6,18,right,Self-shape_Mismatched,No cue,female,0,274
6,18,right,Familiar-shape_Matched,No cue,female,1,707
6,18,right,Familiar-shape_Matched,Alter cue,female,1,496
6,18,right,Self-shape_Mismatched,No cue,female,1,599
6,18,right,Self-shape_Matched,Alter cue,female,1,482
6,18,right,Familiar-shape_Mismatched,No cue,female,1,887
6,18,right,Self-shape_Mismatched,Alter cue,female,0,823
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,798
6,18,right,Familiar-shape_Matched,No cue,female,1,921
6,18,right,Familiar-shape_Mismatched,No cue,female,1,608
6,18,right,Self-shape_Matched,No cue,female,1,621
6,18,right,Familiar-shape_Matched,Alter cue,female,0,367
6,18,right,Familiar-shape_Matched,Alter cue,female,1,586
6,18,right,Self-shape_Mismatched,Alter cue,female,1,594
6,18,right,Self-shape_Mismatched,No cue,female,1,672
6,18,right,Familiar-shape_Matched,No cue,female,1,658
6,18,right,Self-shape_Matched,Alter cue,female,1,572
6,18,right,Self-shape_Mismatched,No cue,female,1,744
6,18,right,Self-shape_Mismatched,No cue,female,1,483
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,600
6,18,right,Self-shape_Mismatched,Alter cue,female,1,615
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,465
6,18,right,Familiar-shape_Matched,No cue,female,0,964
6,18,right,Familiar-shape_Matched,Alter cue,female,1,457
6,18,right,Familiar-shape_Mismatched,No cue,female,1,682
6,18,right,Self-shape_Mismatched,Alter cue,female,1,656
6,18,right,Self-shape_Mismatched,Alter cue,female,1,492
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,524
6,18,right,Familiar-shape_Matched,Alter cue,female,0,337
6,18,right,Self-shape_Mismatched,Alter cue,female,0,853
6,18,right,Self-shape_Mismatched,No cue,female,1,470
6,18,right,Self-shape_Matched,Alter cue,female,1,486
6,18,right,Familiar-shape_Mismatched,No cue,female,1,657
6,18,right,Self-shape_Mismatched,Alter cue,female,0,591
6,18,right,Self-shape_Matched,Alter cue,female,1,549
6,18,right,Self-shape_Matched,Alter cue,female,1,343
6,18,right,Self-shape_Matched,Alter cue,female,1,341
6,18,right,Familiar-shape_Matched,No cue,female,1,444
6,18,right,Self-shape_Matched,No cue,female,1,568
6,18,right,Self-shape_Matched,Alter cue,female,1,287
6,18,right,Familiar-shape_Mismatched,No cue,female,1,499
6,18,right,Self-shape_Matched,Alter cue,female,1,497
6,18,right,Self-shape_Matched,No cue,female,1,276
6,18,right,Self-shape_Mismatched,Alter cue,female,1,472
6,18,right,Familiar-shape_Mismatched,No cue,female,1,591
6,18,right,Familiar-shape_Matched,No cue,female,1,675
6,18,right,Self-shape_Matched,No cue,female,1,443
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,523
6,18,right,Familiar-shape_Matched,Alter cue,female,1,646
6,18,right,Self-shape_Mismatched,No cue,female,1,558
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,465
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,785
6,18,right,Familiar-shape_Mismatched,No cue,female,1,494
6,18,right,Self-shape_Mismatched,No cue,female,0,644
6,18,right,Self-shape_Matched,No cue,female,1,568
6,18,right,Familiar-shape_Matched,No cue,female,0,367
6,18,right,Familiar-shape_Matched,Alter cue,female,1,415
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,469
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,641
6,18,right,Self-shape_Matched,Alter cue,female,1,317
6,18,right,Self-shape_Matched,No cue,female,1,371
6,18,right,Self-shape_Mismatched,No cue,female,1,462
6,18,right,Familiar-shape_Matched,Alter cue,female,1,666
6,18,right,Self-shape_Mismatched,No cue,female,1,463
6,18,right,Familiar-shape_Matched,Alter cue,female,0,506
6,18,right,Self-shape_Matched,Alter cue,female,1,470
6,18,right,Familiar-shape_Matched,No cue,female,0,390
6,18,right,Self-shape_Matched,No cue,female,1,388
6,18,right,Self-shape_Matched,No cue,female,1,438
6,18,right,Familiar-shape_Mismatched,No cue,female,1,669
6,18,right,Familiar-shape_Matched,Alter cue,female,1,715
6,18,right,Familiar-shape_Matched,No cue,female,1,436
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,614
6,18,right,Self-shape_Matched,No cue,female,1,447
6,18,right,Familiar-shape_Matched,Alter cue,female,1,665
6,18,right,Familiar-shape_Mismatched,No cue,female,1,453
6,18,right,Self-shape_Mismatched,Alter cue,female,0,521
6,18,right,Self-shape_Mismatched,No cue,female,1,588
6,18,right,Self-shape_Matched,Alter cue,female,1,403
6,18,right,Self-shape_Mismatched,Alter cue,female,1,423
6,18,right,Self-shape_Matched,No cue,female,1,389
6,18,right,Familiar-shape_Mismatched,No cue,female,1,615
6,18,right,Self-shape_Mismatched,Alter cue,female,1,890
6,18,right,Self-shape_Mismatched,Alter cue,female,1,464
6,18,right,Familiar-shape_Mismatched,No cue,female,0,391
6,18,right,Self-shape_Mismatched,No cue,female,1,720
6,18,right,Self-shape_Mismatched,No cue,female,1,457
6,18,right,Self-shape_Matched,No cue,female,1,458
6,18,right,Familiar-shape_Matched,Alter cue,female,1,707
6,18,right,Familiar-shape_Mismatched,No cue,female,1,788
6,18,right,Self-shape_Matched,Alter cue,female,1,508
6,18,right,Self-shape_Mismatched,Alter cue,female,1,421
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,655
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,631
6,18,right,Self-shape_Matched,Alter cue,female,1,509
6,18,right,Familiar-shape_Matched,Alter cue,female,1,719
6,18,right,Familiar-shape_Mismatched,No cue,female,1,465
6,18,right,Familiar-shape_Matched,No cue,female,1,673
6,18,right,Familiar-shape_Matched,No cue,female,1,602
6,18,right,Self-shape_Matched,Alter cue,female,1,801
6,18,right,Familiar-shape_Matched,No cue,female,1,543
6,18,right,Familiar-shape_Mismatched,No cue,female,1,638
6,18,right,Self-shape_Matched,Alter cue,female,1,481
6,18,right,Self-shape_Mismatched,Alter cue,female,1,484
6,18,right,Familiar-shape_Matched,No cue,female,1,551
6,18,right,Self-shape_Mismatched,Alter cue,female,1,832
6,18,right,Self-shape_Mismatched,No cue,female,1,468
6,18,right,Self-shape_Matched,No cue,female,1,338
6,18,right,Familiar-shape_Matched,No cue,female,1,554
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,669
6,18,right,Self-shape_Mismatched,Alter cue,female,1,667
6,18,right,Familiar-shape_Matched,Alter cue,female,1,709
6,18,right,Self-shape_Matched,No cue,female,1,464
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,519
6,18,right,Familiar-shape_Matched,No cue,female,0,779
6,18,right,Self-shape_Matched,No cue,female,1,340
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,432
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,491
6,18,right,Self-shape_Mismatched,Alter cue,female,0,508
6,18,right,Self-shape_Mismatched,Alter cue,female,1,605
6,18,right,Familiar-shape_Matched,Alter cue,female,1,755
6,18,right,Familiar-shape_Matched,Alter cue,female,1,637
6,18,right,Self-shape_Matched,Alter cue,female,1,474
6,18,right,Familiar-shape_Mismatched,Alter cue,female,0,441
6,18,right,Self-shape_Mismatched,Alter cue,female,0,713
6,18,right,Familiar-shape_Mismatched,No cue,female,1,638
6,18,right,Self-shape_Matched,Alter cue,female,1,337
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,496
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,540
6,18,right,Self-shape_Matched,No cue,female,1,457
6,18,right,Self-shape_Matched,No cue,female,1,386
6,18,right,Familiar-shape_Mismatched,No cue,female,1,403
6,18,right,Self-shape_Mismatched,Alter cue,female,0,613
6,18,right,Self-shape_Matched,Alter cue,female,0,701
6,18,right,Self-shape_Mismatched,No cue,female,1,484
6,18,right,Self-shape_Matched,No cue,female,1,309
6,18,right,Self-shape_Matched,Alter cue,female,1,536
6,18,right,Familiar-shape_Mismatched,No cue,female,1,432
6,18,right,Self-shape_Matched,No cue,female,1,424
6,18,right,Self-shape_Matched,No cue,female,1,416
6,18,right,Self-shape_Matched,No cue,female,1,390
6,18,right,Self-shape_Mismatched,Alter cue,female,1,453
6,18,right,Self-shape_Mismatched,No cue,female,1,621
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,631
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,365
6,18,right,Familiar-shape_Mismatched,No cue,female,1,403
6,18,right,Self-shape_Matched,No cue,female,1,393
6,18,right,Familiar-shape_Matched,No cue,female,0,630
6,18,right,Familiar-shape_Matched,No cue,female,1,233
6,18,right,Familiar-shape_Matched,Alter cue,female,1,330
6,18,right,Familiar-shape_Mismatched,No cue,female,1,480
6,18,right,Self-shape_Mismatched,Alter cue,female,0,416
6,18,right,Self-shape_Mismatched,No cue,female,1,455
6,18,right,Self-shape_Matched,Alter cue,female,1,437
6,18,right,Familiar-shape_Matched,No cue,female,0,431
6,18,right,Self-shape_Mismatched,No cue,female,1,497
6,18,right,Familiar-shape_Matched,Alter cue,female,0,342
6,18,right,Familiar-shape_Matched,Alter cue,female,0,714
6,18,right,Familiar-shape_Matched,No cue,female,0,398
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,591
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,631
6,18,right,Familiar-shape_Mismatched,No cue,female,1,393
6,18,right,Familiar-shape_Mismatched,Alter cue,female,1,357
7,20,right,Familiar-shape_Matched,No cue,female,1,853
7,20,right,Familiar-shape_Matched,No cue,female,1,641
7,20,right,Self-shape_Mismatched,Alter cue,female,1,817
7,20,right,Self-shape_Matched,No cue,female,1,484
7,20,right,Self-shape_Mismatched,Alter cue,female,1,661
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,728
7,20,right,Familiar-shape_Mismatched,No cue,female,1,536
7,20,right,Familiar-shape_Matched,Alter cue,female,1,752
7,20,right,Self-shape_Matched,Alter cue,female,1,611
7,20,right,Self-shape_Mismatched,Alter cue,female,1,844
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,698
7,20,right,Self-shape_Matched,No cue,female,1,534
7,20,right,Self-shape_Mismatched,Alter cue,female,1,837
7,20,right,Familiar-shape_Matched,Alter cue,female,0,643
7,20,right,Familiar-shape_Matched,Alter cue,female,1,563
7,20,right,Familiar-shape_Mismatched,No cue,female,1,526
7,20,right,Familiar-shape_Mismatched,No cue,female,0,433
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,629
7,20,right,Familiar-shape_Matched,Alter cue,female,1,842
7,20,right,Familiar-shape_Matched,Alter cue,female,1,639
7,20,right,Self-shape_Mismatched,Alter cue,female,1,583
7,20,right,Self-shape_Matched,Alter cue,female,1,439
7,20,right,Self-shape_Matched,Alter cue,female,1,271
7,20,right,Familiar-shape_Mismatched,No cue,female,1,465
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,880
7,20,right,Self-shape_Mismatched,Alter cue,female,1,633
7,20,right,Familiar-shape_Matched,No cue,female,1,563
7,20,right,Self-shape_Matched,Alter cue,female,1,427
7,20,right,Self-shape_Mismatched,No cue,female,1,810
7,20,right,Self-shape_Matched,Alter cue,female,1,720
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,618
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,588
7,20,right,Self-shape_Mismatched,No cue,female,1,879
7,20,right,Self-shape_Matched,No cue,female,1,518
7,20,right,Self-shape_Mismatched,No cue,female,1,475
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,571
7,20,right,Familiar-shape_Matched,Alter cue,female,1,725
7,20,right,Self-shape_Mismatched,No cue,female,1,655
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,615
7,20,right,Familiar-shape_Matched,Alter cue,female,0,572
7,20,right,Self-shape_Mismatched,Alter cue,female,1,732
7,20,right,Familiar-shape_Mismatched,No cue,female,1,648
7,20,right,Familiar-shape_Matched,Alter cue,female,1,567
7,20,right,Self-shape_Mismatched,No cue,female,0,851
7,20,right,Self-shape_Mismatched,No cue,female,1,656
7,20,right,Self-shape_Matched,No cue,female,1,589
7,20,right,Self-shape_Matched,No cue,female,1,443
7,20,right,Self-shape_Mismatched,No cue,female,1,551
7,20,right,Self-shape_Mismatched,No cue,female,1,547
7,20,right,Familiar-shape_Mismatched,No cue,female,0,635
7,20,right,Self-shape_Matched,No cue,female,1,794
7,20,right,Familiar-shape_Matched,No cue,female,0,656
7,20,right,Self-shape_Mismatched,Alter cue,female,1,705
7,20,right,Self-shape_Mismatched,Alter cue,female,1,704
7,20,right,Self-shape_Mismatched,No cue,female,1,648
7,20,right,Self-shape_Matched,Alter cue,female,1,462
7,20,right,Familiar-shape_Mismatched,No cue,female,1,474
7,20,right,Familiar-shape_Mismatched,No cue,female,0,709
7,20,right,Familiar-shape_Matched,Alter cue,female,0,705
7,20,right,Familiar-shape_Matched,No cue,female,0,769
7,20,right,Familiar-shape_Matched,Alter cue,female,1,882
7,20,right,Self-shape_Mismatched,Alter cue,female,1,716
7,20,right,Familiar-shape_Matched,No cue,female,1,604
7,20,right,Self-shape_Matched,Alter cue,female,1,498
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,650
7,20,right,Self-shape_Matched,No cue,female,1,520
7,20,right,Familiar-shape_Mismatched,No cue,female,1,657
7,20,right,Self-shape_Mismatched,Alter cue,female,1,930
7,20,right,Self-shape_Mismatched,No cue,female,1,597
7,20,right,Self-shape_Matched,No cue,female,1,608
7,20,right,Familiar-shape_Matched,No cue,female,1,644
7,20,right,Self-shape_Mismatched,Alter cue,female,1,466
7,20,right,Self-shape_Matched,Alter cue,female,1,685
7,20,right,Self-shape_Matched,No cue,female,1,749
7,20,right,Familiar-shape_Matched,No cue,female,0,766
7,20,right,Familiar-shape_Matched,No cue,female,1,620
7,20,right,Familiar-shape_Matched,Alter cue,female,1,431
7,20,right,Self-shape_Matched,No cue,female,1,670
7,20,right,Familiar-shape_Matched,Alter cue,female,1,529
7,20,right,Self-shape_Mismatched,No cue,female,1,569
7,20,right,Familiar-shape_Mismatched,No cue,female,1,574
7,20,right,Familiar-shape_Matched,Alter cue,female,1,510
7,20,right,Self-shape_Mismatched,No cue,female,1,560
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,621
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,614
7,20,right,Familiar-shape_Mismatched,No cue,female,0,482
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,502
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,501
7,20,right,Familiar-shape_Matched,No cue,female,1,848
7,20,right,Self-shape_Mismatched,Alter cue,female,1,658
7,20,right,Familiar-shape_Mismatched,No cue,female,1,597
7,20,right,Self-shape_Matched,No cue,female,1,495
7,20,right,Familiar-shape_Matched,Alter cue,female,0,563
7,20,right,Self-shape_Matched,Alter cue,female,1,555
7,20,right,Familiar-shape_Matched,Alter cue,female,1,650
7,20,right,Self-shape_Mismatched,No cue,female,1,522
7,20,right,Familiar-shape_Matched,Alter cue,female,1,679
7,20,right,Self-shape_Matched,Alter cue,female,1,384
7,20,right,Self-shape_Mismatched,Alter cue,female,1,619
7,20,right,Familiar-shape_Matched,No cue,female,1,540
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,494
7,20,right,Familiar-shape_Mismatched,No cue,female,1,585
7,20,right,Familiar-shape_Mismatched,No cue,female,0,666
7,20,right,Familiar-shape_Matched,No cue,female,1,601
7,20,right,Familiar-shape_Matched,No cue,female,1,569
7,20,right,Self-shape_Mismatched,No cue,female,1,678
7,20,right,Familiar-shape_Matched,No cue,female,1,548
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,651
7,20,right,Self-shape_Mismatched,No cue,female,1,589
7,20,right,Familiar-shape_Matched,No cue,female,1,581
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,447
7,20,right,Familiar-shape_Mismatched,No cue,female,1,812
7,20,right,Self-shape_Matched,No cue,female,1,481
7,20,right,Self-shape_Matched,Alter cue,female,0,542
7,20,right,Self-shape_Matched,No cue,female,1,549
7,20,right,Familiar-shape_Matched,Alter cue,female,0,849
7,20,right,Familiar-shape_Matched,No cue,female,1,523
7,20,right,Self-shape_Matched,Alter cue,female,0,614
7,20,right,Self-shape_Matched,Alter cue,female,1,407
7,20,right,Self-shape_Matched,No cue,female,1,532
7,20,right,Self-shape_Matched,Alter cue,female,1,414
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,607
7,20,right,Self-shape_Mismatched,No cue,female,1,749
7,20,right,Self-shape_Matched,Alter cue,female,1,474
7,20,right,Self-shape_Matched,No cue,female,1,516
7,20,right,Self-shape_Mismatched,No cue,female,1,633
7,20,right,Self-shape_Matched,No cue,female,1,491
7,20,right,Familiar-shape_Matched,No cue,female,1,513
7,20,right,Familiar-shape_Matched,Alter cue,female,1,512
7,20,right,Self-shape_Matched,Alter cue,female,1,532
7,20,right,Self-shape_Mismatched,No cue,female,1,716
7,20,right,Self-shape_Matched,No cue,female,1,491
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,576
7,20,right,Self-shape_Matched,Alter cue,female,1,524
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,616
7,20,right,Familiar-shape_Matched,No cue,female,1,537
7,20,right,Self-shape_Mismatched,Alter cue,female,1,574
7,20,right,Self-shape_Mismatched,No cue,female,1,796
7,20,right,Self-shape_Mismatched,No cue,female,0,743
7,20,right,Self-shape_Matched,No cue,female,1,598
7,20,right,Familiar-shape_Matched,No cue,female,0,568
7,20,right,Self-shape_Matched,Alter cue,female,1,357
7,20,right,Self-shape_Mismatched,Alter cue,female,1,505
7,20,right,Familiar-shape_Matched,Alter cue,female,1,696
7,20,right,Self-shape_Mismatched,No cue,female,1,595
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,560
7,20,right,Self-shape_Matched,Alter cue,female,1,610
7,20,right,Self-shape_Matched,Alter cue,female,1,520
7,20,right,Familiar-shape_Matched,Alter cue,female,0,507
7,20,right,Familiar-shape_Mismatched,No cue,female,1,680
7,20,right,Familiar-shape_Matched,No cue,female,0,633
7,20,right,Self-shape_Matched,No cue,female,1,494
7,20,right,Self-shape_Mismatched,Alter cue,female,1,610
7,20,right,Self-shape_Mismatched,Alter cue,female,1,896
7,20,right,Self-shape_Mismatched,Alter cue,female,1,590
7,20,right,Self-shape_Matched,No cue,female,1,432
7,20,right,Self-shape_Matched,No cue,female,1,607
7,20,right,Familiar-shape_Mismatched,No cue,female,1,603
7,20,right,Familiar-shape_Mismatched,No cue,female,1,638
7,20,right,Familiar-shape_Mismatched,No cue,female,1,580
7,20,right,Self-shape_Mismatched,Alter cue,female,1,628
7,20,right,Familiar-shape_Mismatched,No cue,female,1,710
7,20,right,Familiar-shape_Matched,Alter cue,female,0,665
7,20,right,Familiar-shape_Mismatched,No cue,female,1,661
7,20,right,Self-shape_Matched,Alter cue,female,1,533
7,20,right,Familiar-shape_Mismatched,No cue,female,1,534
7,20,right,Self-shape_Matched,Alter cue,female,1,582
7,20,right,Familiar-shape_Matched,No cue,female,0,556
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,700
7,20,right,Familiar-shape_Matched,Alter cue,female,1,626
7,20,right,Self-shape_Mismatched,Alter cue,female,1,710
7,20,right,Familiar-shape_Mismatched,No cue,female,1,653
7,20,right,Familiar-shape_Mismatched,No cue,female,1,607
7,20,right,Familiar-shape_Mismatched,No cue,female,1,568
7,20,right,Familiar-shape_Matched,No cue,female,1,516
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,602
7,20,right,Self-shape_Matched,Alter cue,female,1,522
7,20,right,Self-shape_Mismatched,No cue,female,1,595
7,20,right,Self-shape_Mismatched,Alter cue,female,1,740
7,20,right,Self-shape_Mismatched,Alter cue,female,1,610
7,20,right,Self-shape_Mismatched,Alter cue,female,1,473
7,20,right,Self-shape_Matched,No cue,female,1,571
7,20,right,Familiar-shape_Mismatched,Alter cue,female,1,643
7,20,right,Familiar-shape_Matched,No cue,female,0,672
7,20,right,Self-shape_Mismatched,No cue,female,0,826
7,20,right,Self-shape_Mismatched,No cue,female,1,527
7,20,right,Self-shape_Matched,Alter cue,female,1,462
7,20,right,Self-shape_Matched,No cue,female,1,428
7,20,right,Self-shape_Mismatched,Alter cue,female,1,481
7,20,right,Self-shape_Matched,No cue,female,1,463
7,20,right,Familiar-shape_Matched,Alter cue,female,0,404
9,19,right,Familiar-shape_Matched,Alter cue,female,1,567
9,19,right,Familiar-shape_Matched,No cue,female,1,670
9,19,right,Self-shape_Mismatched,Alter cue,female,1,526
9,19,right,Familiar-shape_Matched,No cue,female,1,651
9,19,right,Familiar-shape_Mismatched,Alter cue,female,0,374
9,19,right,Familiar-shape_Matched,No cue,female,0,542
9,19,right,Familiar-shape_Matched,No cue,female,1,587
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,661
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,544
9,19,right,Familiar-shape_Matched,Alter cue,female,1,571
9,19,right,Self-shape_Mismatched,No cue,female,1,873
9,19,right,Familiar-shape_Mismatched,No cue,female,1,884
9,19,right,Familiar-shape_Matched,No cue,female,1,725
9,19,right,Self-shape_Matched,Alter cue,female,1,444
9,19,right,Self-shape_Matched,No cue,female,1,427
9,19,right,Familiar-shape_Mismatched,No cue,female,1,646
9,19,right,Self-shape_Mismatched,No cue,female,1,801
9,19,right,Familiar-shape_Matched,Alter cue,female,1,516
9,19,right,Self-shape_Mismatched,No cue,female,1,674
9,19,right,Self-shape_Matched,No cue,female,1,478
9,19,right,Familiar-shape_Mismatched,Alter cue,female,1,607
9,19,right,Familiar-shape_Matched,Alter cue,female,1,589
9,19,right,Familiar-shape_Matched,No cue,female,1,549
9,19,right,Familiar-shape_Matched,Alter cue,female,1,451
9,19,right,Self-shape_Matched,No cue,female,0,615
