Participant #,Trial Type,Expectancy,Shape Association,Target Accuracy,Response Time
6,Nonmatching,Friend,Friend,1,717
6,Matching,Friend,Friend,1,588
6,Nonmatching,Friend,Friend,1,626
6,Matching,Friend,Friend,1,593
6,Nonmatching,Friend,Friend,1,570
6,Nonmatching,Friend,Friend,1,882
6,Matching,Friend,Self,1,776
6,Matching,Friend,Friend,1,829
6,Matching,Friend,Friend,1,501
6,Matching,Friend,Friend,1,541
6,Matching,Friend,Friend,1,495
6,Nonmatching,Friend,Self,1,866
6,Nonmatching,Friend,Self,1,572
6,Matching,Friend,Friend,1,1006
6,Nonmatching,Friend,Friend,1,604
6,Nonmatching,Friend,Friend,1,679
6,Matching,Friend,Friend,1,486
6,Matching,Friend,Friend,1,466
6,Nonmatching,Friend,Self,1,764
6,Nonmatching,Friend,Self,1,539
6,Nonmatching,Friend,Friend,0,448
6,Matching,Friend,Self,1,946
6,Matching,Friend,Friend,0,813
6,Nonmatching,Friend,Friend,1,935
6,Nonmatching,Friend,Friend,1,661
6,Matching,Friend,Friend,1,749
6,Nonmatching,Friend,Self,1,604
6,Nonmatching,Friend,Self,1,599
6,Nonmatching,Friend,Friend,1,877
6,Nonmatching,Friend,Friend,1,643
6,Matching,Friend,Self,1,675
6,Nonmatching,Friend,Friend,1,562
6,Matching,Friend,Self,1,803
6,Nonmatching,Friend,Friend,1,701
6,Matching,Friend,Self,0,881
6,Nonmatching,Friend,Self,0,748
6,Matching,Friend,Self,1,870
6,Nonmatching,Friend,Friend,1,637
6,Matching,Friend,Friend,1,845
6,Nonmatching,Friend,Friend,1,752
6,Matching,Friend,Friend,1,841
6,Matching,Friend,Friend,1,510
6,Nonmatching,Friend,Friend,1,651
6,Matching,Friend,Self,1,665
6,Nonmatching,Friend,Self,1,887
6,Nonmatching,Friend,Self,0,743
6,Nonmatching,Friend,Friend,1,972
6,Nonmatching,Friend,Friend,1,550
6,Nonmatching,Friend,Self,1,882
6,Nonmatching,Friend,Friend,1,1044
6,Matching,Friend,Friend,1,673
6,Nonmatching,Friend,Friend,1,562
6,Nonmatching,Friend,Self,1,639
6,Nonmatching,Friend,Friend,1,832
6,Nonmatching,Friend,Friend,1,613
6,Matching,Friend,Friend,1,670
6,Matching,Friend,Self,1,784
6,Matching,Friend,Friend,1,756
6,Matching,Friend,Self,1,471
6,Nonmatching,Friend,Friend,0,657
6,Nonmatching,Friend,Friend,1,894
6,Nonmatching,Friend,Friend,1,799
6,Matching,Friend,Friend,1,747
6,Matching,Friend,Friend,1,520
6,Nonmatching,Friend,Friend,1,673
6,Matching,Friend,Self,1,483
6,Nonmatching,Friend,Friend,1,675
6,Nonmatching,Friend,Friend,1,665
6,Nonmatching,Friend,Friend,1,642
6,Nonmatching,Friend,Friend,0,778
6,Nonmatching,Friend,Friend,1,518
6,Matching,Friend,Friend,1,736
6,Nonmatching,Friend,Friend,1,648
6,Nonmatching,Friend,Friend,1,635
6,Matching,Friend,Friend,1,602
6,Matching,Friend,Friend,1,601
6,Matching,Friend,Friend,1,591
6,Matching,Friend,Friend,1,965
6,Nonmatching,Friend,Friend,0,280
6,Matching,Friend,Friend,1,529
6,Nonmatching,Friend,Friend,1,603
6,Matching,Friend,Friend,1,533
6,Matching,Friend,Friend,1,479
6,Matching,Friend,Friend,1,382
6,Matching,Friend,Self,1,824
6,Matching,Friend,Friend,0,673
6,Matching,Friend,Friend,1,432
6,Nonmatching,Friend,Friend,1,725
6,Nonmatching,Friend,Friend,1,1080
6,Nonmatching,Friend,Friend,0,564
6,Nonmatching,Friend,Friend,1,604
6,Matching,Friend,Self,1,694
6,Nonmatching,Friend,Friend,1,995
6,Matching,Friend,Friend,1,682
6,Matching,Friend,Friend,1,500
6,Matching,Friend,Self,1,1021
6,Nonmatching,Friend,Self,1,719
6,Matching,Friend,Friend,1,730
6,Matching,Friend,Self,1,779
6,Matching,Friend,Self,1,779
6,Matching,Friend,Friend,0,609
6,Matching,Friend,Friend,1,867
6,Nonmatching,Friend,Self,1,872
6,Matching,Friend,Friend,1,901
6,Nonmatching,Friend,Friend,1,796
6,Matching,Friend,Self,1,606
6,Nonmatching,Friend,Self,1,842
6,Nonmatching,Friend,Friend,1,989
6,Nonmatching,Friend,Friend,1,654
6,Matching,Friend,Friend,1,621
6,Matching,Friend,Friend,1,499
6,Matching,Friend,Friend,1,386
6,Matching,Friend,Friend,1,443
6,Matching,Friend,Friend,1,378
6,Nonmatching,Friend,Friend,1,544
6,Nonmatching,Friend,Self,0,527
6,Nonmatching,Friend,Friend,1,726
6,Matching,Friend,Friend,0,779
6,Matching,Friend,Self,1,639
6,Nonmatching,Friend,Self,1,678
6,Matching,Friend,Friend,1,1088
6,Matching,Friend,Friend,1,429
6,Matching,Friend,Friend,1,519
6,Nonmatching,Friend,Self,1,638
1,Matching,Self,Self,1,729
1,Nonmatching,Self,Self,1,749
1,Matching,Self,Friend,1,908
1,Matching,Self,Self,1,563
1,Nonmatching,Self,Self,1,781
1,Nonmatching,Self,Self,1,839
1,Matching,Self,Self,1,590
1,Nonmatching,Self,Self,1,678
1,Nonmatching,Self,Self,1,594
1,Nonmatching,Self,Self,1,605
1,Matching,Self,Friend,1,810
1,Nonmatching,Self,Friend,1,816
1,Nonmatching,Self,Self,1,980
1,Nonmatching,Self,Friend,1,947
1,Nonmatching,Self,Self,1,641
1,Matching,Self,Self,1,480
1,Nonmatching,Self,Friend,1,916
1,Matching,Self,Self,1,670
1,Matching,Self,Friend,1,1063
1,Nonmatching,Self,Friend,1,740
1,Nonmatching,Self,Self,0,713
1,Matching,Self,Self,1,794
1,Nonmatching,Self,Self,1,820
1,Matching,Self,Self,1,600
1,Nonmatching,Self,Self,1,692
1,Nonmatching,Self,Self,1,565
1,Nonmatching,Self,Self,1,545
1,Matching,Self,Self,1,524
1,Matching,Self,Self,1,616
1,Nonmatching,Self,Self,1,529
1,Nonmatching,Self,Friend,1,987
1,Nonmatching,Self,Self,1,828
1,Matching,Self,Friend,1,816
1,Matching,Self,Self,1,683
1,Nonmatching,Self,Self,1,964
1,Matching,Self,Self,1,616
1,Matching,Self,Self,1,688
1,Nonmatching,Self,Self,1,811
1,Matching,Self,Self,1,640
1,Nonmatching,Self,Friend,0,822
1,Matching,Self,Friend,0,663
1,Matching,Self,Friend,0,796
1,Matching,Self,Self,1,541
1,Nonmatching,Self,Friend,0,986
1,Matching,Self,Self,1,640
1,Nonmatching,Self,Self,1,970
1,Matching,Self,Self,1,523
1,Nonmatching,Self,Self,1,949
1,Matching,Self,Friend,1,719
1,Nonmatching,Self,Friend,1,691
1,Matching,Self,Self,1,661
1,Matching,Self,Self,1,521
1,Nonmatching,Self,Self,1,761
1,Nonmatching,Self,Friend,1,695
1,Matching,Self,Self,1,592
1,Matching,Self,Friend,1,901
1,Nonmatching,Self,Self,1,655
1,Nonmatching,Self,Self,1,477
1,Matching,Self,Self,1,633
1,Nonmatching,Self,Self,1,685
1,Nonmatching,Self,Self,1,834
1,Nonmatching,Self,Self,1,577
1,Matching,Self,Self,1,536
1,Matching,Self,Self,0,1078
1,Nonmatching,Self,Self,1,890
1,Matching,Self,Self,1,611
1,Nonmatching,Self,Self,1,739
1,Matching,Self,Self,1,601
1,Nonmatching,Self,Friend,1,629
1,Matching,Self,Self,1,599
1,Matching,Self,Self,1,571
1,Nonmatching,Self,Self,1,645
1,Nonmatching,Self,Self,1,664
1,Nonmatching,Self,Self,1,440
1,Matching,Self,Self,1,524
1,Matching,Self,Self,1,674
1,Nonmatching,Self,Self,1,513
1,Nonmatching,Self,Self,1,561
1,Nonmatching,Self,Self,1,593
1,Matching,Self,Friend,0,621
1,Matching,Self,Self,1,763
1,Matching,Self,Self,1,614
1,Nonmatching,Self,Self,1,682
1,Matching,Self,Friend,0,649
1,Matching,Self,Self,1,666
1,Matching,Self,Self,1,678
1,Matching,Self,Self,1,353
1,Nonmatching,Self,Self,1,802
1,Nonmatching,Self,Self,1,753
1,Matching,Self,Self,1,669
1,Nonmatching,Self,Friend,1,831
1,Nonmatching,Self,Friend,1,558
1,Nonmatching,Self,Friend,1,402
1,Matching,Self,Self,1,682
1,Matching,Self,Self,1,636
1,Matching,Self,Self,1,666
1,Matching,Self,Self,1,950
1,Matching,Self,Self,1,618
1,Matching,Self,Friend,1,846
1,Nonmatching,Self,Self,1,708
1,Matching,Self,Friend,1,792
1,Nonmatching,Self,Friend,1,662
1,Matching,Self,Self,1,645
1,Nonmatching,Self,Self,1,520
1,Nonmatching,Self,Self,1,934
1,Nonmatching,Self,Friend,1,968
1,Nonmatching,Self,Self,1,1014
1,Matching,Self,Self,1,568
1,Matching,Self,Self,1,506
1,Matching,Self,Self,1,416
1,Nonmatching,Self,Self,1,488
1,Nonmatching,Self,Self,1,724
1,Nonmatching,Self,Self,1,517
1,Matching,Self,Self,1,606
1,Nonmatching,Self,Self,1,792
1,Nonmatching,Self,Friend,1,816
1,Matching,Self,Friend,1,962
1,Nonmatching,Self,Self,1,817
1,Matching,Self,Self,1,540
1,Nonmatching,Self,Self,1,770
1,Matching,Self,Friend,0,832
1,Matching,Self,Self,1,518
1,Nonmatching,Self,Self,1,579
1,Nonmatching,Self,Self,1,641
1,Matching,Self,Friend,1,543
1,Nonmatching,Self,Self,1,581
1,Matching,Self,Self,1,801
1,Nonmatching,Self,Self,1,700
1,Nonmatching,Self,Self,1,566
1,Nonmatching,Self,Self,1,481
1,Matching,Self,Self,1,706
1,Matching,Self,Friend,1,884
1,Matching,Self,Self,1,821
1,Matching,Self,Self,1,654
1,Matching,Self,Self,1,647
1,Matching,Self,Friend,1,785
1,Matching,Self,Friend,1,504
1,Nonmatching,Self,Self,1,564
1,Matching,Self,Self,1,555
1,Nonmatching,Self,Self,1,617
1,Nonmatching,Self,Self,1,590
1,Matching,Self,Friend,1,554
1,Nonmatching,Self,Self,1,624
1,Nonmatching,Self,Friend,0,658
1,Matching,Self,Self,1,863
1,Nonmatching,Self,Self,1,821
1,Matching,Self,Friend,1,496
1,Matching,Self,Self,1,606
1,Matching,Self,Self,1,697
1,Nonmatching,Self,Friend,0,932
1,Matching,Self,Self,1,1064
1,Matching,Self,Friend,1,867
1,Nonmatching,Self,Friend,1,595
1,Matching,Self,Self,1,799
1,Nonmatching,Self,Friend,1,719
1,Nonmatching,Self,Self,1,940
1,Nonmatching,Self,Self,1,761
1,Nonmatching,Self,Self,1,656
1,Matching,Self,Self,1,806
1,Matching,Self,Self,1,1085
1,Matching,Self,Self,1,803
1,Nonmatching,Self,Friend,1,704
1,Nonmatching,Self,Self,1,674
1,Nonmatching,Self,Friend,0,637
1,Matching,Self,Self,1,736
1,Nonmatching,Self,Self,1,735
1,Nonmatching,Self,Self,1,695
1,Nonmatching,Self,Self,1,671
1,Nonmatching,Self,Friend,1,828
1,Matching,Self,Self,1,1040
1,Matching,Self,Self,1,666
1,Matching,Self,Self,1,623
1,Matching,Self,Self,1,547
1,Nonmatching,Self,Self,1,857
1,Nonmatching,Self,Friend,1,695
1,Matching,Self,Self,1,706
1,Nonmatching,Self,Self,1,667
1,Matching,Self,Self,1,742
1,Nonmatching,Self,Self,1,673
1,Nonmatching,Self,Self,1,795
1,Matching,Self,Self,1,651
1,Matching,Self,Self,1,665
1,Nonmatching,Self,Self,1,664
1,Nonmatching,Self,Self,1,840
1,Matching,Self,Self,1,602
1,Matching,Self,Friend,1,732
1,Matching,Self,Self,1,745
1,Matching,Self,Self,1,726
1,Matching,Self,Self,1,665
1,Matching,Self,Friend,1,614
1,Matching,Friend,Self,1,588
1,Matching,Friend,Self,1,620
1,Nonmatching,Friend,Self,1,603
1,Nonmatching,Friend,Friend,1,774
1,Matching,Friend,Friend,1,759
1,Matching,Friend,Friend,1,770
1,Matching,Friend,Friend,1,625
1,Matching,Friend,Friend,1,591
1,Nonmatching,Friend,Friend,1,674
1,Matching,Friend,Friend,1,616
1,Nonmatching,Friend,Friend,1,594
1,Matching,Friend,Friend,1,637
1,Matching,Friend,Friend,1,531
1,Nonmatching,Friend,Friend,1,537
1,Nonmatching,Friend,Friend,1,655
1,Matching,Friend,Self,1,780
1,Matching,Friend,Self,1,471
1,Nonmatching,Friend,Self,1,631
1,Matching,Friend,Friend,1,510
1,Nonmatching,Friend,Friend,1,893
1,Matching,Friend,Self,1,387
1,Matching,Friend,Self,1,699
1,Nonmatching,Friend,Friend,1,761
1,Nonmatching,Friend,Self,0,806
1,Nonmatching,Friend,Friend,0,1093
1,Matching,Friend,Friend,1,781
1,Matching,Friend,Friend,1,738
1,Matching,Friend,Friend,1,602
1,Matching,Friend,Friend,1,472
1,Matching,Friend,Friend,1,469
1,Matching,Friend,Friend,1,478
1,Nonmatching,Friend,Friend,1,574
1,Matching,Friend,Friend,1,776
1,Matching,Friend,Friend,1,526
1,Matching,Friend,Friend,1,712
1,Matching,Friend,Friend,1,640
1,Nonmatching,Friend,Self,1,267
1,Nonmatching,Friend,Friend,1,928
1,Nonmatching,Friend,Self,1,847
1,Nonmatching,Friend,Friend,1,839
1,Nonmatching,Friend,Friend,1,729
1,Matching,Friend,Friend,0,771
1,Nonmatching,Friend,Friend,1,929
1,Nonmatching,Friend,Friend,1,646
1,Matching,Friend,Friend,1,429
1,Matching,Friend,Self,1,812
1,Matching,Friend,Friend,1,640
1,Matching,Friend,Self,1,569
1,Nonmatching,Friend,Self,1,640
1,Nonmatching,Friend,Friend,1,701
1,Matching,Friend,Friend,1,693
1,Nonmatching,Friend,Self,1,597
1,Matching,Friend,Friend,1,652
1,Matching,Friend,Friend,1,689
1,Nonmatching,Friend,Friend,1,560
1,Matching,Friend,Self,1,919
1,Nonmatching,Friend,Self,1,646
1,Matching,Friend,Friend,0,746
1,Nonmatching,Friend,Friend,1,689
1,Nonmatching,Friend,Friend,1,674
1,Matching,Friend,Friend,1,519
1,Matching,Friend,Friend,1,484
1,Matching,Friend,Friend,1,463
1,Nonmatching,Friend,Friend,1,616
1,Matching,Friend,Friend,1,506
1,Nonmatching,Friend,Friend,1,487
1,Matching,Friend,Friend,1,643
1,Matching,Friend,Friend,1,729
1,Nonmatching,Friend,Friend,1,440
1,Nonmatching,Friend,Friend,1,438
1,Nonmatching,Friend,Friend,1,838
1,Nonmatching,Friend,Friend,1,501
1,Matching,Friend,Friend,1,711
1,Matching,Friend,Self,1,937
1,Nonmatching,Friend,Friend,1,761
1,Matching,Friend,Friend,1,533
1,Nonmatching,Friend,Self,1,761
1,Matching,Friend,Friend,0,769
1,Matching,Friend,Friend,1,777
1,Nonmatching,Friend,Friend,1,556
1,Nonmatching,Friend,Friend,1,870
1,Matching,Friend,Friend,1,530
1,Matching,Friend,Friend,1,742
1,Nonmatching,Friend,Self,1,757
1,Nonmatching,Friend,Friend,0,740
1,Matching,Friend,Self,1,743
1,Nonmatching,Friend,Self,1,641
1,Matching,Friend,Self,0,827
1,Matching,Friend,Friend,1,510
1,Nonmatching,Friend,Friend,1,916
1,Nonmatching,Friend,Friend,0,646
1,Matching,Friend,Self,1,646
1,Nonmatching,Friend,Friend,1,680
1,Matching,Friend,Friend,1,508
1,Nonmatching,Friend,Self,1,774
1,Matching,Friend,Self,1,901
1,Matching,Friend,Friend,1,772
1,Nonmatching,Friend,Friend,1,562
1,Nonmatching,Friend,Friend,1,781
1,Matching,Friend,Self,1,705
1,Matching,Friend,Friend,0,514
1,Matching,Friend,Friend,1,892
1,Matching,Friend,Self,0,497
1,Matching,Friend,Friend,1,527
1,Nonmatching,Friend,Friend,0,601
1,Matching,Friend,Friend,1,750
1,Matching,Friend,Friend,1,654
1,Nonmatching,Friend,Friend,1,502
1,Nonmatching,Friend,Friend,1,1078
1,Nonmatching,Friend,Self,1,847
1,Nonmatching,Friend,Friend,0,572
1,Nonmatching,Friend,Friend,0,488
1,Nonmatching,Friend,Friend,1,503
1,Matching,Friend,Self,1,833
1,Nonmatching,Friend,Friend,1,640
1,Matching,Friend,Friend,1,546
1,Matching,Friend,Friend,0,275
1,Nonmatching,Friend,Friend,1,716
1,Nonmatching,Friend,Friend,1,559
1,Matching,Friend,Friend,1,380
1,Matching,Friend,Friend,1,423
1,Nonmatching,Friend,Friend,1,584
1,Matching,Friend,Friend,1,586
1,Matching,Friend,Friend,1,420
1,Nonmatching,Friend,Friend,1,507
1,Matching,Friend,Friend,1,451
1,Nonmatching,Friend,Self,1,750
1,Matching,Friend,Friend,1,606
1,Nonmatching,Friend,Self,1,557
1,Nonmatching,Friend,Friend,1,619
1,Nonmatching,Friend,Friend,1,539
1,Nonmatching,Friend,Friend,1,437
1,Matching,Friend,Friend,1,555
1,Nonmatching,Friend,Friend,1,539
1,Matching,Friend,Self,1,855
1,Nonmatching,Friend,Friend,1,582
1,Nonmatching,Friend,Friend,1,370
1,Nonmatching,Friend,Self,0,538
1,Matching,Friend,Friend,1,651
1,Nonmatching,Friend,Friend,1,515
1,Matching,Friend,Friend,1,698
1,Nonmatching,Friend,Friend,1,521
1,Matching,Friend,Friend,1,559
1,Matching,Friend,Friend,1,424
1,Nonmatching,Friend,Friend,1,496
1,Matching,Friend,Friend,1,489
1,Nonmatching,Friend,Friend,1,456
1,Matching,Friend,Friend,0,614
1,Matching,Friend,Friend,1,583
1,Matching,Friend,Self,1,543
1,Matching,Friend,Friend,1,518
1,Nonmatching,Friend,Friend,1,581
1,Nonmatching,Friend,Friend,1,622
1,Nonmatching,Friend,Friend,1,505
1,Nonmatching,Friend,Friend,1,331
1,Matching,Friend,Self,0,583
1,Nonmatching,Friend,Friend,1,701
1,Nonmatching,Friend,Friend,1,570
1,Nonmatching,Friend,Friend,1,404
1,Matching,Friend,Self,1,339
1,Matching,Friend,Self,1,592
1,Matching,Friend,Self,1,500
1,Nonmatching,Friend,Friend,1,500
1,Matching,Friend,Self,1,598
1,Matching,Friend,Friend,1,680
1,Matching,Friend,Friend,1,474
1,Matching,Friend,Friend,1,357
1,Nonmatching,Friend,Friend,1,442
1,Nonmatching,Friend,Self,1,854
1,Matching,Friend,Friend,1,915
1,Nonmatching,Friend,Friend,1,538
1,Matching,Friend,Friend,1,647
1,Matching,Friend,Friend,1,571
1,Matching,Friend,Friend,1,494
1,Nonmatching,Friend,Self,1,613
1,Nonmatching,Friend,Friend,1,902
1,Matching,Friend,Friend,1,748
1,Nonmatching,Friend,Self,1,826
1,Nonmatching,Friend,Self,1,647
1,Matching,Friend,Friend,0,595
1,Nonmatching,Friend,Self,1,689
1,Nonmatching,Friend,Friend,1,727
11,Nonmatching,Self,Friend,1,779
11,Nonmatching,Self,Friend,0,1057
11,Nonmatching,Self,Self,1,1039
11,Matching,Self,Self,0,609
11,Nonmatching,Self,Self,1,698
11,Nonmatching,Self,Self,1,995
11,Matching,Self,Self,1,978
11,Matching,Self,Friend,0,382
11,Matching,Self,Self,1,449
11,Matching,Self,Friend,0,624
11,Matching,Self,Friend,0,629
11,Nonmatching,Self,Friend,0,282
11,Matching,Self,Self,1,812
11,Nonmatching,Self,Friend,1,909
11,Matching,Self,Self,1,741
11,Matching,Self,Self,1,769
11,Nonmatching,Self,Self,0,640
11,Matching,Self,Self,1,752
11,Nonmatching,Self,Self,1,994
11,Matching,Self,Self,1,954
11,Matching,Self,Self,1,648
11,Nonmatching,Self,Self,1,1080
11,Matching,Self,Self,1,560
11,Nonmatching,Self,Self,1,1011
11,Matching,Self,Self,1,743
11,Matching,Self,Self,1,853
11,Matching,Self,Self,1,629
11,Nonmatching,Self,Self,1,739
11,Nonmatching,Self,Self,1,834
11,Nonmatching,Self,Friend,0,835
11,Nonmatching,Self,Friend,1,960
11,Nonmatching,Self,Friend,1,1061
11,Matching,Self,Friend,0,1050
11,Nonmatching,Self,Self,1,642
11,Matching,Self,Self,1,768
11,Matching,Self,Self,1,778
11,Nonmatching,Self,Self,1,779
11,Nonmatching,Self,Self,1,786
11,Matching,Self,Self,1,681
11,Nonmatching,Self,Friend,1,954
11,Matching,Self,Self,0,1052
11,Matching,Self,Self,0,847
11,Nonmatching,Self,Friend,1,1071
11,Nonmatching,Self,Self,0,807
11,Nonmatching,Self,Self,1,916
11,Matching,Self,Friend,0,897
11,Matching,Self,Self,1,604
11,Matching,Self,Self,1,913
11,Matching,Self,Self,1,518
11,Nonmatching,Self,Self,1,776
11,Nonmatching,Self,Self,1,600
11,Nonmatching,Self,Self,1,817
11,Nonmatching,Self,Self,1,466
11,Nonmatching,Self,Friend,1,1055
11,Matching,Self,Self,1,1035
11,Nonmatching,Self,Self,1,1019
11,Matching,Self,Self,1,1089
11,Matching,Self,Friend,0,961
11,Matching,Self,Self,0,816
11,Nonmatching,Self,Self,0,805
11,Nonmatching,Self,Self,1,322
11,Matching,Self,Self,1,814
11,Nonmatching,Self,Self,1,885
11,Matching,Self,Self,1,747
11,Matching,Self,Self,1,617
11,Matching,Self,Self,1,653
11,Nonmatching,Self,Self,1,1004
11,Matching,Self,Friend,1,646
11,Nonmatching,Self,Self,1,663
11,Matching,Self,Self,1,881
11,Matching,Self,Self,1,605
11,Nonmatching,Self,Self,1,788
11,Nonmatching,Self,Self,1,1085
11,Nonmatching,Self,Self,1,682
11,Matching,Self,Self,1,1031
11,Matching,Self,Friend,1,967
11,Matching,Self,Friend,1,656
11,Nonmatching,Self,Self,1,817
11,Nonmatching,Self,Self,1,1070
11,Matching,Self,Self,1,572
11,Nonmatching,Self,Self,1,777
11,Nonmatching,Self,Friend,0,605
11,Nonmatching,Self,Friend,0,279
11,Nonmatching,Self,Self,1,526
11,Nonmatching,Self,Self,1,794
11,Nonmatching,Self,Self,1,945
11,Nonmatching,Self,Self,1,922
11,Nonmatching,Self,Self,1,1072
11,Nonmatching,Self,Self,1,738
11,Matching,Self,Self,1,673
11,Nonmatching,Self,Self,1,796
11,Matching,Self,Self,1,754
11,Nonmatching,Self,Self,1,610
11,Matching,Self,Self,0,1018
11,Nonmatching,Self,Friend,0,468
11,Nonmatching,Self,Self,1,664
11,Matching,Self,Self,1,683
11,Nonmatching,Self,Friend,0,462
11,Matching,Self,Self,0,426
11,Nonmatching,Self,Friend,1,772
11,Matching,Self,Self,1,944
11,Nonmatching,Self,Friend,0,901
11,Matching,Self,Self,0,787
11,Matching,Self,Self,1,975
11,Matching,Self,Self,1,593
11,Nonmatching,Self,Self,1,784
11,Nonmatching,Self,Friend,0,787
11,Matching,Self,Self,0,624
11,Matching,Self,Self,1,988
11,Matching,Self,Self,1,922
11,Matching,Self,Friend,0,705
11,Matching,Self,Self,1,716
11,Matching,Self,Self,1,684
11,Matching,Self,Self,1,582
11,Matching,Self,Self,1,462
11,Matching,Self,Friend,0,612
11,Matching,Self,Friend,0,697
11,Nonmatching,Self,Self,0,460
11,Nonmatching,Self,Self,1,436
11,Matching,Self,Self,1,448
11,Nonmatching,Self,Self,1,778
11,Nonmatching,Self,Self,1,1051
11,Nonmatching,Self,Self,1,629
11,Matching,Self,Self,1,608
11,Matching,Self,Friend,1,913
11,Nonmatching,Self,Friend,0,496
11,Matching,Self,Self,1,975
11,Nonmatching,Self,Self,1,865
11,Nonmatching,Self,Self,0,528
11,Matching,Self,Self,0,226
11,Matching,Friend,Friend,0,835
11,Nonmatching,Friend,Friend,0,854
11,Matching,Friend,Friend,0,786
11,Nonmatching,Friend,Friend,0,611
11,Nonmatching,Friend,Friend,1,587
11,Matching,Friend,Friend,1,1033
11,Nonmatching,Friend,Friend,0,613
11,Nonmatching,Friend,Friend,1,814
11,Nonmatching,Friend,Friend,1,1008
11,Nonmatching,Friend,Friend,1,1024
11,Matching,Friend,Friend,0,877
11,Matching,Friend,Friend,0,787
11,Nonmatching,Friend,Friend,1,987
11,Nonmatching,Friend,Friend,0,814
11,Matching,Friend,Friend,0,837
11,Nonmatching,Friend,Friend,0,919
11,Matching,Friend,Friend,1,977
11,Matching,Friend,Friend,1,425
11,Nonmatching,Friend,Friend,1,1021
11,Nonmatching,Friend,Friend,1,548
11,Matching,Friend,Self,1,1034
11,Nonmatching,Friend,Friend,1,726
11,Matching,Friend,Friend,1,796
11,Nonmatching,Friend,Self,1,975
11,Nonmatching,Friend,Friend,0,892
11,Matching,Friend,Self,0,804
11,Nonmatching,Friend,Self,1,1052
11,Matching,Friend,Friend,1,693
11,Matching,Friend,Friend,1,777
11,Matching,Friend,Friend,1,415
11,Nonmatching,Friend,Friend,1,723
11,Nonmatching,Friend,Friend,1,727
11,Matching,Friend,Friend,0,450
11,Matching,Friend,Friend,1,829
11,Matching,Friend,Friend,1,398
11,Nonmatching,Friend,Friend,0,338
11,Matching,Friend,Friend,0,241
11,Matching,Friend,Self,1,808
11,Nonmatching,Friend,Self,0,389
11,Matching,Friend,Friend,0,216
11,Nonmatching,Friend,Self,1,905
11,Nonmatching,Friend,Friend,1,948
11,Nonmatching,Friend,Friend,1,449
11,Matching,Friend,Self,0,477
11,Nonmatching,Friend,Friend,1,432
11,Nonmatching,Friend,Friend,1,362
11,Nonmatching,Friend,Friend,1,641
11,Nonmatching,Friend,Friend,1,444
11,Nonmatching,Friend,Friend,1,513
11,Nonmatching,Friend,Self,0,913
11,Matching,Friend,Self,1,1008
11,Matching,Friend,Friend,0,562
11,Nonmatching,Friend,Friend,0,399
11,Nonmatching,Friend,Friend,1,269
11,Matching,Friend,Self,0,295
11,Nonmatching,Friend,Friend,0,515
11,Nonmatching,Friend,Friend,1,920
11,Nonmatching,Friend,Self,1,938
11,Matching,Friend,Friend,0,617
11,Matching,Friend,Friend,1,259
11,Nonmatching,Friend,Friend,0,207
11,Nonmatching,Friend,Friend,1,250
11,Nonmatching,Friend,Friend,1,554
11,Nonmatching,Friend,Friend,1,477
11,Matching,Friend,Friend,1,526
11,Nonmatching,Friend,Friend,1,517
11,Matching,Friend,Friend,0,348
11,Matching,Friend,Friend,1,596
11,Matching,Friend,Friend,1,502
11,Matching,Friend,Friend,1,317
11,Nonmatching,Friend,Friend,1,614
11,Matching,Friend,Self,0,344
11,Matching,Friend,Self,1,313
11,Matching,Friend,Friend,1,801
11,Matching,Friend,Self,0,806
11,Nonmatching,Friend,Friend,1,1078
11,Matching,Friend,Friend,1,836
11,Matching,Friend,Self,1,760
11,Nonmatching,Friend,Friend,1,721
11,Nonmatching,Friend,Friend,1,415
11,Nonmatching,Friend,Friend,1,442
11,Matching,Friend,Self,0,417
11,Matching,Friend,Friend,1,1067
11,Matching,Friend,Self,1,594
11,Nonmatching,Friend,Friend,1,975
11,Matching,Friend,Friend,1,1078
11,Nonmatching,Friend,Friend,1,900
11,Matching,Friend,Friend,0,818
11,Nonmatching,Friend,Self,1,1098
11,Nonmatching,Friend,Self,0,814
11,Nonmatching,Friend,Friend,1,990
11,Matching,Friend,Friend,1,727
11,Nonmatching,Friend,Self,1,829
11,Matching,Friend,Friend,1,809
11,Matching,Friend,Friend,1,1046
11,Nonmatching,Friend,Self,1,832
11,Nonmatching,Friend,Self,1,1050
11,Matching,Friend,Friend,1,934
11,Matching,Friend,Friend,1,612
11,Matching,Friend,Friend,1,610
11,Nonmatching,Friend,Self,1,515
11,Nonmatching,Friend,Friend,1,572
11,Matching,Friend,Friend,1,823
11,Matching,Friend,Friend,1,606
11,Matching,Friend,Self,0,855
11,Matching,Friend,Self,0,607
11,Nonmatching,Friend,Friend,0,402
11,Nonmatching,Friend,Friend,1,695
11,Matching,Friend,Self,1,1039
11,Matching,Friend,Self,1,425
11,Nonmatching,Friend,Friend,1,877
11,Matching,Friend,Friend,1,947
11,Matching,Friend,Friend,1,767
11,Matching,Friend,Friend,1,449
11,Nonmatching,Friend,Self,0,380
11,Matching,Friend,Friend,1,753
11,Nonmatching,Friend,Friend,1,803
11,Nonmatching,Friend,Friend,1,725
11,Matching,Friend,Friend,1,938
11,Nonmatching,Friend,Friend,1,730
11,Matching,Friend,Friend,0,616
11,Nonmatching,Friend,Friend,1,893
