Subject,Group,Sex,Yes,Correctanswer,iti.ACC,iti.RT,Label,Shape
20,2,male,j,j,1,681,Stranger,Stranger
20,2,male,j,f,1,490,Stranger,self
20,2,male,j,j,1,442,Friend,Friend
20,2,male,j,j,0,780,Self,Self
20,2,male,j,f,0,506,Stranger,Friend
20,2,male,j,j,0,0,Self,Self
20,2,male,j,f,1,630,Self,Stranger
20,2,male,j,j,1,759,Stranger,Stranger
20,2,male,j,f,0,356,Self,Friend
20,2,male,j,f,1,466,Friend,Self
20,2,male,j,j,1,516,Stranger,Stranger
20,2,male,j,f,0,342,Stranger,Friend
20,2,male,j,j,1,667,Self,Self
20,2,male,j,f,1,656,Self,Stranger
20,2,male,j,f,1,610,Stranger,self
20,2,male,j,j,1,306,Friend,Friend
20,2,male,j,j,1,537,Friend,Friend
20,2,male,j,j,1,807,Self,Self
20,2,male,j,f,0,0,Friend,Stranger
20,2,male,j,j,0,0,Stranger,Stranger
20,2,male,j,j,1,390,Friend,Friend
20,2,male,j,f,0,0,Friend,Self
20,2,male,j,f,0,660,Stranger,Friend
20,2,male,j,f,1,905,Self,Friend
20,2,male,j,j,0,764,Self,Self
20,2,male,j,f,1,692,Self,Stranger
20,2,male,j,j,1,516,Stranger,Stranger
20,2,male,j,f,1,498,Stranger,self
20,2,male,j,j,1,467,Friend,Friend
20,2,male,j,j,0,0,Self,Self
20,2,male,j,j,0,662,Stranger,Stranger
20,2,male,j,f,1,919,Friend,Stranger
20,2,male,j,j,1,539,Self,Self
20,2,male,j,f,0,0,Friend,Self
20,2,male,j,j,1,432,Friend,Friend
20,2,male,j,f,1,834,Self,Stranger
20,2,male,j,j,1,764,Self,Self
20,2,male,j,f,1,688,Friend,Stranger
20,2,male,j,f,0,0,Stranger,self
20,2,male,j,j,0,0,Stranger,Stranger
20,2,male,j,f,1,763,Self,Friend
20,2,male,j,f,0,0,Stranger,Friend
20,2,male,j,j,1,489,Friend,Friend
20,2,male,j,j,0,0,Stranger,Stranger
20,2,male,j,f,0,533,Friend,Self
20,2,male,j,j,1,288,Friend,Friend
20,2,male,j,f,1,456,Self,Friend
20,2,male,j,j,0,455,Stranger,Stranger
20,2,male,j,f,1,406,Stranger,self
20,2,male,j,j,1,477,Self,Self
20,2,male,j,f,1,416,Friend,Stranger
20,2,male,j,f,1,455,Stranger,Friend
20,2,male,j,j,1,580,Self,Self
20,2,male,j,j,0,389,Stranger,Stranger
20,2,male,j,j,1,402,Friend,Friend
20,2,male,j,f,1,681,Self,Stranger
20,2,male,j,j,1,559,Self,Self
20,2,male,j,f,0,348,Self,Friend
20,2,male,j,f,1,681,Friend,Self
20,2,male,j,j,1,312,Friend,Friend
20,2,male,j,j,1,321,Stranger,Stranger
20,2,male,j,j,1,408,Friend,Friend
20,2,male,j,f,1,589,Self,Stranger
20,2,male,j,f,1,661,Stranger,self
20,2,male,j,j,1,508,Stranger,Stranger
20,2,male,j,f,1,506,Friend,Stranger
20,2,male,j,f,1,595,Stranger,Friend
20,2,male,j,j,1,594,Self,Self
20,2,male,j,j,1,539,Friend,Friend
20,2,male,j,f,1,612,Friend,Self
20,2,male,j,j,1,486,Self,Self
20,2,male,j,j,1,548,Stranger,Stranger
20,2,male,j,f,1,616,Stranger,Friend
20,2,male,j,j,1,698,Self,Self
20,2,male,j,f,1,710,Friend,Stranger
20,2,male,j,f,1,646,Stranger,self
20,2,male,j,f,1,696,Self,Stranger
20,2,male,j,j,1,490,Stranger,Stranger
20,2,male,j,j,1,338,Friend,Friend
20,2,male,j,f,1,652,Self,Friend
20,2,male,j,j,1,430,Friend,Friend
20,2,male,j,j,1,425,Friend,Friend
20,2,male,j,j,1,815,Stranger,Stranger
20,2,male,j,f,0,501,Self,Friend
20,2,male,j,j,1,437,Self,Self
20,2,male,j,f,0,426,Stranger,Friend
20,2,male,j,f,1,817,Friend,Self
20,2,male,j,f,1,632,Friend,Stranger
20,2,male,j,j,1,499,Stranger,Stranger
20,2,male,j,f,1,569,Self,Stranger
20,2,male,j,j,1,602,Self,Self
20,2,male,j,f,1,499,Stranger,self
20,2,male,j,j,1,690,Friend,Friend
20,2,male,j,f,1,552,Stranger,Friend
20,2,male,j,f,0,0,Stranger,self
20,2,male,j,f,1,579,Self,Stranger
20,2,male,j,f,1,528,Self,Friend
20,2,male,j,f,1,450,Friend,Self
20,2,male,j,j,0,458,Stranger,Stranger
20,2,male,j,j,1,826,Stranger,Stranger
20,2,male,j,j,0,412,Self,Self
20,2,male,j,j,1,303,Friend,Friend
20,2,male,j,f,1,559,Friend,Stranger
20,2,male,j,j,1,589,Self,Self
20,2,male,j,f,1,572,Friend,Stranger
20,2,male,j,f,1,651,Self,Stranger
20,2,male,j,j,1,337,Friend,Friend
20,2,male,j,f,1,717,Stranger,Friend
20,2,male,j,j,1,688,Self,Self
20,2,male,j,j,0,715,Stranger,Stranger
20,2,male,j,f,1,607,Self,Friend
20,2,male,j,j,1,608,Friend,Friend
20,2,male,j,j,0,907,Stranger,Stranger
20,2,male,j,f,1,641,Stranger,self
20,2,male,j,j,1,497,Self,Self
20,2,male,j,f,0,831,Friend,Self
20,2,male,j,f,1,449,Self,Stranger
20,2,male,j,f,1,532,Friend,Stranger
20,2,male,j,j,1,565,Stranger,Stranger
20,2,male,j,f,1,600,Stranger,Friend
20,2,male,j,j,1,758,Stranger,Stranger
20,2,male,j,f,1,498,Stranger,self
20,2,male,j,j,1,541,Self,Self
20,2,male,j,f,1,763,Self,Friend
20,2,male,j,f,1,863,Friend,Self
20,2,male,j,j,1,401,Friend,Friend
20,2,male,j,j,1,489,Self,Self
20,2,male,j,j,1,773,Friend,Friend
20,2,male,j,j,0,0,Stranger,Stranger
20,2,male,j,f,1,520,Friend,Self
20,2,male,j,j,1,439,Self,Self
20,2,male,j,f,1,661,Self,Stranger
20,2,male,j,j,1,768,Stranger,Stranger
20,2,male,j,f,0,551,Self,Friend
20,2,male,j,f,1,720,Stranger,self
20,2,male,j,f,1,445,Friend,Stranger
20,2,male,j,f,1,789,Stranger,Friend
20,2,male,j,j,1,494,Friend,Friend
20,2,male,j,j,1,567,Self,Self
20,2,male,j,j,1,521,Friend,Friend
20,2,male,j,j,1,415,Self,Self
20,2,male,j,f,1,596,Stranger,self
20,2,male,j,j,1,401,Friend,Friend
20,2,male,j,f,1,847,Friend,Self
20,2,male,j,f,1,608,Self,Friend
20,2,male,j,f,1,537,Stranger,Friend
20,2,male,j,f,0,690,Friend,Stranger
20,2,male,j,j,0,441,Stranger,Stranger
20,2,male,j,f,1,521,Self,Stranger
20,2,male,j,j,1,683,Self,Self
20,2,male,j,j,1,392,Friend,Friend
20,2,male,j,j,1,584,Stranger,Stranger
20,2,male,j,j,1,815,Self,Self
20,2,male,j,j,1,634,Stranger,Stranger
20,2,male,j,j,1,315,Friend,Friend
20,2,male,j,f,1,671,Self,Friend
20,2,male,j,f,1,664,Stranger,self
20,2,male,j,j,1,425,Friend,Friend
20,2,male,j,f,1,542,Stranger,Friend
20,2,male,j,j,1,699,Stranger,Stranger
20,2,male,j,f,1,469,Self,Stranger
20,2,male,j,f,1,589,Friend,Self
20,2,male,j,j,1,520,Self,Self
20,2,male,j,f,0,0,Friend,Stranger
20,2,male,j,f,1,460,Self,Friend
20,2,male,j,j,1,492,Stranger,Stranger
20,2,male,j,f,1,517,Stranger,self
20,2,male,j,j,1,343,Self,Self
20,2,male,j,f,1,504,Self,Stranger
20,2,male,j,f,1,729,Friend,Stranger
20,2,male,j,j,1,331,Friend,Friend
20,2,male,j,j,0,422,Stranger,Stranger
20,2,male,j,f,1,545,Stranger,Friend
20,2,male,j,j,1,392,Self,Self
20,2,male,j,j,1,426,Friend,Friend
20,2,male,j,f,1,596,Friend,Self
20,2,male,j,j,0,510,Stranger,Stranger
20,2,male,j,f,1,639,Self,Friend
20,2,male,j,j,1,509,Stranger,Stranger
20,2,male,j,f,1,605,Friend,Stranger
20,2,male,j,j,1,529,Friend,Friend
20,2,male,j,f,1,464,Self,Stranger
20,2,male,j,f,1,646,Stranger,Friend
20,2,male,j,j,1,569,Self,Self
20,2,male,j,j,1,767,Self,Self
20,2,male,j,j,1,421,Friend,Friend
20,2,male,j,f,1,921,Friend,Self
20,2,male,j,f,1,468,Stranger,self
20,2,male,j,j,1,483,Friend,Friend
20,2,male,j,j,1,447,Stranger,Stranger
20,2,male,j,f,1,450,Friend,Stranger
20,2,male,j,f,1,707,Friend,Self
20,2,male,j,j,1,678,Friend,Friend
20,2,male,j,f,1,407,Stranger,self
20,2,male,j,f,1,734,Self,Friend
20,2,male,j,j,1,607,Self,Self
20,2,male,j,f,1,679,Stranger,Friend
20,2,male,j,j,1,711,Stranger,Stranger
20,2,male,j,f,1,543,Self,Stranger
20,2,male,j,j,1,337,Self,Self
20,2,male,j,j,0,583,Stranger,Stranger
20,2,male,j,f,1,664,Stranger,self
20,2,male,j,j,1,522,Self,Self
20,2,male,j,f,1,565,Self,Friend
20,2,male,j,j,1,418,Friend,Friend
20,2,male,j,f,1,515,Self,Stranger
20,2,male,j,f,0,556,Friend,Self
20,2,male,j,f,1,736,Friend,Stranger
20,2,male,j,j,1,554,Self,Self
20,2,male,j,j,1,481,Friend,Friend
20,2,male,j,j,1,635,Stranger,Stranger
20,2,male,j,f,1,484,Stranger,Friend
20,2,male,j,f,1,565,Stranger,self
20,2,male,j,j,1,467,Self,Self
20,2,male,j,j,1,546,Stranger,Stranger
20,2,male,j,f,1,690,Friend,Stranger
20,2,male,j,j,1,357,Friend,Friend
20,2,male,j,f,1,475,Self,Friend
20,2,male,j,f,1,630,Stranger,Friend
20,2,male,j,f,1,844,Friend,Self
20,2,male,j,j,1,461,Stranger,Stranger
20,2,male,j,j,1,411,Self,Self
20,2,male,j,f,1,497,Self,Stranger
20,2,male,j,j,1,455,Friend,Friend
20,2,male,j,f,1,627,Friend,Stranger
20,2,male,j,j,1,526,Stranger,Stranger
20,2,male,j,f,1,478,Self,Friend
20,2,male,j,j,1,526,Friend,Friend
20,2,male,j,j,1,672,Self,Self
20,2,male,j,f,1,467,Stranger,self
20,2,male,j,j,1,349,Friend,Friend
20,2,male,j,f,1,541,Stranger,Friend
20,2,male,j,j,1,473,Self,Self
20,2,male,j,f,1,470,Friend,Self
20,2,male,j,j,1,439,Stranger,Stranger
20,2,male,j,f,1,355,Self,Stranger
20,2,male,j,j,0,474,Stranger,Stranger
20,2,male,j,f,1,455,Self,Stranger
20,2,male,j,j,1,498,Friend,Friend
20,2,male,j,j,0,452,Self,Self
20,2,male,j,j,0,472,Stranger,Stranger
20,2,male,j,j,1,237,Friend,Friend
20,2,male,j,f,1,591,Friend,Self
20,2,male,j,f,0,814,Friend,Stranger
20,2,male,j,f,1,619,Self,Friend
20,2,male,j,f,1,611,Stranger,self
20,2,male,j,f,1,533,Stranger,Friend
20,2,male,j,j,1,462,Self,Self
20,2,male,j,f,1,1010,Friend,Stranger
20,2,male,j,j,1,622,Self,Self
20,2,male,j,j,0,515,Stranger,Stranger
20,2,male,j,f,1,685,Friend,Self
20,2,male,j,j,1,629,Friend,Friend
20,2,male,j,f,1,502,Stranger,Friend
20,2,male,j,f,1,545,Self,Friend
20,2,male,j,j,0,546,Self,Self
20,2,male,j,j,1,501,Friend,Friend
20,2,male,j,f,1,584,Stranger,self
20,2,male,j,f,1,600,Self,Stranger
20,2,male,j,j,1,506,Stranger,Stranger
20,2,male,j,f,1,596,Self,Stranger
20,2,male,j,j,1,370,Self,Self
20,2,male,j,j,1,654,Friend,Friend
20,2,male,j,f,1,628,Stranger,self
20,2,male,j,j,1,723,Stranger,Stranger
20,2,male,j,f,1,528,Stranger,Friend
20,2,male,j,j,1,613,Stranger,Stranger
20,2,male,j,j,1,480,Friend,Friend
20,2,male,j,f,1,551,Friend,Stranger
20,2,male,j,j,1,409,Self,Self
20,2,male,j,f,1,508,Friend,Self
20,2,male,j,f,1,564,Self,Friend
20,2,male,j,j,1,290,Friend,Friend
20,2,male,j,f,1,802,Self,Friend
20,2,male,j,j,0,582,Stranger,Stranger
20,2,male,j,f,1,569,Friend,Self
20,2,male,j,j,1,500,Stranger,Stranger
20,2,male,j,j,1,596,Friend,Friend
20,2,male,j,f,1,478,Stranger,self
20,2,male,j,f,1,564,Self,Stranger
20,2,male,j,j,1,745,Self,Self
20,2,male,j,f,1,534,Friend,Stranger
20,2,male,j,f,1,577,Stranger,Friend
20,2,male,j,j,0,459,Self,Self
22,1,male,f,f,,,Friend,Friend
22,1,male,f,f,,,Friend,Friend
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,f,,,Self,Self
22,1,male,f,j,,,Stranger,Friend
22,1,male,f,j,,,Friend,Stranger
22,1,male,f,j,,,Self,Stranger
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,f,,,Self,Self
22,1,male,f,j,,,Friend,Self
22,1,male,f,j,,,Stranger,self
22,1,male,f,j,,,Self,Friend
22,1,male,f,f,,,Self,Self
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,j,,,Self,Friend
22,1,male,f,j,,,Friend,Self
22,1,male,f,j,,,Self,Stranger
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,j,,,Friend,Stranger
22,1,male,f,f,,,Friend,Friend
22,1,male,f,j,,,Stranger,self
22,1,male,f,j,,,Stranger,Friend
22,1,male,f,f,,,Friend,Friend
22,1,male,f,f,,,Self,Self
22,1,male,f,j,,,Friend,Self
22,1,male,f,f,,,Self,Self
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,j,,,Stranger,self
22,1,male,f,f,,,Self,Self
22,1,male,f,f,,,Friend,Friend
22,1,male,f,f,,,Friend,Friend
22,1,male,f,j,,,Self,Stranger
22,1,male,f,j,,,Friend,Stranger
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,j,,,Self,Friend
22,1,male,f,j,,,Stranger,Friend
22,1,male,f,j,,,Self,Stranger
22,1,male,f,j,,,Friend,Self
22,1,male,f,f,,,Friend,Friend
22,1,male,f,f,,,Self,Self
22,1,male,f,j,,,Friend,Stranger
22,1,male,f,f,,,Self,Self
22,1,male,f,j,,,Stranger,self
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,f,,,Friend,Friend
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,j,,,Self,Friend
22,1,male,f,j,,,Stranger,Friend
22,1,male,f,j,,,Friend,Stranger
22,1,male,f,f,,,Self,Self
22,1,male,f,j,,,Stranger,self
22,1,male,f,f,,,Friend,Friend
22,1,male,f,j,,,Self,Friend
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,j,,,Self,Stranger
22,1,male,f,f,,,Friend,Friend
22,1,male,f,j,,,Friend,Self
22,1,male,f,j,,,Stranger,Friend
22,1,male,f,f,,,Stranger,Stranger
22,1,male,f,f,,,Self,Self
22,1,male,f,j,0,0,Self,Stranger
22,1,male,f,f,1,685,Self,Self
22,1,male,f,f,1,719,Friend,Friend
22,1,male,f,j,1,546,Self,Friend
22,1,male,f,f,1,299,Self,Self
22,1,male,f,f,1,357,Stranger,Stranger
22,1,male,f,j,1,637,Friend,Stranger
22,1,male,f,f,1,710,Friend,Friend
22,1,male,f,f,0,381,Stranger,Stranger
22,1,male,f,j,0,303,Friend,Self
22,1,male,f,j,1,504,Stranger,self
22,1,male,f,j,1,375,Stranger,Friend
22,1,male,f,f,1,549,Stranger,Stranger
22,1,male,f,f,1,622,Stranger,Stranger
22,1,male,f,j,1,453,Stranger,self
22,1,male,f,f,1,750,Friend,Friend
22,1,male,f,j,0,295,Self,Stranger
22,1,male,f,j,1,574,Friend,Self
22,1,male,f,f,1,447,Self,Self
22,1,male,f,j,1,876,Friend,Stranger
22,1,male,f,j,0,484,Stranger,Friend
22,1,male,f,f,1,541,Self,Self
22,1,male,f,j,1,726,Self,Friend
22,1,male,f,f,1,582,Friend,Friend
22,1,male,f,j,0,604,Stranger,self
22,1,male,f,j,0,618,Friend,Self
22,1,male,f,f,0,810,Stranger,Stranger
22,1,male,f,f,0,488,Friend,Friend
22,1,male,f,f,1,414,Self,Self
22,1,male,f,f,1,688,Friend,Friend
22,1,male,f,j,1,597,Self,Friend
22,1,male,f,j,1,646,Friend,Stranger
22,1,male,f,j,1,628,Stranger,Friend
22,1,male,f,f,1,560,Self,Self
22,1,male,f,j,0,315,Self,Stranger
22,1,male,f,f,1,686,Stranger,Stranger
22,1,male,f,f,0,428,Friend,Friend
22,1,male,f,f,1,543,Stranger,Stranger
22,1,male,f,j,0,262,Self,Stranger
22,1,male,f,j,0,725,Stranger,Friend
22,1,male,f,j,0,629,Friend,Self
22,1,male,f,f,1,387,Self,Self
22,1,male,f,j,1,589,Self,Friend
22,1,male,f,f,1,287,Self,Self
22,1,male,f,f,1,523,Stranger,Stranger
22,1,male,f,j,1,477,Friend,Stranger
22,1,male,f,f,1,672,Friend,Friend
22,1,male,f,j,1,916,Stranger,self
22,1,male,f,f,0,567,Friend,Friend
22,1,male,f,j,0,261,Self,Stranger
22,1,male,f,f,1,582,Friend,Friend
22,1,male,f,j,1,721,Stranger,Friend
22,1,male,f,f,1,249,Self,Self
22,1,male,f,j,1,468,Stranger,self
22,1,male,f,f,1,408,Stranger,Stranger
22,1,male,f,f,1,494,Self,Self
22,1,male,f,j,1,613,Friend,Stranger
22,1,male,f,j,0,225,Self,Friend
22,1,male,f,f,1,599,Stranger,Stranger
22,1,male,f,j,1,914,Friend,Self
22,1,male,f,f,1,293,Self,Self
22,1,male,f,j,0,279,Self,Stranger
22,1,male,f,j,1,485,Self,Friend
22,1,male,f,j,1,689,Friend,Self
22,1,male,f,j,1,834,Friend,Stranger
22,1,male,f,f,1,549,Stranger,Stranger
22,1,male,f,j,0,342,Stranger,Friend
22,1,male,f,f,1,433,Stranger,Stranger
22,1,male,f,f,0,478,Friend,Friend
22,1,male,f,f,1,370,Friend,Friend
22,1,male,f,f,1,216,Self,Self
22,1,male,f,j,1,824,Stranger,self
22,1,male,f,j,0,740,Friend,Stranger
22,1,male,f,f,0,374,Stranger,Stranger
22,1,male,f,j,1,548,Self,Stranger
22,1,male,f,f,1,341,Self,Self
22,1,male,f,j,1,634,Friend,Self
22,1,male,f,f,1,559,Friend,Friend
22,1,male,f,f,1,407,Stranger,Stranger
22,1,male,f,j,1,432,Self,Friend
22,1,male,f,j,1,718,Stranger,Friend
22,1,male,f,j,1,639,Stranger,self
22,1,male,f,f,1,599,Friend,Friend
22,1,male,f,f,1,621,Self,Self
22,1,male,f,j,1,606,Self,Friend
22,1,male,f,j,0,759,Friend,Self
22,1,male,f,f,1,432,Self,Self
22,1,male,f,f,1,495,Stranger,Stranger
22,1,male,f,f,0,464,Self,Self
22,1,male,f,j,1,543,Self,Stranger
22,1,male,f,j,0,290,Stranger,self
22,1,male,f,f,0,460,Stranger,Stranger
22,1,male,f,j,0,325,Stranger,Friend
22,1,male,f,f,1,694,Friend,Friend
22,1,male,f,f,1,600,Friend,Friend
22,1,male,f,j,1,422,Friend,Stranger
22,1,male,f,f,1,326,Self,Self
22,1,male,f,j,0,452,Stranger,Friend
22,1,male,f,f,1,491,Stranger,Stranger
22,1,male,f,f,1,542,Self,Self
22,1,male,f,j,0,637,Friend,Stranger
22,1,male,f,f,1,585,Friend,Friend
22,1,male,f,j,1,650,Stranger,self
22,1,male,f,j,0,295,Self,Stranger
22,1,male,f,f,1,621,Stranger,Stranger
22,1,male,f,f,0,480,Friend,Friend
22,1,male,f,j,1,731,Friend,Self
22,1,male,f,j,0,279,Self,Friend
22,1,male,f,j,1,879,Stranger,self
22,1,male,f,j,1,563,Friend,Self
22,1,male,f,j,1,488,Self,Friend
22,1,male,f,f,1,459,Self,Self
22,1,male,f,f,1,572,Friend,Friend
22,1,male,f,j,1,456,Friend,Stranger
22,1,male,f,f,1,397,Stranger,Stranger
22,1,male,f,f,1,567,Friend,Friend
22,1,male,f,f,1,604,Stranger,Stranger
22,1,male,f,j,0,648,Stranger,Friend
22,1,male,f,j,0,392,Self,Stranger
22,1,male,f,f,1,279,Self,Self
22,1,male,f,j,1,550,Friend,Stranger
22,1,male,f,f,0,306,Stranger,Stranger
22,1,male,f,j,1,454,Friend,Self
22,1,male,f,f,1,324,Self,Self
22,1,male,f,j,1,568,Self,Stranger
22,1,male,f,j,0,360,Stranger,self
22,1,male,f,j,1,547,Self,Friend
22,1,male,f,f,1,329,Self,Self
22,1,male,f,f,0,909,Friend,Friend
22,1,male,f,f,1,489,Stranger,Stranger
22,1,male,f,f,1,559,Friend,Friend
22,1,male,f,j,1,451,Stranger,Friend
22,1,male,f,f,1,251,Self,Self
22,1,male,f,j,1,653,Self,Friend
22,1,male,f,j,0,591,Friend,Stranger
22,1,male,f,f,1,419,Stranger,Stranger
22,1,male,f,f,1,409,Friend,Friend
22,1,male,f,j,1,522,Friend,Self
22,1,male,f,f,1,592,Friend,Friend
22,1,male,f,j,0,438,Stranger,Friend
22,1,male,f,j,0,339,Self,Stranger
22,1,male,f,f,1,245,Self,Self
22,1,male,f,j,1,780,Stranger,self
22,1,male,f,f,1,425,Stranger,Stranger
22,1,male,f,j,1,468,Self,Friend
22,1,male,f,f,0,508,Friend,Friend
22,1,male,f,j,1,558,Stranger,Friend
22,1,male,f,f,1,632,Friend,Friend
22,1,male,f,f,1,482,Self,Self
22,1,male,f,f,1,441,Stranger,Stranger
22,1,male,f,f,1,511,Self,Self
22,1,male,f,f,1,346,Stranger,Stranger
22,1,male,f,j,0,435,Stranger,self
22,1,male,f,j,0,385,Self,Stranger
22,1,male,f,j,1,475,Friend,Self
22,1,male,f,j,0,0,Friend,Stranger
22,1,male,f,f,1,528,Stranger,Stranger
22,1,male,f,f,0,466,Self,Self
22,1,male,f,j,1,514,Friend,Self
22,1,male,f,j,1,618,Friend,Stranger
22,1,male,f,j,1,689,Stranger,self
22,1,male,f,f,1,555,Friend,Friend
22,1,male,f,j,1,454,Self,Friend
22,1,male,f,j,1,540,Self,Stranger
22,1,male,f,f,1,526,Stranger,Stranger
22,1,male,f,f,0,408,Friend,Friend
22,1,male,f,j,1,587,Stranger,Friend
22,1,male,f,f,1,376,Self,Self
22,1,male,f,j,1,833,Friend,Stranger
22,1,male,f,f,1,445,Friend,Friend
22,1,male,f,j,1,608,Self,Stranger
22,1,male,f,j,1,417,Self,Friend
22,1,male,f,f,1,456,Stranger,Stranger
22,1,male,f,j,1,509,Friend,Self
22,1,male,f,f,1,459,Stranger,Stranger
22,1,male,f,j,1,655,Stranger,Friend
22,1,male,f,f,1,312,Self,Self
22,1,male,f,f,1,400,Friend,Friend
22,1,male,f,j,0,505,Stranger,self
22,1,male,f,f,1,262,Self,Self
22,1,male,f,j,0,269,Self,Friend
22,1,male,f,f,0,405,Friend,Friend
22,1,male,f,f,1,425,Self,Self
22,1,male,f,j,1,688,Friend,Stranger
22,1,male,f,f,1,350,Self,Self
22,1,male,f,j,1,483,Stranger,self
22,1,male,f,j,1,527,Friend,Self
22,1,male,f,f,1,469,Stranger,Stranger
22,1,male,f,j,0,338,Self,Stranger
22,1,male,f,f,1,365,Friend,Friend
22,1,male,f,f,1,498,Stranger,Stranger
22,1,male,f,j,0,512,Stranger,Friend
22,1,male,f,j,1,894,Stranger,self
22,1,male,f,j,0,531,Friend,Stranger
22,1,male,f,j,0,490,Stranger,Friend
22,1,male,f,f,1,451,Self,Self
22,1,male,f,f,1,454,Stranger,Stranger
22,1,male,f,f,1,280,Friend,Friend
22,1,male,f,f,1,434,Self,Self
22,1,male,f,f,1,527,Stranger,Stranger
22,1,male,f,f,1,234,Friend,Friend
22,1,male,f,j,1,540,Friend,Self
22,1,male,f,j,1,451,Self,Friend
22,1,male,f,j,1,448,Self,Stranger
22,1,male,f,f,1,536,Stranger,Stranger
22,1,male,f,f,1,320,Self,Self
22,1,male,f,j,1,460,Self,Stranger
22,1,male,f,j,1,667,Stranger,self
22,1,male,f,j,1,605,Stranger,Friend
22,1,male,f,f,0,520,Stranger,Stranger
22,1,male,f,f,1,432,Friend,Friend
22,1,male,f,j,1,463,Friend,Stranger
22,1,male,f,f,1,406,Friend,Friend
22,1,male,f,f,1,459,Self,Self
22,1,male,f,j,1,413,Friend,Self
22,1,male,f,j,0,258,Self,Friend
22,1,male,f,f,1,521,Stranger,Stranger
22,1,male,f,f,1,404,Self,Self
22,1,male,f,j,1,426,Friend,Self
22,1,male,f,f,1,292,Self,Self
22,1,male,f,f,1,760,Friend,Friend
22,1,male,f,j,1,504,Friend,Stranger
22,1,male,f,j,0,253,Self,Friend
22,1,male,f,f,1,460,Stranger,Stranger
22,1,male,f,j,0,506,Stranger,Friend
22,1,male,f,j,0,239,Self,Stranger
22,1,male,f,f,1,992,Friend,Friend
22,1,male,f,j,1,517,Stranger,self
22,1,male,f,f,1,463,Stranger,Stranger
22,1,male,f,j,1,449,Self,Stranger
22,1,male,f,j,1,626,Friend,Self
22,1,male,f,f,0,526,Self,Self
22,1,male,f,j,0,468,Friend,Stranger
22,1,male,f,f,1,456,Friend,Friend
22,1,male,f,j,0,644,Stranger,self
22,1,male,f,f,1,341,Self,Self
22,1,male,f,j,1,530,Self,Friend
22,1,male,f,j,1,681,Stranger,Friend
22,1,male,f,f,1,531,Friend,Friend
22,1,male,f,f,1,353,Stranger,Stranger
22,1,male,f,j,1,496,Self,Stranger
22,1,male,f,j,1,514,Stranger,self
22,1,male,f,f,1,436,Stranger,Stranger
22,1,male,f,f,1,256,Self,Self
22,1,male,f,f,1,577,Friend,Friend
22,1,male,f,j,1,408,Friend,Self
22,1,male,f,f,1,225,Self,Self
22,1,male,f,j,1,563,Self,Friend
22,1,male,f,f,1,576,Friend,Friend
22,1,male,f,f,1,555,Stranger,Stranger
22,1,male,f,j,1,750,Friend,Stranger
22,1,male,f,j,1,715,Stranger,Friend
22,1,male,f,j,1,523,Self,Stranger
22,1,male,f,j,1,438,Self,Friend
22,1,male,f,f,1,454,Self,Self
22,1,male,f,j,1,668,Stranger,self
22,1,male,f,f,1,559,Friend,Friend
22,1,male,f,j,1,726,Stranger,Friend
22,1,male,f,j,1,1018,Friend,Stranger
22,1,male,f,f,1,256,Self,Self
22,1,male,f,f,1,458,Stranger,Stranger
22,1,male,f,f,1,213,Friend,Friend
22,1,male,f,j,1,477,Friend,Self
22,1,male,f,f,1,404,Stranger,Stranger
22,1,male,f,j,0,359,Self,Friend
22,1,male,f,f,1,423,Friend,Friend
22,1,male,f,f,1,458,Friend,Friend
22,1,male,f,j,1,406,Stranger,self
22,1,male,f,j,0,224,Self,Stranger
22,1,male,f,f,1,430,Stranger,Stranger
22,1,male,f,f,1,331,Self,Self
22,1,male,f,f,1,552,Self,Self
22,1,male,f,f,1,582,Stranger,Stranger
22,1,male,f,j,1,801,Friend,Self
22,1,male,f,j,1,842,Stranger,Friend
22,1,male,f,j,1,826,Friend,Stranger
22,1,male,f,f,1,502,Stranger,Stranger
22,1,male,f,j,1,557,Self,Friend
22,1,male,f,j,0,608,Friend,Stranger
22,1,male,f,f,1,340,Self,Self
22,1,male,f,f,1,595,Self,Self
22,1,male,f,f,1,476,Friend,Friend
22,1,male,f,j,1,626,Friend,Self
22,1,male,f,j,1,709,Stranger,self
22,1,male,f,j,0,0,Stranger,Friend
22,1,male,f,f,1,456,Friend,Friend
22,1,male,f,f,1,609,Stranger,Stranger
22,1,male,f,j,1,465,Self,Stranger
22,1,male,f,j,0,516,Stranger,Friend
22,1,male,f,f,1,455,Friend,Friend
22,1,male,f,j,0,277,Self,Stranger
22,1,male,f,j,1,656,Friend,Self
22,1,male,f,f,1,298,Self,Self
22,1,male,f,j,1,427,Self,Friend
22,1,male,f,f,1,291,Self,Self
22,1,male,f,j,0,523,Stranger,self
22,1,male,f,f,1,491,Friend,Friend
22,1,male,f,j,1,673,Friend,Stranger
